51 0 AP890908-0222    1 17.06233 BM25_short 
92 0 AP890407-0234  218 8.15797 BM25_short 
92 0 AP890606-0016  219 8.15098 BM25_short 
92 0 AP890714-0241  220 8.12884 BM25_short 
92 0 AP890117-0257  221 8.12520 BM25_short 
92 0 AP890217-0035  222 8.11491 BM25_short 
92 0 AP890502-0245  223 8.10418 BM25_short 
92 0 AP890517-0165  224 8.10418 BM25_short 
92 0 AP890517-0275  225 8.10418 BM25_short 
92 0 AP890829-0249  226 8.10418 BM25_short 
92 0 AP891020-0303  227 8.10418 BM25_short 
92 0 AP890302-0155  228 8.08820 BM25_short 
92 0 AP890517-0088  229 8.08820 BM25_short 
92 0 AP890602-0239  230 8.08820 BM25_short 
92 0 AP890612-0147  231 8.07353 BM25_short 
92 0 AP890526-0228  232 8.06992 BM25_short 
92 0 AP891221-0214  233 8.05758 BM25_short 
92 0 AP891012-0152  234 8.05157 BM25_short 
92 0 AP890609-0191  235 8.04325 BM25_short 
92 0 AP890614-0249  236 8.04325 BM25_short 
92 0 AP890619-0259  237 8.04325 BM25_short 
92 0 AP891031-0170  238 8.04159 BM25_short 
92 0 AP890611-0082  239 8.03075 BM25_short 
92 0 AP890908-0177  240 8.02927 BM25_short 
92 0 AP891204-0199  241 8.02927 BM25_short 
92 0 AP890629-0047  242 8.01984 BM25_short 
92 0 AP890329-0257  243 8.01194 BM25_short 
92 0 AP890131-0311  244 8.01017 BM25_short 
92 0 AP890726-0268  245 8.01017 BM25_short 
92 0 AP890728-0233  246 8.00980 BM25_short 
92 0 AP891010-0280  247 8.00772 BM25_short 
92 0 AP890308-0049  248 7.99947 BM25_short 
92 0 AP890125-0150  249 7.98687 BM25_short 
92 0 AP890928-0236  250 7.97382 BM25_short 
92 0 AP890524-0203  251 7.96385 BM25_short 
92 0 AP890606-0148  252 7.95741 BM25_short 
92 0 AP890906-0046  253 7.94994 BM25_short 
92 0 AP890911-0145  254 7.94683 BM25_short 
92 0 AP890928-0186  255 7.94261 BM25_short 
92 0 AP891120-0041  256 7.93697 BM25_short 
92 0 AP890812-0089  257 7.92977 BM25_short 
92 0 AP890818-0168  258 7.92735 BM25_short 
92 0 AP890818-0117  259 7.92318 BM25_short 
92 0 AP890703-0112  260 7.90541 BM25_short 
92 0 AP891005-0170  261 7.87701 BM25_short 
92 0 AP890227-0303  262 7.85668 BM25_short 
92 0 AP890922-0283  263 7.85668 BM25_short 
92 0 AP890711-0132  264 7.83880 BM25_short 
92 0 AP890516-0141  265 7.83270 BM25_short 
92 0 AP890629-0119  266 7.83144 BM25_short 
92 0 AP891025-0308  267 7.82295 BM25_short 
92 0 AP890304-0171  268 7.82079 BM25_short 
92 0 AP890802-0271  269 7.82079 BM25_short 
92 0 AP891128-0221  270 7.82079 BM25_short 
92 0 AP891204-0269  271 7.82079 BM25_short 
92 0 AP890420-0232  272 7.81736 BM25_short 
92 0 AP890902-0062  273 7.81646 BM25_short 
92 0 AP890621-0260  274 7.80924 BM25_short 
92 0 AP890927-0208  275 7.80924 BM25_short 
92 0 AP891004-0243  276 7.80924 BM25_short 
92 0 AP890320-0177  277 7.80370 BM25_short 
92 0 AP890927-0191  278 7.77966 BM25_short 
92 0 AP890131-0286  279 7.77829 BM25_short 
92 0 AP891024-0261  280 7.77829 BM25_short 
92 0 AP891124-0206  281 7.77829 BM25_short 
92 0 AP891207-0016  282 7.77829 BM25_short 
92 0 AP891011-0287  283 7.76936 BM25_short 
92 0 AP891030-0241  284 7.76606 BM25_short 
92 0 AP890131-0192  285 7.75517 BM25_short 
92 0 AP891012-0012  286 7.74426 BM25_short 
92 0 AP890106-0150  287 7.72979 BM25_short 
92 0 AP890810-0251  288 7.71883 BM25_short 
92 0 AP891124-0233  289 7.71782 BM25_short 
92 0 AP890515-0160  290 7.71319 BM25_short 
92 0 AP890511-0231  291 7.71193 BM25_short 
92 0 AP890316-0261  292 7.70346 BM25_short 
92 0 AP890904-0026  293 7.70325 BM25_short 
92 0 AP891117-0067  294 7.70325 BM25_short 
92 0 AP891212-0251  295 7.70045 BM25_short 
92 0 AP890523-0235  296 7.68277 BM25_short 
92 0 AP891018-0208  297 7.67368 BM25_short 
92 0 AP890201-0301  298 7.66869 BM25_short 
92 0 AP890614-0280  299 7.66869 BM25_short 
92 0 AP890711-0209  300 7.66390 BM25_short 
92 0 AP891012-0326  301 7.65741 BM25_short 
92 0 AP890906-0143  302 7.65478 BM25_short 
92 0 AP890130-0094  303 7.64972 BM25_short 
92 0 AP891213-0082  304 7.64176 BM25_short 
92 0 AP890428-0037  305 7.64073 BM25_short 
92 0 AP891108-0042  306 7.64073 BM25_short 
92 0 AP890918-0235  307 7.62594 BM25_short 
92 0 AP890118-0053  308 7.62257 BM25_short 
92 0 AP891007-0019  309 7.62257 BM25_short 
92 0 AP891101-0252  310 7.60248 BM25_short 
92 0 AP890424-0269  311 7.59996 BM25_short 
92 0 AP891031-0246  312 7.59996 BM25_short 
92 0 AP891207-0238  313 7.59996 BM25_short 
92 0 AP891211-0048  314 7.59754 BM25_short 
92 0 AP890630-0238  315 7.59568 BM25_short 
92 0 AP890906-0297  316 7.59568 BM25_short 
92 0 AP891212-0232  317 7.59568 BM25_short 
92 0 AP891228-0180  318 7.59568 BM25_short 
92 0 AP890327-0194  319 7.58489 BM25_short 
92 0 AP890407-0203  320 7.58489 BM25_short 
92 0 AP891026-0119  321 7.58489 BM25_short 
92 0 AP891209-0075  322 7.58489 BM25_short 
92 0 AP890808-0165  323 7.58330 BM25_short 
92 0 AP890929-0219  324 7.58279 BM25_short 
92 0 AP890623-0235  325 7.58184 BM25_short 
92 0 AP890517-0151  326 7.57798 BM25_short 
92 0 AP890811-0092  327 7.57571 BM25_short 
92 0 AP890722-0064  328 7.57398 BM25_short 
92 0 AP890823-0239  329 7.57398 BM25_short 
92 0 AP890905-0232  330 7.57398 BM25_short 
92 0 AP891003-0225  331 7.57398 BM25_short 
92 0 AP891113-0250  332 7.57398 BM25_short 
92 0 AP890607-0053  333 7.57060 BM25_short 
92 0 AP890127-0081  334 7.56289 BM25_short 
92 0 AP890421-0225  335 7.56289 BM25_short 
92 0 AP890614-0164  336 7.56289 BM25_short 
92 0 AP890926-0175  337 7.56289 BM25_short 
92 0 AP891212-0134  338 7.56289 BM25_short 
92 0 AP890317-0019  339 7.56227 BM25_short 
92 0 AP890413-0159  340 7.56064 BM25_short 
92 0 AP890616-0053  341 7.56064 BM25_short 
92 0 AP890706-0055  342 7.55830 BM25_short 
92 0 AP890207-0014  343 7.53248 BM25_short 
92 0 AP890303-0157  344 7.53190 BM25_short 
92 0 AP891005-0254  345 7.52157 BM25_short 
92 0 AP890430-0009  346 7.51826 BM25_short 
92 0 AP890523-0245  347 7.51826 BM25_short 
92 0 AP890925-0303  348 7.51826 BM25_short 
92 0 AP891219-0158  349 7.51826 BM25_short 
92 0 AP890122-0006  350 7.49587 BM25_short 
92 0 AP890524-0286  351 7.49587 BM25_short 
92 0 AP890906-0257  352 7.49587 BM25_short 
92 0 AP890927-0265  353 7.49587 BM25_short 
92 0 AP890427-0264  354 7.48655 BM25_short 
92 0 AP890203-0246  355 7.48319 BM25_short 
92 0 AP890414-0273  356 7.48319 BM25_short 
92 0 AP890105-0282  357 7.47904 BM25_short 
92 0 AP890518-0248  358 7.47904 BM25_short 
92 0 AP890720-0238  359 7.47904 BM25_short 
92 0 AP891107-0318  360 7.47904 BM25_short 
92 0 AP890411-0227  361 7.47634 BM25_short 
92 0 AP891103-0226  362 7.47309 BM25_short 
92 0 AP891015-0033  363 7.45071 BM25_short 
92 0 AP890531-0173  364 7.44879 BM25_short 
92 0 AP890508-0218  365 7.44193 BM25_short 
92 0 AP890513-0062  366 7.44193 BM25_short 
92 0 AP890819-0136  367 7.43999 BM25_short 
92 0 AP891211-0327  368 7.43999 BM25_short 
92 0 AP890118-0231  369 7.43247 BM25_short 
92 0 AP890223-0303  370 7.43247 BM25_short 
92 0 AP890405-0219  371 7.43247 BM25_short 
92 0 AP890421-0285  372 7.43247 BM25_short 
92 0 AP890508-0235  373 7.43247 BM25_short 
92 0 AP890717-0216  374 7.43247 BM25_short 
92 0 AP890728-0224  375 7.43247 BM25_short 
92 0 AP890912-0125  376 7.43247 BM25_short 
92 0 AP890825-0137  377 7.42894 BM25_short 
92 0 AP890112-0240  378 7.42141 BM25_short 
92 0 AP890623-0258  379 7.40945 BM25_short 
92 0 AP890214-0226  380 7.40115 BM25_short 
92 0 AP890503-0260  381 7.40115 BM25_short 
92 0 AP890413-0032  382 7.39668 BM25_short 
92 0 AP890510-0131  383 7.39668 BM25_short 
92 0 AP890715-0065  384 7.39652 BM25_short 
92 0 AP890720-0066  385 7.39652 BM25_short 
92 0 AP890221-0292  386 7.38278 BM25_short 
92 0 AP890304-0105  387 7.38278 BM25_short 
92 0 AP890717-0079  388 7.38278 BM25_short 
92 0 AP891019-0300  389 7.38278 BM25_short 
92 0 AP891228-0215  390 7.38278 BM25_short 
92 0 AP890801-0254  391 7.37910 BM25_short 
92 0 AP890308-0255  392 7.35163 BM25_short 
92 0 AP890711-0241  393 7.34485 BM25_short 
92 0 AP890613-0122  394 7.34059 BM25_short 
92 0 AP890720-0286  395 7.33913 BM25_short 
92 0 AP890601-0341  396 7.33369 BM25_short 
92 0 AP890216-0303  397 7.32557 BM25_short 
92 0 AP890420-0286  398 7.32557 BM25_short 
92 0 AP890427-0285  399 7.32557 BM25_short 
92 0 AP891023-0114  400 7.32557 BM25_short 
92 0 AP891025-0235  401 7.31960 BM25_short 
92 0 AP890517-0120  402 7.31786 BM25_short 
92 0 AP891017-0256  403 7.31223 BM25_short 
92 0 AP891117-0275  404 7.31223 BM25_short 
92 0 AP890501-0104  405 7.30542 BM25_short 
92 0 AP890522-0331  406 7.30198 BM25_short 
92 0 AP890131-0177  407 7.29491 BM25_short 
92 0 AP890622-0022  408 7.29134 BM25_short 
92 0 AP890727-0163  409 7.29134 BM25_short 
92 0 AP890305-0031  410 7.27744 BM25_short 
92 0 AP890928-0187  411 7.27361 BM25_short 
92 0 AP890119-0338  412 7.27352 BM25_short 
92 0 AP891026-0245  413 7.27352 BM25_short 
92 0 AP890716-0057  414 7.26787 BM25_short 
92 0 AP891031-0281  415 7.26151 BM25_short 
92 0 AP890325-0015  416 7.26114 BM25_short 
92 0 AP891220-0241  417 7.25529 BM25_short 
92 0 AP890720-0272  418 7.25199 BM25_short 
92 0 AP890921-0238  419 7.24255 BM25_short 
92 0 AP890118-0303  420 7.23231 BM25_short 
92 0 AP890209-0260  421 7.23231 BM25_short 
92 0 AP890503-0271  422 7.23231 BM25_short 
92 0 AP890523-0228  423 7.23231 BM25_short 
92 0 AP890627-0134  424 7.23231 BM25_short 
92 0 AP890627-0152  425 7.23231 BM25_short 
92 0 AP890817-0112  426 7.23231 BM25_short 
92 0 AP890913-0290  427 7.23231 BM25_short 
92 0 AP891018-0267  428 7.23231 BM25_short 
92 0 AP891102-0298  429 7.23231 BM25_short 
92 0 AP890602-0254  430 7.22076 BM25_short 
92 0 AP890928-0033  431 7.22076 BM25_short 
92 0 AP891003-0078  432 7.22076 BM25_short 
92 0 AP891031-0025  433 7.22076 BM25_short 
92 0 AP890405-0261  434 7.21260 BM25_short 
92 0 AP890211-0010  435 7.19941 BM25_short 
92 0 AP890301-0280  436 7.19941 BM25_short 
92 0 AP890501-0260  437 7.19941 BM25_short 
92 0 AP890612-0156  438 7.19941 BM25_short 
92 0 AP890729-0043  439 7.19941 BM25_short 
92 0 AP890929-0281  440 7.19941 BM25_short 
92 0 AP891212-0214  441 7.19941 BM25_short 
92 0 AP891024-0281  442 7.19375 BM25_short 
92 0 AP891212-0267  443 7.19197 BM25_short 
92 0 AP890502-0261  444 7.19156 BM25_short 
92 0 AP890320-0308  445 7.19092 BM25_short 
92 0 AP890427-0170  446 7.18955 BM25_short 
92 0 AP890711-0152  447 7.18955 BM25_short 
92 0 AP890827-0052  448 7.18955 BM25_short 
92 0 AP891002-0052  449 7.18955 BM25_short 
92 0 AP891014-0121  450 7.18955 BM25_short 
92 0 AP891020-0198  451 7.18955 BM25_short 
92 0 AP890208-0316  452 7.18893 BM25_short 
92 0 AP890705-0007  453 7.18429 BM25_short 
92 0 AP890112-0253  454 7.18104 BM25_short 
92 0 AP890902-0139  455 7.17613 BM25_short 
92 0 AP890915-0082  456 7.17613 BM25_short 
92 0 AP890228-0212  457 7.16708 BM25_short 
92 0 AP890201-0178  458 7.16279 BM25_short 
92 0 AP890609-0078  459 7.15847 BM25_short 
92 0 AP891110-0131  460 7.15847 BM25_short 
92 0 AP890315-0179  461 7.15303 BM25_short 
92 0 AP890420-0273  462 7.15303 BM25_short 
92 0 AP890802-0160  463 7.15303 BM25_short 
92 0 AP890930-0016  464 7.15303 BM25_short 
92 0 AP890424-0305  465 7.13630 BM25_short 
92 0 AP890517-0288  466 7.13630 BM25_short 
92 0 AP890911-0103  467 7.12179 BM25_short 
92 0 AP890101-0044  468 7.11616 BM25_short 
92 0 AP890515-0168  469 7.11616 BM25_short 
92 0 AP890531-0281  470 7.11616 BM25_short 
92 0 AP890922-0310  471 7.11616 BM25_short 
92 0 AP890413-0291  472 7.10038 BM25_short 
92 0 AP890509-0242  473 7.10038 BM25_short 
92 0 AP890731-0235  474 7.10038 BM25_short 
92 0 AP890201-0270  475 7.09213 BM25_short 
92 0 AP890227-0291  476 7.09213 BM25_short 
92 0 AP890227-0313  477 7.09213 BM25_short 
92 0 AP890516-0029  478 7.09213 BM25_short 
92 0 AP891012-0278  479 7.09213 BM25_short 
92 0 AP891012-0296  480 7.09213 BM25_short 
92 0 AP890808-0222  481 7.08629 BM25_short 
92 0 AP890809-0302  482 7.08629 BM25_short 
92 0 AP890227-0264  483 7.08266 BM25_short 
92 0 AP891116-0173  484 7.08266 BM25_short 
92 0 AP891129-0216  485 7.08266 BM25_short 
92 0 AP890117-0258  486 7.07914 BM25_short 
92 0 AP890324-0231  487 7.07914 BM25_short 
92 0 AP890419-0279  488 7.07914 BM25_short 
92 0 AP890511-0257  489 7.07914 BM25_short 
92 0 AP890913-0307  490 7.07914 BM25_short 
92 0 AP891229-0187  491 7.07914 BM25_short 
92 0 AP890801-0274  492 7.07175 BM25_short 
92 0 AP891103-0292  493 7.07175 BM25_short 
92 0 AP890622-0070  494 7.06504 BM25_short 
92 0 AP890218-0073  495 7.06386 BM25_short 
92 0 AP890613-0159  496 7.05942 BM25_short 
92 0 AP891122-0121  497 7.05422 BM25_short 
92 0 AP890316-0047  498 7.05370 BM25_short 
92 0 AP890719-0153  499 7.05370 BM25_short 
92 0 AP890902-0064  500 7.05370 BM25_short 
92 0 AP890920-0114  501 7.05370 BM25_short 
92 0 AP891009-0050  502 7.05370 BM25_short 
92 0 AP891102-0164  503 7.05370 BM25_short 
92 0 AP891031-0117  504 7.04648 BM25_short 
92 0 AP891115-0244  505 7.04648 BM25_short 
92 0 AP890301-0267  506 7.04297 BM25_short 
92 0 AP890318-0152  507 7.04297 BM25_short 
92 0 AP890601-0248  508 7.04297 BM25_short 
92 0 AP890623-0077  509 7.04297 BM25_short 
92 0 AP890418-0121  510 7.03428 BM25_short 
92 0 AP890501-0136  511 7.03428 BM25_short 
92 0 AP890628-0017  512 7.03428 BM25_short 
92 0 AP891102-0122  513 7.03428 BM25_short 
92 0 AP890825-0121  514 7.02727 BM25_short 
92 0 AP890313-0016  515 7.02554 BM25_short 
92 0 AP890426-0227  516 7.01705 BM25_short 
92 0 AP890503-0007  517 7.01705 BM25_short 
92 0 AP890419-0255  518 7.01133 BM25_short 
92 0 AP890508-0251  519 7.01133 BM25_short 
92 0 AP891208-0182  520 7.00557 BM25_short 
92 0 AP890510-0022  521 7.00525 BM25_short 
92 0 AP890512-0160  522 7.00525 BM25_short 
92 0 AP890902-0031  523 7.00525 BM25_short 
92 0 AP890120-0136  524 6.99120 BM25_short 
92 0 AP890211-0007  525 6.99120 BM25_short 
92 0 AP890306-0304  526 6.99120 BM25_short 
92 0 AP890613-0110  527 6.99120 BM25_short 
92 0 AP890613-0254  528 6.99120 BM25_short 
92 0 AP890829-0187  529 6.99120 BM25_short 
92 0 AP890124-0282  530 6.98451 BM25_short 
92 0 AP891222-0146  531 6.98451 BM25_short 
92 0 AP891212-0080  532 6.95935 BM25_short 
92 0 AP890824-0162  533 6.95535 BM25_short 
92 0 AP890518-0293  534 6.94611 BM25_short 
92 0 AP890929-0165  535 6.94611 BM25_short 
92 0 AP891212-0248  536 6.94611 BM25_short 
92 0 AP891220-0125  537 6.94611 BM25_short 
92 0 AP890907-0243  538 6.93510 BM25_short 
92 0 AP891207-0215  539 6.92732 BM25_short 
92 0 AP890916-0089  540 6.91499 BM25_short 
92 0 AP891222-0173  541 6.90357 BM25_short 
92 0 AP890228-0243  542 6.90306 BM25_short 
92 0 AP891006-0047  543 6.88262 BM25_short 
92 0 AP890310-0164  544 6.87730 BM25_short 
92 0 AP890327-0052  545 6.87672 BM25_short 
92 0 AP890202-0052  546 6.87066 BM25_short 
92 0 AP890418-0062  547 6.87066 BM25_short 
92 0 AP890531-0159  548 6.87066 BM25_short 
92 0 AP890531-0161  549 6.87066 BM25_short 
92 0 AP890718-0182  550 6.87066 BM25_short 
92 0 AP890821-0142  551 6.87066 BM25_short 
92 0 AP890929-0047  552 6.87066 BM25_short 
92 0 AP891007-0020  553 6.87066 BM25_short 
92 0 AP891120-0167  554 6.87066 BM25_short 
92 0 AP891127-0179  555 6.87066 BM25_short 
92 0 AP890210-0226  556 6.86902 BM25_short 
92 0 AP890921-0051  557 6.86595 BM25_short 
92 0 AP890309-0278  558 6.85944 BM25_short 
92 0 AP890217-0022  559 6.85921 BM25_short 
92 0 AP890612-0273  560 6.85921 BM25_short 
92 0 AP890117-0196  561 6.85330 BM25_short 
92 0 AP890329-0173  562 6.85330 BM25_short 
92 0 AP890508-0102  563 6.85330 BM25_short 
92 0 AP890216-0150  564 6.85163 BM25_short 
92 0 AP890113-0151  565 6.84564 BM25_short 
92 0 AP890104-0072  566 6.84413 BM25_short 
92 0 AP890323-0250  567 6.83495 BM25_short 
92 0 AP890428-0005  568 6.83495 BM25_short 
92 0 AP891026-0041  569 6.83495 BM25_short 
92 0 AP890906-0293  570 6.82639 BM25_short 
92 0 AP890922-0036  571 6.81846 BM25_short 
92 0 AP890309-0288  572 6.81259 BM25_short 
92 0 AP890102-0104  573 6.80922 BM25_short 
92 0 AP890125-0102  574 6.80922 BM25_short 
92 0 AP890420-0066  575 6.80922 BM25_short 
92 0 AP890712-0206  576 6.80922 BM25_short 
92 0 AP891209-0017  577 6.80922 BM25_short 
92 0 AP890224-0197  578 6.80319 BM25_short 
92 0 AP890921-0095  579 6.80319 BM25_short 
92 0 AP890118-0322  580 6.80313 BM25_short 
92 0 AP890330-0222  581 6.79693 BM25_short 
92 0 AP890405-0162  582 6.79693 BM25_short 
92 0 AP890615-0291  583 6.79693 BM25_short 
92 0 AP891215-0276  584 6.79693 BM25_short 
92 0 AP890706-0233  585 6.77994 BM25_short 
92 0 AP890119-0183  586 6.77680 BM25_short 
92 0 AP890221-0219  587 6.77680 BM25_short 
92 0 AP890413-0093  588 6.77680 BM25_short 
92 0 AP890612-0292  589 6.77680 BM25_short 
92 0 AP890817-0077  590 6.77680 BM25_short 
92 0 AP890822-0012  591 6.77680 BM25_short 
92 0 AP890911-0147  592 6.77680 BM25_short 
92 0 AP891019-0061  593 6.77680 BM25_short 
92 0 AP890308-0277  594 6.76855 BM25_short 
92 0 AP890104-0276  595 6.76392 BM25_short 
92 0 AP891107-0317  596 6.76392 BM25_short 
92 0 AP890113-0264  597 6.75921 BM25_short 
92 0 AP890401-0038  598 6.75921 BM25_short 
92 0 AP890406-0198  599 6.75921 BM25_short 
92 0 AP890412-0142  600 6.75921 BM25_short 
92 0 AP890531-0256  601 6.75921 BM25_short 
92 0 AP890630-0239  602 6.75921 BM25_short 
92 0 AP890808-0145  603 6.75921 BM25_short 
92 0 AP891020-0140  604 6.75921 BM25_short 
92 0 AP891116-0065  605 6.75921 BM25_short 
92 0 AP890306-0144  606 6.75862 BM25_short 
92 0 AP890612-0143  607 6.75862 BM25_short 
92 0 AP890612-0288  608 6.75862 BM25_short 
92 0 AP891002-0330  609 6.75862 BM25_short 
92 0 AP891222-0247  610 6.75862 BM25_short 
92 0 AP890911-0281  611 6.75436 BM25_short 
92 0 AP890126-0261  612 6.75020 BM25_short 
92 0 AP890711-0143  613 6.75020 BM25_short 
92 0 AP890623-0040  614 6.74208 BM25_short 
92 0 AP891124-0230  615 6.72612 BM25_short 
92 0 AP890827-0022  616 6.71994 BM25_short 
92 0 AP891222-0201  617 6.71994 BM25_short 
92 0 AP890323-0261  618 6.71961 BM25_short 
92 0 AP890127-0237  619 6.71333 BM25_short 
92 0 AP890222-0282  620 6.70723 BM25_short 
92 0 AP890313-0233  621 6.70723 BM25_short 
92 0 AP890425-0313  622 6.70723 BM25_short 
92 0 AP890927-0252  623 6.70723 BM25_short 
92 0 AP890104-0174  624 6.69892 BM25_short 
92 0 AP891203-0024  625 6.69892 BM25_short 
92 0 AP891020-0013  626 6.69615 BM25_short 
92 0 AP890113-0065  627 6.69012 BM25_short 
92 0 AP890614-0025  628 6.69012 BM25_short 
92 0 AP890318-0108  629 6.68486 BM25_short 
92 0 AP890727-0206  630 6.68486 BM25_short 
92 0 AP890320-0318  631 6.68283 BM25_short 
92 0 AP890419-0216  632 6.68283 BM25_short 
92 0 AP890615-0098  633 6.67204 BM25_short 
92 0 AP890407-0143  634 6.66981 BM25_short 
92 0 AP890125-0191  635 6.66490 BM25_short 
92 0 AP890501-0025  636 6.66490 BM25_short 
92 0 AP890920-0046  637 6.66490 BM25_short 
92 0 AP891123-0155  638 6.66490 BM25_short 
92 0 AP891221-0222  639 6.66490 BM25_short 
92 0 AP891217-0084  640 6.66302 BM25_short 
92 0 AP890724-0261  641 6.65464 BM25_short 
92 0 AP890818-0204  642 6.65464 BM25_short 
92 0 AP890825-0122  643 6.65464 BM25_short 
92 0 AP890825-0234  644 6.65464 BM25_short 
92 0 AP891201-0036  645 6.65464 BM25_short 
92 0 AP891221-0266  646 6.65464 BM25_short 
92 0 AP890608-0163  647 6.65426 BM25_short 
92 0 AP890602-0050  648 6.64918 BM25_short 
92 0 AP890420-0088  649 6.64467 BM25_short 
92 0 AP890202-0247  650 6.64016 BM25_short 
92 0 AP890510-0251  651 6.63743 BM25_short 
92 0 AP890713-0293  652 6.63506 BM25_short 
92 0 AP890109-0213  653 6.63338 BM25_short 
92 0 AP890109-0217  654 6.63338 BM25_short 
92 0 AP890117-0225  655 6.63061 BM25_short 
92 0 AP890216-0247  656 6.63061 BM25_short 
92 0 AP890405-0246  657 6.63061 BM25_short 
92 0 AP890802-0243  658 6.63061 BM25_short 
92 0 AP890823-0218  659 6.63061 BM25_short 
92 0 AP891003-0124  660 6.63061 BM25_short 
92 0 AP891004-0175  661 6.63061 BM25_short 
92 0 AP891116-0219  662 6.63061 BM25_short 
92 0 AP891215-0263  663 6.63061 BM25_short 
92 0 AP891010-0272  664 6.62990 BM25_short 
92 0 AP890725-0113  665 6.62741 BM25_short 
92 0 AP891107-0227  666 6.62741 BM25_short 
92 0 AP890719-0283  667 6.62725 BM25_short 
92 0 AP891009-0100  668 6.62725 BM25_short 
92 0 AP890617-0116  669 6.62418 BM25_short 
92 0 AP890829-0124  670 6.61907 BM25_short 
92 0 AP890818-0068  671 6.60685 BM25_short 
92 0 AP890221-0296  672 6.59607 BM25_short 
92 0 AP890816-0205  673 6.59607 BM25_short 
92 0 AP890405-0211  674 6.59301 BM25_short 
92 0 AP890920-0061  675 6.59301 BM25_short 
92 0 AP890310-0335  676 6.58834 BM25_short 
92 0 AP890407-0304  677 6.58834 BM25_short 
92 0 AP890421-0203  678 6.58834 BM25_short 
92 0 AP890502-0276  679 6.58834 BM25_short 
92 0 AP890502-0298  680 6.58834 BM25_short 
92 0 AP890510-0257  681 6.58834 BM25_short 
92 0 AP890729-0149  682 6.58834 BM25_short 
92 0 AP890818-0137  683 6.58834 BM25_short 
92 0 AP891025-0230  684 6.58834 BM25_short 
92 0 AP891030-0258  685 6.58834 BM25_short 
92 0 AP891212-0151  686 6.58834 BM25_short 
92 0 AP891212-0236  687 6.58834 BM25_short 
92 0 AP891212-0246  688 6.58834 BM25_short 
92 0 AP891213-0282  689 6.58834 BM25_short 
92 0 AP890125-0258  690 6.58802 BM25_short 
92 0 AP891031-0023  691 6.58802 BM25_short 
92 0 AP890408-0063  692 6.57514 BM25_short 
92 0 AP890508-0219  693 6.57514 BM25_short 
92 0 AP891011-0229  694 6.57205 BM25_short 
92 0 AP890314-0218  695 6.56303 BM25_short 
92 0 AP890321-0004  696 6.56303 BM25_short 
92 0 AP890503-0044  697 6.56303 BM25_short 
92 0 AP890801-0228  698 6.56303 BM25_short 
92 0 AP890105-0168  699 6.56018 BM25_short 
92 0 AP890117-0157  700 6.56018 BM25_short 
92 0 AP890124-0161  701 6.56018 BM25_short 
92 0 AP890317-0025  702 6.56018 BM25_short 
