51 0 AP890518-0275    1 0.54291 VSM_long 
96 0 AP890605-0120  221 0.08999 VSM_long 
96 0 AP890613-0004  222 0.08999 VSM_long 
96 0 AP890107-0132  223 0.08991 VSM_long 
96 0 AP890403-0066  224 0.08978 VSM_long 
96 0 AP890318-0074  225 0.08973 VSM_long 
96 0 AP890412-0217  226 0.08969 VSM_long 
96 0 AP891005-0222  227 0.08954 VSM_long 
96 0 AP890508-0072  228 0.08930 VSM_long 
96 0 AP891213-0275  229 0.08894 VSM_long 
96 0 AP891212-0133  230 0.08882 VSM_long 
96 0 AP891116-0146  231 0.08864 VSM_long 
96 0 AP890323-0019  232 0.08836 VSM_long 
96 0 AP890920-0123  233 0.08834 VSM_long 
96 0 AP890601-0107  234 0.08828 VSM_long 
96 0 AP890227-0265  235 0.08809 VSM_long 
96 0 AP890613-0110  236 0.08786 VSM_long 
96 0 AP890418-0326  237 0.08775 VSM_long 
96 0 AP890614-0270  238 0.08769 VSM_long 
96 0 AP891107-0262  239 0.08767 VSM_long 
96 0 AP890612-0019  240 0.08754 VSM_long 
96 0 AP890825-0121  241 0.08752 VSM_long 
96 0 AP890728-0244  242 0.08743 VSM_long 
96 0 AP890213-0110  243 0.08737 VSM_long 
96 0 AP890607-0182  244 0.08735 VSM_long 
96 0 AP891101-0114  245 0.08717 VSM_long 
96 0 AP890605-0117  246 0.08717 VSM_long 
96 0 AP890307-0126  247 0.08707 VSM_long 
96 0 AP890910-0087  248 0.08699 VSM_long 
96 0 AP890127-0254  249 0.08676 VSM_long 
96 0 AP890822-0172  250 0.08670 VSM_long 
96 0 AP890409-0078  251 0.08667 VSM_long 
96 0 AP890322-0291  252 0.08666 VSM_long 
96 0 AP890403-0124  253 0.08659 VSM_long 
96 0 AP890329-0167  254 0.08634 VSM_long 
96 0 AP890210-0072  255 0.08617 VSM_long 
96 0 AP890619-0121  256 0.08606 VSM_long 
96 0 AP890812-0090  257 0.08592 VSM_long 
96 0 AP890428-0261  258 0.08591 VSM_long 
96 0 AP891005-0255  259 0.08574 VSM_long 
96 0 AP890425-0124  260 0.08538 VSM_long 
96 0 AP890418-0111  261 0.08531 VSM_long 
96 0 AP891215-0225  262 0.08526 VSM_long 
96 0 AP890109-0190  263 0.08523 VSM_long 
96 0 AP890511-0225  264 0.08497 VSM_long 
96 0 AP890217-0066  265 0.08497 VSM_long 
96 0 AP890505-0238  266 0.08494 VSM_long 
96 0 AP890223-0007  267 0.08461 VSM_long 
96 0 AP890509-0192  268 0.08428 VSM_long 
96 0 AP890911-0273  269 0.08427 VSM_long 
96 0 AP890221-0009  270 0.08383 VSM_long 
96 0 AP891214-0208  271 0.08381 VSM_long 
96 0 AP890609-0157  272 0.08375 VSM_long 
96 0 AP891110-0243  273 0.08358 VSM_long 
96 0 AP890609-0025  274 0.08340 VSM_long 
96 0 AP890530-0270  275 0.08336 VSM_long 
96 0 AP890906-0029  276 0.08317 VSM_long 
96 0 AP891227-0056  277 0.08316 VSM_long 
96 0 AP890517-0088  278 0.08301 VSM_long 
96 0 AP890503-0129  279 0.08298 VSM_long 
96 0 AP890103-0252  280 0.08293 VSM_long 
96 0 AP891109-0162  281 0.08293 VSM_long 
96 0 AP890308-0171  282 0.08249 VSM_long 
96 0 AP890601-0138  283 0.08245 VSM_long 
96 0 AP891109-0301  284 0.08240 VSM_long 
96 0 AP891222-0005  285 0.08238 VSM_long 
96 0 AP890503-0207  286 0.08233 VSM_long 
96 0 AP890523-0145  287 0.08203 VSM_long 
96 0 AP890408-0099  288 0.08182 VSM_long 
96 0 AP890208-0138  289 0.08177 VSM_long 
96 0 AP890504-0183  290 0.08170 VSM_long 
96 0 AP891121-0040  291 0.08162 VSM_long 
96 0 AP890227-0163  292 0.08161 VSM_long 
96 0 AP890109-0204  293 0.08157 VSM_long 
96 0 AP891212-0264  294 0.08149 VSM_long 
96 0 AP890908-0212  295 0.08147 VSM_long 
96 0 AP891027-0029  296 0.08136 VSM_long 
96 0 AP891021-0062  297 0.08105 VSM_long 
96 0 AP890201-0178  298 0.08104 VSM_long 
96 0 AP890110-0292  299 0.08083 VSM_long 
96 0 AP891114-0011  300 0.08082 VSM_long 
96 0 AP890516-0180  301 0.08080 VSM_long 
96 0 AP890501-0025  302 0.08060 VSM_long 
96 0 AP890929-0219  303 0.08050 VSM_long 
96 0 AP890307-0206  304 0.08041 VSM_long 
96 0 AP890525-0019  305 0.08030 VSM_long 
96 0 AP891005-0002  306 0.08030 VSM_long 
96 0 AP890211-0010  307 0.08025 VSM_long 
96 0 AP890128-0144  308 0.08023 VSM_long 
96 0 AP890722-0023  309 0.08018 VSM_long 
96 0 AP890525-0235  310 0.08013 VSM_long 
96 0 AP890815-0183  311 0.08009 VSM_long 
96 0 AP890120-0130  312 0.08009 VSM_long 
96 0 AP890425-0242  313 0.07999 VSM_long 
96 0 AP891206-0101  314 0.07988 VSM_long 
96 0 AP891116-0060  315 0.07986 VSM_long 
96 0 AP890324-0069  316 0.07985 VSM_long 
96 0 AP890324-0122  317 0.07978 VSM_long 
96 0 AP891213-0152  318 0.07978 VSM_long 
96 0 AP890501-0245  319 0.07969 VSM_long 
96 0 AP890724-0152  320 0.07928 VSM_long 
96 0 AP890110-0229  321 0.07914 VSM_long 
96 0 AP891012-0324  322 0.07910 VSM_long 
96 0 AP890109-0079  323 0.07908 VSM_long 
96 0 AP890424-0238  324 0.07895 VSM_long 
96 0 AP890307-0209  325 0.07894 VSM_long 
96 0 AP890328-0112  326 0.07894 VSM_long 
96 0 AP890110-0012  327 0.07889 VSM_long 
96 0 AP890714-0203  328 0.07889 VSM_long 
96 0 AP891031-0281  329 0.07870 VSM_long 
96 0 AP891212-0259  330 0.07870 VSM_long 
96 0 AP890904-0097  331 0.07866 VSM_long 
96 0 AP891129-0177  332 0.07865 VSM_long 
96 0 AP890522-0316  333 0.07838 VSM_long 
96 0 AP890525-0080  334 0.07832 VSM_long 
96 0 AP891109-0279  335 0.07813 VSM_long 
96 0 AP890423-0044  336 0.07801 VSM_long 
96 0 AP890127-0173  337 0.07797 VSM_long 
96 0 AP891120-0075  338 0.07796 VSM_long 
96 0 AP891214-0096  339 0.07788 VSM_long 
96 0 AP890122-0023  340 0.07786 VSM_long 
96 0 AP891031-0055  341 0.07782 VSM_long 
96 0 AP890512-0147  342 0.07779 VSM_long 
96 0 AP890227-0111  343 0.07779 VSM_long 
96 0 AP890214-0167  344 0.07778 VSM_long 
96 0 AP890516-0263  345 0.07765 VSM_long 
96 0 AP890413-0186  346 0.07744 VSM_long 
96 0 AP890920-0243  347 0.07738 VSM_long 
96 0 AP890627-0022  348 0.07736 VSM_long 
96 0 AP891214-0077  349 0.07731 VSM_long 
96 0 AP890224-0278  350 0.07723 VSM_long 
96 0 AP890823-0239  351 0.07718 VSM_long 
96 0 AP891212-0251  352 0.07704 VSM_long 
96 0 AP890424-0003  353 0.07703 VSM_long 
96 0 AP890628-0146  354 0.07696 VSM_long 
96 0 AP890519-0247  355 0.07689 VSM_long 
96 0 AP890705-0174  356 0.07674 VSM_long 
96 0 AP890811-0130  357 0.07671 VSM_long 
96 0 AP891120-0067  358 0.07668 VSM_long 
96 0 AP890502-0160  359 0.07667 VSM_long 
96 0 AP890616-0077  360 0.07666 VSM_long 
96 0 AP890511-0050  361 0.07644 VSM_long 
96 0 AP890630-0037  362 0.07643 VSM_long 
96 0 AP891010-0063  363 0.07640 VSM_long 
96 0 AP891121-0195  364 0.07618 VSM_long 
96 0 AP890412-0175  365 0.07616 VSM_long 
96 0 AP890412-0288  366 0.07602 VSM_long 
96 0 AP891020-0154  367 0.07599 VSM_long 
96 0 AP890315-0136  368 0.07597 VSM_long 
96 0 AP890425-0282  369 0.07597 VSM_long 
96 0 AP891128-0134  370 0.07595 VSM_long 
96 0 AP890216-0016  371 0.07593 VSM_long 
96 0 AP890801-0117  372 0.07583 VSM_long 
96 0 AP891009-0050  373 0.07582 VSM_long 
96 0 AP891009-0065  374 0.07573 VSM_long 
96 0 AP891117-0119  375 0.07556 VSM_long 
96 0 AP890316-0129  376 0.07555 VSM_long 
96 0 AP890106-0165  377 0.07536 VSM_long 
96 0 AP890421-0179  378 0.07534 VSM_long 
96 0 AP890428-0015  379 0.07527 VSM_long 
96 0 AP890202-0225  380 0.07525 VSM_long 
96 0 AP890126-0292  381 0.07525 VSM_long 
96 0 AP890616-0185  382 0.07514 VSM_long 
96 0 AP890720-0116  383 0.07511 VSM_long 
96 0 AP890103-0216  384 0.07498 VSM_long 
96 0 AP890727-0095  385 0.07492 VSM_long 
96 0 AP891024-0125  386 0.07481 VSM_long 
96 0 AP891006-0260  387 0.07481 VSM_long 
96 0 AP890609-0240  388 0.07475 VSM_long 
96 0 AP890109-0095  389 0.07453 VSM_long 
96 0 AP890805-0109  390 0.07453 VSM_long 
96 0 AP890714-0136  391 0.07440 VSM_long 
96 0 AP890624-0096  392 0.07426 VSM_long 
96 0 AP890920-0046  393 0.07412 VSM_long 
96 0 AP891223-0061  394 0.07410 VSM_long 
96 0 AP890414-0156  395 0.07408 VSM_long 
96 0 AP890505-0101  396 0.07405 VSM_long 
96 0 AP890906-0133  397 0.07398 VSM_long 
96 0 AP890108-0024  398 0.07392 VSM_long 
96 0 AP891021-0068  399 0.07391 VSM_long 
96 0 AP891012-0327  400 0.07389 VSM_long 
96 0 AP891106-0180  401 0.07383 VSM_long 
96 0 AP890718-0121  402 0.07383 VSM_long 
96 0 AP890302-0214  403 0.07374 VSM_long 
96 0 AP890731-0221  404 0.07374 VSM_long 
96 0 AP890506-0029  405 0.07371 VSM_long 
96 0 AP891110-0220  406 0.07345 VSM_long 
96 0 AP890620-0261  407 0.07339 VSM_long 
96 0 AP890316-0013  408 0.07337 VSM_long 
96 0 AP890929-0022  409 0.07331 VSM_long 
96 0 AP891025-0143  410 0.07331 VSM_long 
96 0 AP890923-0030  411 0.07320 VSM_long 
96 0 AP890531-0226  412 0.07320 VSM_long 
96 0 AP890531-0231  413 0.07320 VSM_long 
96 0 AP890407-0235  414 0.07317 VSM_long 
96 0 AP890419-0131  415 0.07313 VSM_long 
96 0 AP890505-0132  416 0.07313 VSM_long 
96 0 AP890311-0036  417 0.07308 VSM_long 
96 0 AP891026-0239  418 0.07308 VSM_long 
96 0 AP890711-0157  419 0.07290 VSM_long 
96 0 AP890407-0008  420 0.07289 VSM_long 
96 0 AP890413-0093  421 0.07286 VSM_long 
96 0 AP891129-0031  422 0.07275 VSM_long 
96 0 AP891006-0104  423 0.07270 VSM_long 
96 0 AP890906-0143  424 0.07269 VSM_long 
96 0 AP890726-0027  425 0.07268 VSM_long 
96 0 AP890405-0098  426 0.07267 VSM_long 
96 0 AP890830-0190  427 0.07261 VSM_long 
96 0 AP890111-0142  428 0.07251 VSM_long 
96 0 AP891216-0083  429 0.07243 VSM_long 
96 0 AP890117-0013  430 0.07241 VSM_long 
96 0 AP890720-0041  431 0.07232 VSM_long 
96 0 AP890829-0224  432 0.07216 VSM_long 
96 0 AP890317-0041  433 0.07213 VSM_long 
96 0 AP890130-0076  434 0.07211 VSM_long 
96 0 AP890816-0174  435 0.07207 VSM_long 
96 0 AP890509-0273  436 0.07204 VSM_long 
96 0 AP890413-0276  437 0.07201 VSM_long 
96 0 AP891129-0149  438 0.07200 VSM_long 
96 0 AP890830-0014  439 0.07196 VSM_long 
96 0 AP890306-0187  440 0.07193 VSM_long 
96 0 AP890419-0137  441 0.07186 VSM_long 
96 0 AP890911-0145  442 0.07173 VSM_long 
96 0 AP890421-0243  443 0.07171 VSM_long 
96 0 AP890310-0243  444 0.07169 VSM_long 
96 0 AP890918-0165  445 0.07166 VSM_long 
96 0 AP890720-0233  446 0.07162 VSM_long 
96 0 AP890215-0049  447 0.07159 VSM_long 
96 0 AP890311-0147  448 0.07159 VSM_long 
96 0 AP890614-0106  449 0.07151 VSM_long 
96 0 AP890128-0097  450 0.07150 VSM_long 
96 0 AP890503-0192  451 0.07150 VSM_long 
96 0 AP890609-0079  452 0.07142 VSM_long 
96 0 AP890407-0182  453 0.07133 VSM_long 
96 0 AP890829-0244  454 0.07130 VSM_long 
96 0 AP890130-0139  455 0.07094 VSM_long 
96 0 AP890123-0235  456 0.07092 VSM_long 
96 0 AP890227-0122  457 0.07082 VSM_long 
96 0 AP891023-0157  458 0.07061 VSM_long 
96 0 AP890914-0001  459 0.07035 VSM_long 
96 0 AP891108-0298  460 0.07032 VSM_long 
96 0 AP890929-0068  461 0.07027 VSM_long 
96 0 AP891018-0185  462 0.07025 VSM_long 
96 0 AP890908-0181  463 0.07021 VSM_long 
96 0 AP890720-0231  464 0.07016 VSM_long 
96 0 AP890325-0010  465 0.07004 VSM_long 
96 0 AP891023-0075  466 0.06999 VSM_long 
96 0 AP890426-0165  467 0.06994 VSM_long 
96 0 AP890227-0325  468 0.06991 VSM_long 
96 0 AP891124-0119  469 0.06990 VSM_long 
96 0 AP891004-0033  470 0.06987 VSM_long 
96 0 AP890309-0146  471 0.06985 VSM_long 
96 0 AP891024-0013  472 0.06979 VSM_long 
96 0 AP891217-0040  473 0.06979 VSM_long 
96 0 AP890712-0086  474 0.06971 VSM_long 
96 0 AP890306-0295  475 0.06969 VSM_long 
96 0 AP890310-0065  476 0.06957 VSM_long 
96 0 AP890927-0192  477 0.06952 VSM_long 
96 0 AP890614-0053  478 0.06947 VSM_long 
96 0 AP891127-0230  479 0.06947 VSM_long 
96 0 AP890509-0267  480 0.06946 VSM_long 
96 0 AP891030-0252  481 0.06930 VSM_long 
96 0 AP890510-0251  482 0.06928 VSM_long 
96 0 AP890310-0343  483 0.06921 VSM_long 
96 0 AP890919-0211  484 0.06914 VSM_long 
96 0 AP890301-0251  485 0.06910 VSM_long 
96 0 AP891012-0286  486 0.06905 VSM_long 
96 0 AP891107-0273  487 0.06891 VSM_long 
96 0 AP890717-0079  488 0.06889 VSM_long 
96 0 AP891121-0119  489 0.06886 VSM_long 
96 0 AP891114-0154  490 0.06868 VSM_long 
96 0 AP891114-0166  491 0.06868 VSM_long 
96 0 AP890510-0127  492 0.06865 VSM_long 
96 0 AP890217-0095  493 0.06859 VSM_long 
96 0 AP891223-0114  494 0.06856 VSM_long 
96 0 AP890428-0233  495 0.06843 VSM_long 
96 0 AP890928-0310  496 0.06841 VSM_long 
96 0 AP890207-0182  497 0.06828 VSM_long 
96 0 AP890920-0101  498 0.06826 VSM_long 
96 0 AP890424-0115  499 0.06826 VSM_long 
96 0 AP890403-0072  500 0.06822 VSM_long 
96 0 AP890426-0087  501 0.06820 VSM_long 
96 0 AP891115-0002  502 0.06814 VSM_long 
96 0 AP890617-0089  503 0.06809 VSM_long 
96 0 AP890816-0142  504 0.06808 VSM_long 
96 0 AP891223-0047  505 0.06806 VSM_long 
96 0 AP891223-0073  506 0.06806 VSM_long 
96 0 AP890302-0026  507 0.06797 VSM_long 
96 0 AP891221-0222  508 0.06797 VSM_long 
96 0 AP890104-0155  509 0.06791 VSM_long 
96 0 AP890831-0082  510 0.06790 VSM_long 
96 0 AP890506-0145  511 0.06786 VSM_long 
96 0 AP890222-0042  512 0.06784 VSM_long 
96 0 AP890524-0096  513 0.06784 VSM_long 
96 0 AP891115-0134  514 0.06784 VSM_long 
96 0 AP890604-0031  515 0.06779 VSM_long 
96 0 AP890505-0065  516 0.06751 VSM_long 
96 0 AP890316-0131  517 0.06750 VSM_long 
96 0 AP891025-0230  518 0.06747 VSM_long 
96 0 AP890819-0085  519 0.06746 VSM_long 
96 0 AP890922-0017  520 0.06741 VSM_long 
96 0 AP890826-0016  521 0.06738 VSM_long 
96 0 AP890330-0232  522 0.06734 VSM_long 
96 0 AP891102-0162  523 0.06727 VSM_long 
96 0 AP890517-0126  524 0.06721 VSM_long 
96 0 AP891204-0139  525 0.06717 VSM_long 
96 0 AP891205-0011  526 0.06717 VSM_long 
96 0 AP891206-0063  527 0.06715 VSM_long 
96 0 AP890706-0166  528 0.06714 VSM_long 
96 0 AP890227-0197  529 0.06707 VSM_long 
96 0 AP890911-0233  530 0.06702 VSM_long 
96 0 AP890208-0187  531 0.06702 VSM_long 
96 0 AP891115-0167  532 0.06698 VSM_long 
96 0 AP890508-0240  533 0.06688 VSM_long 
96 0 AP891020-0165  534 0.06687 VSM_long 
96 0 AP890718-0035  535 0.06685 VSM_long 
96 0 AP891012-0259  536 0.06678 VSM_long 
96 0 AP890512-0023  537 0.06676 VSM_long 
96 0 AP890109-0340  538 0.06669 VSM_long 
96 0 AP890818-0185  539 0.06668 VSM_long 
96 0 AP891128-0176  540 0.06647 VSM_long 
96 0 AP891228-0160  541 0.06644 VSM_long 
96 0 AP890411-0217  542 0.06627 VSM_long 
96 0 AP890412-0287  543 0.06616 VSM_long 
96 0 AP890125-0326  544 0.06611 VSM_long 
96 0 AP890411-0133  545 0.06610 VSM_long 
96 0 AP890502-0222  546 0.06609 VSM_long 
96 0 AP891213-0273  547 0.06601 VSM_long 
96 0 AP891116-0015  548 0.06599 VSM_long 
96 0 AP890718-0117  549 0.06591 VSM_long 
96 0 AP890316-0047  550 0.06591 VSM_long 
96 0 AP891017-0132  551 0.06591 VSM_long 
96 0 AP890505-0076  552 0.06586 VSM_long 
96 0 AP890221-0292  553 0.06582 VSM_long 
96 0 AP891118-0172  554 0.06576 VSM_long 
96 0 AP891011-0233  555 0.06576 VSM_long 
96 0 AP890805-0043  556 0.06572 VSM_long 
96 0 AP890105-0266  557 0.06571 VSM_long 
96 0 AP890608-0025  558 0.06567 VSM_long 
96 0 AP890504-0161  559 0.06558 VSM_long 
96 0 AP890921-0044  560 0.06551 VSM_long 
96 0 AP891006-0226  561 0.06550 VSM_long 
96 0 AP891207-0184  562 0.06550 VSM_long 
96 0 AP891211-0008  563 0.06550 VSM_long 
96 0 AP890303-0073  564 0.06544 VSM_long 
96 0 AP890202-0207  565 0.06536 VSM_long 
96 0 AP890920-0213  566 0.06534 VSM_long 
96 0 AP891110-0041  567 0.06530 VSM_long 
96 0 AP890327-0224  568 0.06529 VSM_long 
96 0 AP890216-0065  569 0.06518 VSM_long 
96 0 AP890508-0250  570 0.06517 VSM_long 
96 0 AP891006-0209  571 0.06516 VSM_long 
96 0 AP891121-0020  572 0.06512 VSM_long 
96 0 AP890816-0191  573 0.06494 VSM_long 
96 0 AP890528-0024  574 0.06476 VSM_long 
96 0 AP890324-0214  575 0.06474 VSM_long 
96 0 AP890514-0039  576 0.06473 VSM_long 
96 0 AP890901-0095  577 0.06464 VSM_long 
96 0 AP890130-0034  578 0.06464 VSM_long 
96 0 AP890211-0101  579 0.06459 VSM_long 
96 0 AP890703-0286  580 0.06457 VSM_long 
96 0 AP891017-0136  581 0.06457 VSM_long 
96 0 AP890128-0051  582 0.06453 VSM_long 
96 0 AP890710-0175  583 0.06447 VSM_long 
96 0 AP890613-0265  584 0.06446 VSM_long 
96 0 AP890623-0023  585 0.06428 VSM_long 
96 0 AP890601-0240  586 0.06421 VSM_long 
96 0 AP891028-0170  587 0.06421 VSM_long 
96 0 AP890615-0291  588 0.06418 VSM_long 
96 0 AP890905-0215  589 0.06417 VSM_long 
96 0 AP891117-0281  590 0.06417 VSM_long 
96 0 AP890224-0168  591 0.06415 VSM_long 
96 0 AP890826-0015  592 0.06409 VSM_long 
96 0 AP890224-0166  593 0.06407 VSM_long 
96 0 AP890802-0219  594 0.06406 VSM_long 
96 0 AP890401-0096  595 0.06403 VSM_long 
96 0 AP890509-0179  596 0.06397 VSM_long 
96 0 AP890911-0285  597 0.06391 VSM_long 
96 0 AP890427-0150  598 0.06387 VSM_long 
96 0 AP890414-0026  599 0.06379 VSM_long 
96 0 AP890221-0205  600 0.06377 VSM_long 
96 0 AP891212-0142  601 0.06353 VSM_long 
96 0 AP891121-0237  602 0.06346 VSM_long 
96 0 AP890805-0028  603 0.06344 VSM_long 
96 0 AP890518-0139  604 0.06335 VSM_long 
96 0 AP890206-0235  605 0.06333 VSM_long 
96 0 AP891219-0008  606 0.06330 VSM_long 
96 0 AP890319-0023  607 0.06329 VSM_long 
96 0 AP890905-0162  608 0.06327 VSM_long 
96 0 AP891017-0217  609 0.06321 VSM_long 
96 0 AP890606-0026  610 0.06320 VSM_long 
96 0 AP890831-0208  611 0.06320 VSM_long 
96 0 AP890904-0009  612 0.06320 VSM_long 
96 0 AP890904-0144  613 0.06320 VSM_long 
96 0 AP890124-0172  614 0.06316 VSM_long 
96 0 AP890624-0023  615 0.06315 VSM_long 
96 0 AP891219-0086  616 0.06312 VSM_long 
96 0 AP891213-0087  617 0.06309 VSM_long 
96 0 AP890210-0112  618 0.06308 VSM_long 
96 0 AP890312-0053  619 0.06308 VSM_long 
96 0 AP890505-0181  620 0.06300 VSM_long 
96 0 AP890506-0012  621 0.06300 VSM_long 
96 0 AP890905-0155  622 0.06296 VSM_long 
96 0 AP890704-0127  623 0.06292 VSM_long 
96 0 AP891018-0171  624 0.06291 VSM_long 
96 0 AP891011-0238  625 0.06289 VSM_long 
96 0 AP890913-0254  626 0.06289 VSM_long 
96 0 AP890622-0022  627 0.06288 VSM_long 
96 0 AP890508-0174  628 0.06286 VSM_long 
96 0 AP891025-0289  629 0.06280 VSM_long 
96 0 AP890522-0175  630 0.06279 VSM_long 
96 0 AP890322-0191  631 0.06275 VSM_long 
96 0 AP890831-0026  632 0.06275 VSM_long 
96 0 AP890330-0246  633 0.06274 VSM_long 
96 0 AP890202-0209  634 0.06268 VSM_long 
96 0 AP890727-0239  635 0.06264 VSM_long 
96 0 AP890220-0039  636 0.06259 VSM_long 
96 0 AP890818-0117  637 0.06259 VSM_long 
96 0 AP890928-0031  638 0.06249 VSM_long 
96 0 AP890429-0007  639 0.06243 VSM_long 
96 0 AP890502-0236  640 0.06237 VSM_long 
96 0 AP890427-0027  641 0.06235 VSM_long 
96 0 AP890516-0126  642 0.06234 VSM_long 
96 0 AP890123-0255  643 0.06227 VSM_long 
96 0 AP890605-0119  644 0.06227 VSM_long 
96 0 AP890612-0004  645 0.06227 VSM_long 
96 0 AP890925-0299  646 0.06220 VSM_long 
96 0 AP891017-0251  647 0.06215 VSM_long 
96 0 AP890407-0089  648 0.06209 VSM_long 
96 0 AP891116-0148  649 0.06208 VSM_long 
96 0 AP891130-0167  650 0.06207 VSM_long 
96 0 AP890730-0048  651 0.06202 VSM_long 
96 0 AP890420-0273  652 0.06201 VSM_long 
96 0 AP890619-0293  653 0.06201 VSM_long 
96 0 AP890718-0075  654 0.06201 VSM_long 
96 0 AP891210-0079  655 0.06194 VSM_long 
96 0 AP891118-0029  656 0.06189 VSM_long 
96 0 AP890106-0222  657 0.06187 VSM_long 
96 0 AP891212-0236  658 0.06185 VSM_long 
96 0 AP890803-0191  659 0.06183 VSM_long 
96 0 AP890813-0030  660 0.06181 VSM_long 
96 0 AP890427-0017  661 0.06180 VSM_long 
96 0 AP890920-0252  662 0.06177 VSM_long 
96 0 AP891026-0192  663 0.06174 VSM_long 
96 0 AP891025-0074  664 0.06168 VSM_long 
96 0 AP891130-0226  665 0.06167 VSM_long 
96 0 AP890502-0083  666 0.06166 VSM_long 
96 0 AP890524-0315  667 0.06166 VSM_long 
96 0 AP890325-0002  668 0.06158 VSM_long 
96 0 AP891204-0203  669 0.06155 VSM_long 
96 0 AP890109-0287  670 0.06154 VSM_long 
96 0 AP890922-0260  671 0.06153 VSM_long 
96 0 AP890103-0161  672 0.06146 VSM_long 
96 0 AP891002-0237  673 0.06142 VSM_long 
96 0 AP890214-0240  674 0.06141 VSM_long 
96 0 AP890315-0178  675 0.06138 VSM_long 
96 0 AP890626-0188  676 0.06131 VSM_long 
96 0 AP890125-0187  677 0.06128 VSM_long 
96 0 AP891214-0060  678 0.06124 VSM_long 
96 0 AP891214-0226  679 0.06124 VSM_long 
96 0 AP890113-0083  680 0.06117 VSM_long 
96 0 AP890613-0245  681 0.06114 VSM_long 
96 0 AP890327-0107  682 0.06114 VSM_long 
96 0 AP890511-0272  683 0.06107 VSM_long 
96 0 AP891114-0259  684 0.06100 VSM_long 
96 0 AP891102-0036  685 0.06096 VSM_long 
96 0 AP890928-0005  686 0.06088 VSM_long 
96 0 AP890929-0114  687 0.06084 VSM_long 
96 0 AP890518-0265  688 0.06081 VSM_long 
96 0 AP890809-0259  689 0.06070 VSM_long 
96 0 AP890424-0216  690 0.06070 VSM_long 
96 0 AP890613-0177  691 0.06070 VSM_long 
96 0 AP891113-0220  692 0.06066 VSM_long 
96 0 AP890613-0263  693 0.06063 VSM_long 
96 0 AP890407-0039  694 0.06061 VSM_long 
96 0 AP890304-0056  695 0.06057 VSM_long 
96 0 AP890511-0215  696 0.06053 VSM_long 
96 0 AP890706-0263  697 0.06042 VSM_long 
96 0 AP890905-0142  698 0.06041 VSM_long 
96 0 AP890203-0036  699 0.06023 VSM_long 
96 0 AP890405-0078  700 0.06016 VSM_long 
96 0 AP890904-0102  701 0.06015 VSM_long 
96 0 AP891103-0124  702 0.05997 VSM_long 
96 0 AP890503-0099  703 0.05994 VSM_long 
96 0 AP891225-0006  704 0.05991 VSM_long 
96 0 AP890508-0018  705 0.05990 VSM_long 
96 0 AP890508-0028  706 0.05990 VSM_long 
96 0 AP891024-0085  707 0.05989 VSM_long 
96 0 AP891024-0126  708 0.05988 VSM_long 
96 0 AP890227-0263  709 0.05988 VSM_long 
96 0 AP890301-0260  710 0.05988 VSM_long 
96 0 AP890113-0264  711 0.05986 VSM_long 
96 0 AP891016-0106  712 0.05982 VSM_long 
96 0 AP890412-0172  713 0.05980 VSM_long 
96 0 AP891122-0184  714 0.05975 VSM_long 
96 0 AP890724-0140  715 0.05974 VSM_long 
96 0 AP891214-0197  716 0.05973 VSM_long 
96 0 AP890424-0067  717 0.05971 VSM_long 
96 0 AP890302-0204  718 0.05971 VSM_long 
96 0 AP890413-0027  719 0.05971 VSM_long 
96 0 AP890410-0166  720 0.05968 VSM_long 
96 0 AP891103-0250  721 0.05967 VSM_long 
96 0 AP890911-0023  722 0.05967 VSM_long 
96 0 AP890320-0078  723 0.05962 VSM_long 
96 0 AP890428-0258  724 0.05962 VSM_long 
96 0 AP890311-0105  725 0.05961 VSM_long 
96 0 AP890623-0179  726 0.05951 VSM_long 
96 0 AP890106-0069  727 0.05950 VSM_long 
96 0 AP891118-0111  728 0.05927 VSM_long 
96 0 AP891122-0220  729 0.05927 VSM_long 
96 0 AP891206-0176  730 0.05918 VSM_long 
96 0 AP890210-0003  731 0.05917 VSM_long 
96 0 AP890404-0021  732 0.05911 VSM_long 
96 0 AP891223-0029  733 0.05904 VSM_long 
96 0 AP891208-0167  734 0.05904 VSM_long 
96 0 AP891119-0057  735 0.05903 VSM_long 
96 0 AP890719-0107  736 0.05903 VSM_long 
96 0 AP890412-0123  737 0.05900 VSM_long 
96 0 AP890315-0050  738 0.05899 VSM_long 
96 0 AP890816-0076  739 0.05894 VSM_long 
96 0 AP890927-0030  740 0.05886 VSM_long 
96 0 AP890805-0027  741 0.05884 VSM_long 
96 0 AP891205-0008  742 0.05878 VSM_long 
96 0 AP890523-0140  743 0.05875 VSM_long 
96 0 AP891215-0248  744 0.05874 VSM_long 
96 0 AP891113-0139  745 0.05865 VSM_long 
96 0 AP890227-0142  746 0.05864 VSM_long 
96 0 AP890112-0144  747 0.05861 VSM_long 
96 0 AP891014-0035  748 0.05860 VSM_long 
96 0 AP890223-0091  749 0.05858 VSM_long 
96 0 AP890721-0217  750 0.05854 VSM_long 
96 0 AP890601-0361  751 0.05846 VSM_long 
96 0 AP890623-0244  752 0.05846 VSM_long 
96 0 AP890822-0012  753 0.05846 VSM_long 
96 0 AP891207-0179  754 0.05843 VSM_long 
96 0 AP891212-0198  755 0.05843 VSM_long 
