51 0 AP891126-0082    1 0.44663 TREC_long 
44260 0 AP890914-0284  210 0.06402 TREC_long 
44261 0 AP890919-0211  211 0.06402 TREC_long 
44262 0 AP890117-0238  212 0.06402 TREC_long 
44263 0 AP890525-0099  213 0.06364 TREC_long 
44264 0 AP890424-0003  214 0.06353 TREC_long 
44265 0 AP890425-0124  215 0.06353 TREC_long 
44266 0 AP890506-0014  216 0.06353 TREC_long 
44267 0 AP890102-0115  217 0.06320 TREC_long 
44268 0 AP890614-0255  218 0.06303 TREC_long 
44269 0 AP890619-0266  219 0.06303 TREC_long 
44270 0 AP890312-0081  220 0.06288 TREC_long 
44271 0 AP890111-0049  221 0.06288 TREC_long 
44272 0 AP890208-0196  222 0.06288 TREC_long 
44273 0 AP890320-0091  223 0.06288 TREC_long 
44274 0 AP890322-0133  224 0.06288 TREC_long 
44275 0 AP890612-0246  225 0.06288 TREC_long 
44276 0 AP891231-0015  226 0.06288 TREC_long 
44277 0 AP890127-0072  227 0.06288 TREC_long 
44278 0 AP890225-0125  228 0.06288 TREC_long 
44279 0 AP890518-0014  229 0.06288 TREC_long 
44280 0 AP891218-0178  230 0.06274 TREC_long 
44281 0 AP890701-0129  231 0.06274 TREC_long 
44282 0 AP890727-0243  232 0.06274 TREC_long 
44283 0 AP890830-0086  233 0.06274 TREC_long 
44284 0 AP890505-0027  234 0.06274 TREC_long 
44285 0 AP890509-0267  235 0.06274 TREC_long 
44286 0 AP891126-0048  236 0.06256 TREC_long 
44287 0 AP891112-0031  237 0.06162 TREC_long 
44288 0 AP891112-0032  238 0.06162 TREC_long 
44289 0 AP890320-0038  239 0.06162 TREC_long 
44290 0 AP890721-0044  240 0.06162 TREC_long 
44291 0 AP890516-0171  241 0.06148 TREC_long 
44292 0 AP890110-0266  242 0.06146 TREC_long 
44293 0 AP891010-0279  243 0.06146 TREC_long 
44294 0 AP890204-0012  244 0.06146 TREC_long 
44295 0 AP891017-0013  245 0.06146 TREC_long 
44296 0 AP891019-0319  246 0.06146 TREC_long 
44297 0 AP891102-0264  247 0.06146 TREC_long 
44298 0 AP891106-0243  248 0.06146 TREC_long 
44299 0 AP891107-0318  249 0.06146 TREC_long 
44300 0 AP890106-0110  250 0.06146 TREC_long 
44301 0 AP890320-0147  251 0.06146 TREC_long 
44302 0 AP890615-0269  252 0.06146 TREC_long 
44303 0 AP891214-0060  253 0.06146 TREC_long 
44304 0 AP891214-0226  254 0.06146 TREC_long 
44305 0 AP890330-0232  255 0.06146 TREC_long 
44306 0 AP890330-0246  256 0.06146 TREC_long 
44307 0 AP890716-0107  257 0.06146 TREC_long 
44308 0 AP890417-0111  258 0.06146 TREC_long 
44309 0 AP890128-0076  259 0.06146 TREC_long 
44310 0 AP890428-0207  260 0.06146 TREC_long 
44311 0 AP890828-0040  261 0.06146 TREC_long 
44312 0 AP890302-0204  262 0.06146 TREC_long 
44313 0 AP890906-0133  263 0.06146 TREC_long 
44314 0 AP890503-0282  264 0.06146 TREC_long 
44315 0 AP891004-0258  265 0.06146 TREC_long 
44316 0 AP891005-0010  266 0.06146 TREC_long 
44317 0 AP891011-0276  267 0.06128 TREC_long 
44318 0 AP890207-0216  268 0.06109 TREC_long 
44319 0 AP890130-0034  269 0.06084 TREC_long 
44320 0 AP890505-0076  270 0.06084 TREC_long 
44321 0 AP890102-0093  271 0.06080 TREC_long 
44322 0 AP890528-0030  272 0.06036 TREC_long 
44323 0 AP890620-0024  273 0.06036 TREC_long 
44324 0 AP890626-0099  274 0.06036 TREC_long 
44325 0 AP890809-0051  275 0.06036 TREC_long 
44326 0 AP890817-0064  276 0.06036 TREC_long 
44327 0 AP890301-0166  277 0.06008 TREC_long 
44328 0 AP890509-0185  278 0.06006 TREC_long 
44329 0 AP890802-0252  279 0.05984 TREC_long 
44330 0 AP890226-0072  280 0.05946 TREC_long 
44331 0 AP891212-0089  281 0.05914 TREC_long 
44332 0 AP890414-0175  282 0.05913 TREC_long 
44333 0 AP891010-0156  283 0.05886 TREC_long 
44334 0 AP891011-0025  284 0.05886 TREC_long 
44335 0 AP891103-0019  285 0.05886 TREC_long 
44336 0 AP890519-0136  286 0.05886 TREC_long 
44337 0 AP890303-0046  287 0.05869 TREC_long 
44338 0 AP890919-0224  288 0.05869 TREC_long 
44339 0 AP890307-0176  289 0.05837 TREC_long 
44340 0 AP891019-0071  290 0.05795 TREC_long 
44341 0 AP890713-0197  291 0.05795 TREC_long 
44342 0 AP890725-0224  292 0.05795 TREC_long 
44343 0 AP890221-0292  293 0.05795 TREC_long 
44344 0 AP890422-0079  294 0.05795 TREC_long 
44345 0 AP890825-0031  295 0.05795 TREC_long 
44346 0 AP890224-0123  296 0.05793 TREC_long 
44347 0 AP890124-0111  297 0.05765 TREC_long 
44348 0 AP890710-0099  298 0.05764 TREC_long 
44349 0 AP890427-0150  299 0.05740 TREC_long 
44350 0 AP890508-0174  300 0.05740 TREC_long 
44351 0 AP890204-0024  301 0.05677 TREC_long 
44352 0 AP890605-0164  302 0.05677 TREC_long 
44353 0 AP890503-0094  303 0.05677 TREC_long 
44354 0 AP890510-0138  304 0.05677 TREC_long 
44355 0 AP890118-0175  305 0.05677 TREC_long 
44356 0 AP890516-0263  306 0.05674 TREC_long 
44357 0 AP891214-0208  307 0.05671 TREC_long 
44358 0 AP890506-0055  308 0.05665 TREC_long 
44359 0 AP890623-0214  309 0.05632 TREC_long 
44360 0 AP890103-0109  310 0.05601 TREC_long 
44361 0 AP890309-0274  311 0.05601 TREC_long 
44362 0 AP891213-0275  312 0.05575 TREC_long 
44363 0 AP890124-0034  313 0.05521 TREC_long 
44364 0 AP891103-0115  314 0.05501 TREC_long 
44365 0 AP890619-0181  315 0.05501 TREC_long 
44366 0 AP890719-0011  316 0.05497 TREC_long 
44367 0 AP890314-0178  317 0.05495 TREC_long 
44368 0 AP891019-0098  318 0.05463 TREC_long 
44369 0 AP891020-0140  319 0.05463 TREC_long 
44370 0 AP890526-0260  320 0.05463 TREC_long 
44371 0 AP891025-0288  321 0.05463 TREC_long 
44372 0 AP890110-0290  322 0.05463 TREC_long 
44373 0 AP891109-0299  323 0.05463 TREC_long 
44374 0 AP891113-0237  324 0.05463 TREC_long 
44375 0 AP890208-0130  325 0.05463 TREC_long 
44376 0 AP890106-0222  326 0.05463 TREC_long 
44377 0 AP890208-0311  327 0.05463 TREC_long 
44378 0 AP890213-0051  328 0.05463 TREC_long 
44379 0 AP891225-0072  329 0.05463 TREC_long 
44380 0 AP890407-0303  330 0.05463 TREC_long 
44381 0 AP890113-0084  331 0.05463 TREC_long 
44382 0 AP890217-0100  332 0.05463 TREC_long 
44383 0 AP890726-0272  333 0.05463 TREC_long 
44384 0 AP890815-0251  334 0.05463 TREC_long 
44385 0 AP890817-0193  335 0.05463 TREC_long 
44386 0 AP890822-0063  336 0.05463 TREC_long 
44387 0 AP890912-0269  337 0.05463 TREC_long 
44388 0 AP890913-0257  338 0.05463 TREC_long 
44389 0 AP890921-0247  339 0.05463 TREC_long 
44390 0 AP890927-0008  340 0.05463 TREC_long 
44391 0 AP890124-0107  341 0.05461 TREC_long 
44392 0 AP891216-0124  342 0.05436 TREC_long 
44393 0 AP890930-0069  343 0.05405 TREC_long 
44394 0 AP890612-0019  344 0.05390 TREC_long 
44395 0 AP891115-0281  345 0.05378 TREC_long 
44396 0 AP891127-0026  346 0.05378 TREC_long 
44397 0 AP890324-0213  347 0.05378 TREC_long 
44398 0 AP890622-0215  348 0.05378 TREC_long 
44399 0 AP890920-0281  349 0.05378 TREC_long 
44400 0 AP891003-0251  350 0.05378 TREC_long 
44401 0 AP890517-0285  351 0.05378 TREC_long 
44402 0 AP890309-0223  352 0.05378 TREC_long 
44403 0 AP891006-0209  353 0.05378 TREC_long 
44404 0 AP890508-0240  354 0.05377 TREC_long 
44405 0 AP890207-0082  355 0.05366 TREC_long 
44406 0 AP891117-0062  356 0.05366 TREC_long 
44407 0 AP890614-0100  357 0.05366 TREC_long 
44408 0 AP890626-0116  358 0.05366 TREC_long 
44409 0 AP890215-0101  359 0.05366 TREC_long 
44410 0 AP890710-0116  360 0.05366 TREC_long 
44411 0 AP890219-0035  361 0.05366 TREC_long 
44412 0 AP890808-0117  362 0.05366 TREC_long 
44413 0 AP890116-0067  363 0.05366 TREC_long 
44414 0 AP890227-0196  364 0.05366 TREC_long 
44415 0 AP890131-0104  365 0.05366 TREC_long 
44416 0 AP890603-0019  366 0.05364 TREC_long 
44417 0 AP890604-0045  367 0.05364 TREC_long 
44418 0 AP890927-0097  368 0.05364 TREC_long 
44419 0 AP890524-0315  369 0.05335 TREC_long 
44420 0 AP890530-0058  370 0.05311 TREC_long 
44421 0 AP890807-0086  371 0.05282 TREC_long 
44422 0 AP890306-0295  372 0.05271 TREC_long 
44423 0 AP890805-0052  373 0.05257 TREC_long 
44424 0 AP890427-0163  374 0.05257 TREC_long 
44425 0 AP890227-0329  375 0.05243 TREC_long 
44426 0 AP890310-0190  376 0.05229 TREC_long 
44427 0 AP891022-0095  377 0.05229 TREC_long 
44428 0 AP891103-0231  378 0.05229 TREC_long 
44429 0 AP891114-0259  379 0.05229 TREC_long 
44430 0 AP890612-0273  380 0.05229 TREC_long 
44431 0 AP890620-0022  381 0.05229 TREC_long 
44432 0 AP891213-0112  382 0.05229 TREC_long 
44433 0 AP890403-0045  383 0.05229 TREC_long 
44434 0 AP890704-0160  384 0.05229 TREC_long 
44435 0 AP890417-0271  385 0.05229 TREC_long 
44436 0 AP890418-0152  386 0.05229 TREC_long 
44437 0 AP890130-0015  387 0.05229 TREC_long 
44438 0 AP891002-0306  388 0.05229 TREC_long 
44439 0 AP890830-0051  389 0.05219 TREC_long 
44440 0 AP890406-0076  390 0.05211 TREC_long 
44441 0 AP890407-0012  391 0.05186 TREC_long 
44442 0 AP890905-0234  392 0.05186 TREC_long 
44443 0 AP890505-0289  393 0.05186 TREC_long 
44444 0 AP890307-0123  394 0.05186 TREC_long 
44445 0 AP890930-0003  395 0.05186 TREC_long 
44446 0 AP890503-0184  396 0.05160 TREC_long 
44447 0 AP890729-0138  397 0.05154 TREC_long 
44448 0 AP890113-0083  398 0.05150 TREC_long 
44449 0 AP890502-0083  399 0.05150 TREC_long 
44450 0 AP890503-0099  400 0.05150 TREC_long 
44451 0 AP891109-0266  401 0.05150 TREC_long 
44452 0 AP890516-0223  402 0.05150 TREC_long 
44453 0 AP890303-0120  403 0.05137 TREC_long 
44454 0 AP891228-0021  404 0.05135 TREC_long 
44455 0 AP890809-0074  405 0.05135 TREC_long 
44456 0 AP890430-0044  406 0.05135 TREC_long 
44457 0 AP890724-0140  407 0.05126 TREC_long 
44458 0 AP891214-0015  408 0.05105 TREC_long 
44459 0 AP890510-0030  409 0.05103 TREC_long 
44460 0 AP890707-0089  410 0.05099 TREC_long 
44461 0 AP890319-0080  411 0.05092 TREC_long 
44462 0 AP890620-0245  412 0.05091 TREC_long 
44463 0 AP890616-0111  413 0.05082 TREC_long 
44464 0 AP890325-0010  414 0.05082 TREC_long 
44465 0 AP890410-0113  415 0.05082 TREC_long 
44466 0 AP890731-0111  416 0.05082 TREC_long 
44467 0 AP890801-0223  417 0.05082 TREC_long 
44468 0 AP890511-0104  418 0.05082 TREC_long 
44469 0 AP890513-0112  419 0.05082 TREC_long 
44470 0 AP890515-0076  420 0.05082 TREC_long 
44471 0 AP890105-0164  421 0.05040 TREC_long 
44472 0 AP890530-0260  422 0.05004 TREC_long 
44473 0 AP890902-0079  423 0.05004 TREC_long 
44474 0 AP890509-0273  424 0.05004 TREC_long 
44475 0 AP891025-0215  425 0.04979 TREC_long 
44476 0 AP891206-0073  426 0.04979 TREC_long 
44477 0 AP891210-0009  427 0.04979 TREC_long 
44478 0 AP891222-0078  428 0.04979 TREC_long 
44479 0 AP890124-0150  429 0.04979 TREC_long 
44480 0 AP890412-0123  430 0.04979 TREC_long 
44481 0 AP890413-0186  431 0.04979 TREC_long 
44482 0 AP890221-0314  432 0.04979 TREC_long 
44483 0 AP890803-0220  433 0.04979 TREC_long 
44484 0 AP891004-0018  434 0.04979 TREC_long 
44485 0 AP890613-0207  435 0.04956 TREC_long 
44486 0 AP890420-0194  436 0.04949 TREC_long 
44487 0 AP890823-0239  437 0.04940 TREC_long 
44488 0 AP891211-0278  438 0.04939 TREC_long 
44489 0 AP890203-0072  439 0.04894 TREC_long 
44490 0 AP890412-0217  440 0.04873 TREC_long 
44491 0 AP890317-0174  441 0.04840 TREC_long 
44492 0 AP890910-0087  442 0.04840 TREC_long 
44493 0 AP890911-0273  443 0.04840 TREC_long 
44494 0 AP890703-0030  444 0.04828 TREC_long 
44495 0 AP891207-0038  445 0.04815 TREC_long 
44496 0 AP890503-0008  446 0.04807 TREC_long 
44497 0 AP890123-0237  447 0.04802 TREC_long 
44498 0 AP890725-0273  448 0.04802 TREC_long 
44499 0 AP890130-0201  449 0.04780 TREC_long 
44500 0 AP890725-0277  450 0.04752 TREC_long 
44501 0 AP890727-0135  451 0.04734 TREC_long 
44502 0 AP891102-0214  452 0.04719 TREC_long 
44503 0 AP890807-0008  453 0.04716 TREC_long 
44504 0 AP890908-0123  454 0.04716 TREC_long 
44505 0 AP890502-0222  455 0.04702 TREC_long 
44506 0 AP890123-0264  456 0.04702 TREC_long 
44507 0 AP891212-0264  457 0.04685 TREC_long 
44508 0 AP890920-0243  458 0.04679 TREC_long 
44509 0 AP890501-0165  459 0.04672 TREC_long 
44510 0 AP890411-0133  460 0.04668 TREC_long 
44511 0 AP890807-0177  461 0.04647 TREC_long 
44512 0 AP890823-0218  462 0.04633 TREC_long 
44513 0 AP891016-0233  463 0.04610 TREC_long 
44514 0 AP891030-0248  464 0.04610 TREC_long 
44515 0 AP890613-0245  465 0.04610 TREC_long 
44516 0 AP890323-0272  466 0.04610 TREC_long 
44517 0 AP890327-0017  467 0.04610 TREC_long 
44518 0 AP890403-0122  468 0.04610 TREC_long 
44519 0 AP890717-0233  469 0.04610 TREC_long 
44520 0 AP890412-0248  470 0.04610 TREC_long 
44521 0 AP890412-0291  471 0.04610 TREC_long 
44522 0 AP890724-0228  472 0.04610 TREC_long 
44523 0 AP890222-0291  473 0.04610 TREC_long 
44524 0 AP890426-0231  474 0.04610 TREC_long 
44525 0 AP890920-0123  475 0.04610 TREC_long 
44526 0 AP890105-0237  476 0.04610 TREC_long 
44527 0 AP891013-0059  477 0.04600 TREC_long 
44528 0 AP891027-0236  478 0.04584 TREC_long 
44529 0 AP890810-0191  479 0.04584 TREC_long 
44530 0 AP890812-0140  480 0.04584 TREC_long 
44531 0 AP890408-0099  481 0.04564 TREC_long 
44532 0 AP890527-0075  482 0.04560 TREC_long 
44533 0 AP890707-0127  483 0.04552 TREC_long 
44534 0 AP891008-0072  484 0.04538 TREC_long 
44535 0 AP890507-0063  485 0.04527 TREC_long 
44536 0 AP891215-0248  486 0.04474 TREC_long 
44537 0 AP891109-0131  487 0.04469 TREC_long 
44538 0 AP890727-0194  488 0.04469 TREC_long 
44539 0 AP890605-0068  489 0.04467 TREC_long 
44540 0 AP890516-0033  490 0.04467 TREC_long 
44541 0 AP890905-0178  491 0.04439 TREC_long 
44542 0 AP890822-0198  492 0.04429 TREC_long 
44543 0 AP890304-0056  493 0.04408 TREC_long 
44544 0 AP890109-0101  494 0.04399 TREC_long 
44545 0 AP890428-0128  495 0.04399 TREC_long 
44546 0 AP890613-0265  496 0.04391 TREC_long 
44547 0 AP890822-0140  497 0.04375 TREC_long 
44548 0 AP890304-0142  498 0.04350 TREC_long 
44549 0 AP890303-0041  499 0.04346 TREC_long 
44550 0 AP890517-0042  500 0.04346 TREC_long 
44551 0 AP890210-0021  501 0.04345 TREC_long 
44552 0 AP890209-0184  502 0.04345 TREC_long 
44553 0 AP890814-0087  503 0.04345 TREC_long 
44554 0 AP890228-0066  504 0.04345 TREC_long 
44555 0 AP890301-0165  505 0.04345 TREC_long 
44556 0 AP890712-0009  506 0.04344 TREC_long 
44557 0 AP890127-0183  507 0.04344 TREC_long 
44558 0 AP890924-0054  508 0.04342 TREC_long 
44559 0 AP890414-0026  509 0.04337 TREC_long 
44560 0 AP890315-0310  510 0.04331 TREC_long 
44561 0 AP891103-0205  511 0.04324 TREC_long 
44562 0 AP890705-0115  512 0.04324 TREC_long 
44563 0 AP890124-0162  513 0.04324 TREC_long 
44564 0 AP890716-0099  514 0.04324 TREC_long 
44565 0 AP890509-0147  515 0.04324 TREC_long 
44566 0 AP890512-0179  516 0.04324 TREC_long 
44567 0 AP890103-0070  517 0.04298 TREC_long 
44568 0 AP890602-0163  518 0.04291 TREC_long 
44569 0 AP891216-0121  519 0.04291 TREC_long 
44570 0 AP890108-0010  520 0.04291 TREC_long 
44571 0 AP890802-0287  521 0.04291 TREC_long 
44572 0 AP890918-0094  522 0.04291 TREC_long 
44573 0 AP890919-0142  523 0.04291 TREC_long 
44574 0 AP891011-0292  524 0.04268 TREC_long 
44575 0 AP891013-0064  525 0.04268 TREC_long 
44576 0 AP891013-0142  526 0.04268 TREC_long 
44577 0 AP891017-0136  527 0.04268 TREC_long 
44578 0 AP890312-0019  528 0.04268 TREC_long 
44579 0 AP891018-0303  529 0.04268 TREC_long 
44580 0 AP890118-0300  530 0.04268 TREC_long 
44581 0 AP890313-0062  531 0.04268 TREC_long 
44582 0 AP890525-0255  532 0.04268 TREC_long 
44583 0 AP891020-0282  533 0.04268 TREC_long 
44584 0 AP891022-0004  534 0.04268 TREC_long 
44585 0 AP890110-0294  535 0.04268 TREC_long 
44586 0 AP890601-0226  536 0.04268 TREC_long 
44587 0 AP891109-0258  537 0.04268 TREC_long 
44588 0 AP891119-0079  538 0.04268 TREC_long 
44589 0 AP891129-0221  539 0.04268 TREC_long 
44590 0 AP891129-0253  540 0.04268 TREC_long 
44591 0 AP891207-0215  541 0.04268 TREC_long 
44592 0 AP891212-0247  542 0.04268 TREC_long 
44593 0 AP891213-0273  543 0.04268 TREC_long 
44594 0 AP890328-0210  544 0.04268 TREC_long 
44595 0 AP890626-0282  545 0.04268 TREC_long 
44596 0 AP891228-0175  546 0.04268 TREC_long 
44597 0 AP890703-0286  547 0.04268 TREC_long 
44598 0 AP890405-0274  548 0.04268 TREC_long 
44599 0 AP890719-0238  549 0.04268 TREC_long 
44600 0 AP890720-0232  550 0.04268 TREC_long 
44601 0 AP890726-0244  551 0.04268 TREC_long 
44602 0 AP890221-0170  552 0.04268 TREC_long 
44603 0 AP890221-0306  553 0.04268 TREC_long 
44604 0 AP890222-0229  554 0.04268 TREC_long 
44605 0 AP890803-0280  555 0.04268 TREC_long 
44606 0 AP890818-0201  556 0.04268 TREC_long 
44607 0 AP890507-0067  557 0.04268 TREC_long 
44608 0 AP890131-0306  558 0.04268 TREC_long 
44609 0 AP890117-0270  559 0.04268 TREC_long 
44610 0 AP890512-0154  560 0.04268 TREC_long 
44611 0 AP890307-0142  561 0.04268 TREC_long 
44612 0 AP890308-0293  562 0.04268 TREC_long 
44613 0 AP890309-0008  563 0.04268 TREC_long 
44614 0 AP890517-0088  564 0.04268 TREC_long 
44615 0 AP891003-0221  565 0.04268 TREC_long 
44616 0 AP890602-0129  566 0.04258 TREC_long 
44617 0 AP891221-0076  567 0.04258 TREC_long 
44618 0 AP890824-0072  568 0.04258 TREC_long 
44619 0 AP890909-0147  569 0.04258 TREC_long 
44620 0 AP890815-0029  570 0.04255 TREC_long 
44621 0 AP890312-0002  571 0.04192 TREC_long 
44622 0 AP890312-0053  572 0.04192 TREC_long 
44623 0 AP891021-0167  573 0.04192 TREC_long 
44624 0 AP890206-0059  574 0.04192 TREC_long 
44625 0 AP890602-0180  575 0.04192 TREC_long 
44626 0 AP891114-0089  576 0.04192 TREC_long 
44627 0 AP890209-0110  577 0.04192 TREC_long 
44628 0 AP890324-0117  578 0.04192 TREC_long 
44629 0 AP891213-0008  579 0.04192 TREC_long 
44630 0 AP890623-0057  580 0.04192 TREC_long 
44631 0 AP890401-0017  581 0.04192 TREC_long 
44632 0 AP890702-0035  582 0.04192 TREC_long 
44633 0 AP890408-0002  583 0.04192 TREC_long 
44634 0 AP890424-0002  584 0.04192 TREC_long 
44635 0 AP890129-0072  585 0.04192 TREC_long 
44636 0 AP890827-0028  586 0.04192 TREC_long 
44637 0 AP890504-0231  587 0.04192 TREC_long 
44638 0 AP890510-0150  588 0.04192 TREC_long 
44639 0 AP890921-0089  589 0.04192 TREC_long 
44640 0 AP890519-0110  590 0.04192 TREC_long 
44641 0 AP891014-0099  591 0.04183 TREC_long 
44642 0 AP891017-0277  592 0.04183 TREC_long 
44643 0 AP891018-0242  593 0.04183 TREC_long 
44644 0 AP890525-0072  594 0.04183 TREC_long 
44645 0 AP891020-0053  595 0.04183 TREC_long 
44646 0 AP891102-0257  596 0.04183 TREC_long 
44647 0 AP891102-0303  597 0.04183 TREC_long 
44648 0 AP891109-0306  598 0.04183 TREC_long 
44649 0 AP890607-0258  599 0.04183 TREC_long 
44650 0 AP891113-0124  600 0.04183 TREC_long 
44651 0 AP891114-0159  601 0.04183 TREC_long 
44652 0 AP891115-0232  602 0.04183 TREC_long 
44653 0 AP891122-0137  603 0.04183 TREC_long 
44654 0 AP891124-0192  604 0.04183 TREC_long 
44655 0 AP890322-0307  605 0.04183 TREC_long 
44656 0 AP890619-0278  606 0.04183 TREC_long 
44657 0 AP890619-0288  607 0.04183 TREC_long 
44658 0 AP891208-0260  608 0.04183 TREC_long 
44659 0 AP891211-0250  609 0.04183 TREC_long 
44660 0 AP890325-0140  610 0.04183 TREC_long 
44661 0 AP890326-0085  611 0.04183 TREC_long 
44662 0 AP891216-0083  612 0.04183 TREC_long 
44663 0 AP890330-0215  613 0.04183 TREC_long 
44664 0 AP890629-0293  614 0.04183 TREC_long 
44665 0 AP890123-0274  615 0.04183 TREC_long 
44666 0 AP890404-0014  616 0.04183 TREC_long 
44667 0 AP890705-0127  617 0.04183 TREC_long 
44668 0 AP890217-0187  618 0.04183 TREC_long 
44669 0 AP890113-0274  619 0.04183 TREC_long 
44670 0 AP890413-0273  620 0.04183 TREC_long 
44671 0 AP890221-0187  621 0.04183 TREC_long 
44672 0 AP890803-0248  622 0.04183 TREC_long 
44673 0 AP890810-0226  623 0.04183 TREC_long 
44674 0 AP890224-0278  624 0.04183 TREC_long 
44675 0 AP890816-0235  625 0.04183 TREC_long 
44676 0 AP890901-0091  626 0.04183 TREC_long 
44677 0 AP890503-0277  627 0.04183 TREC_long 
44678 0 AP890926-0264  628 0.04183 TREC_long 
44679 0 AP891002-0178  629 0.04183 TREC_long 
44680 0 AP891030-0166  630 0.04177 TREC_long 
44681 0 AP890124-0257  631 0.04167 TREC_long 
44682 0 AP890515-0144  632 0.04148 TREC_long 
44683 0 AP890520-0069  633 0.04108 TREC_long 
44684 0 AP890311-0005  634 0.04108 TREC_long 
44685 0 AP890526-0189  635 0.04108 TREC_long 
44686 0 AP890206-0094  636 0.04108 TREC_long 
44687 0 AP890601-0043  637 0.04108 TREC_long 
44688 0 AP890609-0133  638 0.04108 TREC_long 
44689 0 AP890208-0177  639 0.04108 TREC_long 
44690 0 AP891215-0104  640 0.04108 TREC_long 
44691 0 AP890628-0192  641 0.04108 TREC_long 
44692 0 AP890403-0046  642 0.04108 TREC_long 
44693 0 AP890713-0058  643 0.04108 TREC_long 
44694 0 AP890219-0059  644 0.04108 TREC_long 
44695 0 AP890126-0005  645 0.04108 TREC_long 
44696 0 AP890415-0004  646 0.04108 TREC_long 
44697 0 AP890127-0111  647 0.04108 TREC_long 
44698 0 AP890510-0008  648 0.04108 TREC_long 
44699 0 AP890926-0045  649 0.04108 TREC_long 
44700 0 AP890926-0244  650 0.04108 TREC_long 
44701 0 AP891007-0026  651 0.04108 TREC_long 
44702 0 AP890403-0120  652 0.04100 TREC_long 
44703 0 AP891025-0301  653 0.04097 TREC_long 
44704 0 AP891102-0265  654 0.04097 TREC_long 
44705 0 AP891102-0270  655 0.04097 TREC_long 
44706 0 AP891102-0271  656 0.04097 TREC_long 
44707 0 AP891102-0278  657 0.04097 TREC_long 
44708 0 AP891102-0285  658 0.04097 TREC_long 
44709 0 AP890601-0361  659 0.04097 TREC_long 
44710 0 AP890318-0096  660 0.04097 TREC_long 
44711 0 AP891112-0083  661 0.04097 TREC_long 
44712 0 AP891116-0065  662 0.04097 TREC_long 
44713 0 AP891116-0215  663 0.04097 TREC_long 
44714 0 AP891117-0261  664 0.04097 TREC_long 
44715 0 AP891120-0041  665 0.04097 TREC_long 
44716 0 AP890620-0215  666 0.04097 TREC_long 
44717 0 AP891211-0294  667 0.04097 TREC_long 
44718 0 AP891211-0298  668 0.04097 TREC_long 
44719 0 AP891211-0301  669 0.04097 TREC_long 
44720 0 AP891212-0244  670 0.04097 TREC_long 
44721 0 AP891212-0251  671 0.04097 TREC_long 
