51 0 AP890518-0275    1 29.14379 LMwJMS_long 
86 0 AP891117-0278  883 7.68112 LMwJMS_long 
86 0 AP890115-0040  884 7.67865 LMwJMS_long 
86 0 AP890123-0163  885 7.67839 LMwJMS_long 
86 0 AP891206-0099  886 7.67657 LMwJMS_long 
86 0 AP890111-0006  887 7.67489 LMwJMS_long 
86 0 AP890523-0172  888 7.67489 LMwJMS_long 
86 0 AP890707-0106  889 7.67453 LMwJMS_long 
86 0 AP890830-0033  890 7.67121 LMwJMS_long 
86 0 AP890401-0015  891 7.67094 LMwJMS_long 
86 0 AP891212-0227  892 7.66755 LMwJMS_long 
86 0 AP891128-0201  893 7.66620 LMwJMS_long 
86 0 AP890626-0264  894 7.66619 LMwJMS_long 
86 0 AP890801-0110  895 7.66479 LMwJMS_long 
86 0 AP891220-0100  896 7.66245 LMwJMS_long 
86 0 AP890509-0175  897 7.65701 LMwJMS_long 
86 0 AP890207-0171  898 7.65633 LMwJMS_long 
86 0 AP890912-0032  899 7.65518 LMwJMS_long 
86 0 AP890709-0065  900 7.65510 LMwJMS_long 
86 0 AP890104-0249  901 7.65332 LMwJMS_long 
86 0 AP891013-0164  902 7.65098 LMwJMS_long 
86 0 AP890530-0250  903 7.65073 LMwJMS_long 
86 0 AP891030-0119  904 7.64987 LMwJMS_long 
86 0 AP890522-0217  905 7.64946 LMwJMS_long 
86 0 AP890420-0020  906 7.64625 LMwJMS_long 
86 0 AP890903-0004  907 7.64377 LMwJMS_long 
86 0 AP891218-0085  908 7.64077 LMwJMS_long 
86 0 AP891230-0021  909 7.63676 LMwJMS_long 
86 0 AP891128-0020  910 7.63536 LMwJMS_long 
86 0 AP890426-0131  911 7.63520 LMwJMS_long 
86 0 AP890208-0213  912 7.63496 LMwJMS_long 
86 0 AP890302-0067  913 7.63313 LMwJMS_long 
86 0 AP890920-0230  914 7.63281 LMwJMS_long 
86 0 AP890925-0037  915 7.63008 LMwJMS_long 
86 0 AP891023-0144  916 7.62783 LMwJMS_long 
86 0 AP890301-0001  917 7.62562 LMwJMS_long 
86 0 AP890328-0041  918 7.62467 LMwJMS_long 
86 0 AP890606-0200  919 7.62321 LMwJMS_long 
86 0 AP891204-0067  920 7.62312 LMwJMS_long 
86 0 AP890711-0173  921 7.62212 LMwJMS_long 
86 0 AP890915-0237  922 7.61824 LMwJMS_long 
86 0 AP890621-0180  923 7.61715 LMwJMS_long 
86 0 AP891208-0171  924 7.61689 LMwJMS_long 
86 0 AP890702-0026  925 7.61672 LMwJMS_long 
86 0 AP890110-0078  926 7.61590 LMwJMS_long 
86 0 AP890110-0231  927 7.61488 LMwJMS_long 
86 0 AP890111-0226  928 7.61488 LMwJMS_long 
86 0 AP890302-0102  929 7.61000 LMwJMS_long 
86 0 AP890522-0172  930 7.61000 LMwJMS_long 
86 0 AP891212-0148  931 7.60978 LMwJMS_long 
86 0 AP891019-0203  932 7.60802 LMwJMS_long 
86 0 AP890623-0024  933 7.60761 LMwJMS_long 
86 0 AP890801-0041  934 7.60683 LMwJMS_long 
86 0 AP890523-0193  935 7.60617 LMwJMS_long 
86 0 AP891004-0279  936 7.60523 LMwJMS_long 
86 0 AP890324-0146  937 7.60479 LMwJMS_long 
86 0 AP890926-0199  938 7.60460 LMwJMS_long 
86 0 AP890825-0027  939 7.60232 LMwJMS_long 
86 0 AP891017-0246  940 7.59962 LMwJMS_long 
86 0 AP890816-0071  941 7.59900 LMwJMS_long 
86 0 AP891129-0284  942 7.59798 LMwJMS_long 
86 0 AP890728-0188  943 7.59720 LMwJMS_long 
86 0 AP890310-0335  944 7.59707 LMwJMS_long 
86 0 AP890404-0023  945 7.59561 LMwJMS_long 
86 0 AP890517-0081  946 7.59527 LMwJMS_long 
86 0 AP891227-0072  947 7.59321 LMwJMS_long 
86 0 AP890221-0165  948 7.59206 LMwJMS_long 
86 0 AP891218-0266  949 7.59189 LMwJMS_long 
86 0 AP891212-0119  950 7.59096 LMwJMS_long 
86 0 AP890622-0013  951 7.58795 LMwJMS_long 
86 0 AP890216-0276  952 7.58550 LMwJMS_long 
86 0 AP890727-0044  953 7.58532 LMwJMS_long 
86 0 AP890221-0264  954 7.58433 LMwJMS_long 
86 0 AP890831-0059  955 7.58121 LMwJMS_long 
86 0 AP890512-0244  956 7.57936 LMwJMS_long 
86 0 AP891227-0091  957 7.57767 LMwJMS_long 
86 0 AP890628-0258  958 7.57155 LMwJMS_long 
86 0 AP890607-0234  959 7.56953 LMwJMS_long 
86 0 AP890626-0151  960 7.56855 LMwJMS_long 
86 0 AP891114-0097  961 7.56848 LMwJMS_long 
86 0 AP891206-0015  962 7.56675 LMwJMS_long 
86 0 AP890714-0187  963 7.56665 LMwJMS_long 
86 0 AP891016-0160  964 7.56611 LMwJMS_long 
86 0 AP890918-0228  965 7.56563 LMwJMS_long 
86 0 AP890728-0052  966 7.55821 LMwJMS_long 
86 0 AP890617-0031  967 7.55402 LMwJMS_long 
86 0 AP890620-0169  968 7.55355 LMwJMS_long 
86 0 AP890619-0084  969 7.55099 LMwJMS_long 
86 0 AP890808-0053  970 7.55058 LMwJMS_long 
86 0 AP891213-0054  971 7.54908 LMwJMS_long 
86 0 AP890426-0086  972 7.54886 LMwJMS_long 
86 0 AP891013-0176  973 7.54822 LMwJMS_long 
86 0 AP890202-0297  974 7.54815 LMwJMS_long 
86 0 AP891010-0152  975 7.54601 LMwJMS_long 
86 0 AP890412-0156  976 7.54529 LMwJMS_long 
86 0 AP890925-0062  977 7.54427 LMwJMS_long 
86 0 AP890503-0139  978 7.54376 LMwJMS_long 
86 0 AP890815-0091  979 7.54288 LMwJMS_long 
86 0 AP890422-0093  980 7.54147 LMwJMS_long 
86 0 AP891220-0154  981 7.54130 LMwJMS_long 
86 0 AP890206-0099  982 7.54051 LMwJMS_long 
86 0 AP890702-0069  983 7.53843 LMwJMS_long 
86 0 AP890906-0224  984 7.53668 LMwJMS_long 
86 0 AP891110-0060  985 7.53541 LMwJMS_long 
86 0 AP891012-0227  986 7.53128 LMwJMS_long 
86 0 AP891006-0153  987 7.53091 LMwJMS_long 
86 0 AP890216-0037  988 7.52969 LMwJMS_long 
86 0 AP891219-0169  989 7.52648 LMwJMS_long 
86 0 AP890228-0204  990 7.52333 LMwJMS_long 
86 0 AP890922-0150  991 7.52262 LMwJMS_long 
86 0 AP890509-0172  992 7.52248 LMwJMS_long 
86 0 AP890801-0024  993 7.52233 LMwJMS_long 
86 0 AP890124-0176  994 7.52191 LMwJMS_long 
86 0 AP891125-0059  995 7.52053 LMwJMS_long 
86 0 AP890810-0039  996 7.51516 LMwJMS_long 
86 0 AP890112-0028  997 7.51304 LMwJMS_long 
86 0 AP890503-0215  998 7.50792 LMwJMS_long 
86 0 AP891010-0057  999 7.50513 LMwJMS_long 
86 0 AP890322-0333 1000 7.50282 LMwJMS_long 
87 0 AP890508-0174    1 13.18005 LMwJMS_long 
87 0 AP891220-0273    2 11.90205 LMwJMS_long 
87 0 AP891004-0168    3 11.89722 LMwJMS_long 
87 0 AP890118-0096    4 11.69720 LMwJMS_long 
87 0 AP890713-0039    5 11.54848 LMwJMS_long 
87 0 AP890322-0206    6 11.46528 LMwJMS_long 
87 0 AP891013-0023    7 11.37882 LMwJMS_long 
87 0 AP890929-0125    8 11.27440 LMwJMS_long 
87 0 AP890530-0278    9 11.00602 LMwJMS_long 
87 0 AP891219-0197   10 10.84187 LMwJMS_long 
87 0 AP890801-0117   11 10.82757 LMwJMS_long 
87 0 AP891116-0164   12 10.81359 LMwJMS_long 
87 0 AP890224-0167   13 10.80256 LMwJMS_long 
87 0 AP890204-0175   14 10.58722 LMwJMS_long 
87 0 AP890210-0033   15 10.55776 LMwJMS_long 
87 0 AP890720-0241   16 10.53668 LMwJMS_long 
87 0 AP890906-0041   17 10.28598 LMwJMS_long 
87 0 AP890707-0151   18 10.26756 LMwJMS_long 
87 0 AP890212-0097   19 10.25661 LMwJMS_long 
87 0 AP891230-0038   20 10.16665 LMwJMS_long 
87 0 AP891206-0215   21 10.15061 LMwJMS_long 
87 0 AP890112-0144   22 10.12881 LMwJMS_long 
87 0 AP890514-0006   23 10.11249 LMwJMS_long 
87 0 AP890318-0157   24 9.98152 LMwJMS_long 
87 0 AP891116-0027   25 9.94325 LMwJMS_long 
87 0 AP890124-0197   26 9.94077 LMwJMS_long 
87 0 AP891018-0247   27 9.92695 LMwJMS_long 
87 0 AP890918-0054   28 9.83732 LMwJMS_long 
87 0 AP891018-0304   29 9.82601 LMwJMS_long 
87 0 AP891219-0191   30 9.80993 LMwJMS_long 
87 0 AP890516-0020   31 9.80242 LMwJMS_long 
87 0 AP891016-0171   32 9.78509 LMwJMS_long 
87 0 AP890121-0115   33 9.77155 LMwJMS_long 
87 0 AP890427-0150   34 9.72740 LMwJMS_long 
87 0 AP890616-0090   35 9.67285 LMwJMS_long 
87 0 AP890216-0055   36 9.63977 LMwJMS_long 
87 0 AP890323-0017   37 9.61607 LMwJMS_long 
87 0 AP890905-0059   38 9.59698 LMwJMS_long 
87 0 AP891222-0141   39 9.59457 LMwJMS_long 
87 0 AP890809-0259   40 9.56721 LMwJMS_long 
87 0 AP890822-0173   41 9.54308 LMwJMS_long 
87 0 AP891024-0203   42 9.53673 LMwJMS_long 
87 0 AP890531-0017   43 9.53502 LMwJMS_long 
87 0 AP891206-0014   44 9.53111 LMwJMS_long 
87 0 AP890913-0238   45 9.51577 LMwJMS_long 
87 0 AP890515-0088   46 9.50249 LMwJMS_long 
87 0 AP890626-0079   47 9.43612 LMwJMS_long 
87 0 AP891213-0220   48 9.41705 LMwJMS_long 
87 0 AP891011-0024   49 9.39476 LMwJMS_long 
87 0 AP890323-0148   50 9.36096 LMwJMS_long 
87 0 AP891219-0101   51 9.35275 LMwJMS_long 
87 0 AP890110-0121   52 9.34265 LMwJMS_long 
87 0 AP890210-0046   53 9.32189 LMwJMS_long 
87 0 AP890629-0182   54 9.31010 LMwJMS_long 
87 0 AP890415-0120   55 9.30809 LMwJMS_long 
87 0 AP890110-0114   56 9.27517 LMwJMS_long 
87 0 AP890913-0133   57 9.27201 LMwJMS_long 
87 0 AP890615-0190   58 9.21523 LMwJMS_long 
87 0 AP890111-0009   59 9.18722 LMwJMS_long 
87 0 AP891025-0202   60 9.16831 LMwJMS_long 
87 0 AP890725-0255   61 9.11328 LMwJMS_long 
87 0 AP890325-0010   62 9.08830 LMwJMS_long 
87 0 AP891116-0090   63 9.08727 LMwJMS_long 
87 0 AP890106-0210   64 9.08108 LMwJMS_long 
87 0 AP890425-0127   65 9.08085 LMwJMS_long 
87 0 AP890204-0141   66 9.06997 LMwJMS_long 
87 0 AP890308-0289   67 9.06510 LMwJMS_long 
87 0 AP890110-0310   68 9.06037 LMwJMS_long 
87 0 AP891109-0265   69 9.03656 LMwJMS_long 
87 0 AP890905-0234   70 9.03549 LMwJMS_long 
87 0 AP890712-0141   71 9.02268 LMwJMS_long 
87 0 AP891130-0048   72 9.00915 LMwJMS_long 
87 0 AP890828-0111   73 9.00522 LMwJMS_long 
87 0 AP891115-0243   74 9.00237 LMwJMS_long 
87 0 AP891026-0192   75 8.99954 LMwJMS_long 
87 0 AP890130-0139   76 8.98315 LMwJMS_long 
87 0 AP890525-0031   77 8.96500 LMwJMS_long 
87 0 AP890807-0010   78 8.94835 LMwJMS_long 
87 0 AP890414-0236   79 8.94757 LMwJMS_long 
87 0 AP890329-0249   80 8.92425 LMwJMS_long 
87 0 AP890421-0093   81 8.92029 LMwJMS_long 
87 0 AP890726-0267   82 8.91051 LMwJMS_long 
87 0 AP890504-0168   83 8.89962 LMwJMS_long 
87 0 AP890927-0144   84 8.89003 LMwJMS_long 
87 0 AP890407-0039   85 8.87611 LMwJMS_long 
87 0 AP890413-0209   86 8.79874 LMwJMS_long 
87 0 AP890420-0196   87 8.77337 LMwJMS_long 
87 0 AP890627-0257   88 8.76412 LMwJMS_long 
87 0 AP890718-0081   89 8.74315 LMwJMS_long 
87 0 AP890413-0182   90 8.73764 LMwJMS_long 
87 0 AP890720-0236   91 8.73468 LMwJMS_long 
87 0 AP890215-0183   92 8.70485 LMwJMS_long 
87 0 AP891011-0232   93 8.69612 LMwJMS_long 
87 0 AP890208-0177   94 8.67912 LMwJMS_long 
87 0 AP890125-0265   95 8.67239 LMwJMS_long 
87 0 AP891117-0146   96 8.67224 LMwJMS_long 
87 0 AP891030-0157   97 8.64866 LMwJMS_long 
87 0 AP891031-0044   98 8.64866 LMwJMS_long 
87 0 AP890327-0157   99 8.64646 LMwJMS_long 
87 0 AP891103-0075  100 8.64498 LMwJMS_long 
87 0 AP891214-0126  101 8.64261 LMwJMS_long 
87 0 AP891012-0334  102 8.62885 LMwJMS_long 
87 0 AP890727-0082  103 8.61592 LMwJMS_long 
87 0 AP890328-0204  104 8.60289 LMwJMS_long 
87 0 AP891101-0153  105 8.60264 LMwJMS_long 
87 0 AP890306-0295  106 8.59954 LMwJMS_long 
87 0 AP890112-0062  107 8.59818 LMwJMS_long 
87 0 AP890727-0194  108 8.58155 LMwJMS_long 
87 0 AP891027-0088  109 8.57059 LMwJMS_long 
87 0 AP890914-0243  110 8.55452 LMwJMS_long 
87 0 AP890801-0155  111 8.55315 LMwJMS_long 
87 0 AP890202-0252  112 8.55126 LMwJMS_long 
87 0 AP891101-0029  113 8.54904 LMwJMS_long 
87 0 AP890914-0240  114 8.54879 LMwJMS_long 
87 0 AP890323-0119  115 8.52570 LMwJMS_long 
87 0 AP890308-0229  116 8.50438 LMwJMS_long 
87 0 AP890104-0085  117 8.48876 LMwJMS_long 
87 0 AP890306-0145  118 8.48731 LMwJMS_long 
87 0 AP890531-0194  119 8.48606 LMwJMS_long 
87 0 AP890110-0282  120 8.47372 LMwJMS_long 
87 0 AP890411-0020  121 8.47249 LMwJMS_long 
87 0 AP890501-0081  122 8.45950 LMwJMS_long 
87 0 AP890420-0190  123 8.45726 LMwJMS_long 
87 0 AP890504-0151  124 8.44723 LMwJMS_long 
87 0 AP890306-0052  125 8.43999 LMwJMS_long 
87 0 AP891107-0037  126 8.43847 LMwJMS_long 
87 0 AP890105-0164  127 8.43593 LMwJMS_long 
87 0 AP890720-0157  128 8.42581 LMwJMS_long 
87 0 AP890220-0144  129 8.42439 LMwJMS_long 
87 0 AP890612-0125  130 8.41357 LMwJMS_long 
87 0 AP891211-0096  131 8.39450 LMwJMS_long 
87 0 AP891002-0176  132 8.39407 LMwJMS_long 
87 0 AP890425-0095  133 8.38595 LMwJMS_long 
87 0 AP890106-0216  134 8.38478 LMwJMS_long 
87 0 AP890515-0090  135 8.38288 LMwJMS_long 
87 0 AP890602-0181  136 8.38131 LMwJMS_long 
87 0 AP890127-0270  137 8.37780 LMwJMS_long 
87 0 AP890508-0150  138 8.37672 LMwJMS_long 
87 0 AP891124-0079  139 8.37334 LMwJMS_long 
87 0 AP891026-0194  140 8.36189 LMwJMS_long 
87 0 AP890405-0074  141 8.35530 LMwJMS_long 
87 0 AP890622-0274  142 8.35495 LMwJMS_long 
87 0 AP890825-0063  143 8.32088 LMwJMS_long 
87 0 AP890630-0153  144 8.29748 LMwJMS_long 
87 0 AP890520-0015  145 8.29735 LMwJMS_long 
87 0 AP890609-0154  146 8.29631 LMwJMS_long 
87 0 AP890518-0172  147 8.28437 LMwJMS_long 
87 0 AP890130-0067  148 8.28098 LMwJMS_long 
87 0 AP890728-0166  149 8.28057 LMwJMS_long 
87 0 AP890411-0045  150 8.27957 LMwJMS_long 
87 0 AP890324-0062  151 8.27841 LMwJMS_long 
87 0 AP890531-0018  152 8.27419 LMwJMS_long 
87 0 AP891207-0057  153 8.27417 LMwJMS_long 
87 0 AP890714-0288  154 8.26510 LMwJMS_long 
87 0 AP890906-0170  155 8.25254 LMwJMS_long 
87 0 AP890223-0250  156 8.23554 LMwJMS_long 
87 0 AP890125-0173  157 8.23191 LMwJMS_long 
87 0 AP891013-0048  158 8.21547 LMwJMS_long 
87 0 AP891226-0063  159 8.20988 LMwJMS_long 
87 0 AP891122-0047  160 8.20859 LMwJMS_long 
87 0 AP891110-0215  161 8.20667 LMwJMS_long 
87 0 AP890505-0076  162 8.20239 LMwJMS_long 
87 0 AP891221-0057  163 8.19292 LMwJMS_long 
87 0 AP891014-0044  164 8.18677 LMwJMS_long 
87 0 AP890609-0248  165 8.18057 LMwJMS_long 
87 0 AP890207-0029  166 8.17268 LMwJMS_long 
87 0 AP890418-0100  167 8.17197 LMwJMS_long 
87 0 AP890925-0194  168 8.16029 LMwJMS_long 
87 0 AP890410-0113  169 8.15828 LMwJMS_long 
87 0 AP891222-0054  170 8.12967 LMwJMS_long 
87 0 AP890327-0015  171 8.11732 LMwJMS_long 
87 0 AP890518-0148  172 8.11347 LMwJMS_long 
87 0 AP890207-0216  173 8.10907 LMwJMS_long 
87 0 AP890322-0302  174 8.10858 LMwJMS_long 
87 0 AP891015-0052  175 8.09565 LMwJMS_long 
87 0 AP890803-0289  176 8.09550 LMwJMS_long 
87 0 AP890915-0201  177 8.09122 LMwJMS_long 
87 0 AP890420-0104  178 8.08313 LMwJMS_long 
87 0 AP890124-0285  179 8.08093 LMwJMS_long 
87 0 AP891107-0025  180 8.07313 LMwJMS_long 
87 0 AP891130-0167  181 8.06962 LMwJMS_long 
87 0 AP890809-0281  182 8.06719 LMwJMS_long 
87 0 AP890304-0097  183 8.06632 LMwJMS_long 
87 0 AP890414-0026  184 8.05123 LMwJMS_long 
87 0 AP890927-0021  185 8.04189 LMwJMS_long 
87 0 AP891214-0015  186 8.03995 LMwJMS_long 
87 0 AP890506-0014  187 8.03725 LMwJMS_long 
87 0 AP891229-0212  188 8.03147 LMwJMS_long 
87 0 AP890316-0116  189 8.03078 LMwJMS_long 
87 0 AP890905-0149  190 8.02799 LMwJMS_long 
87 0 AP890906-0004  191 8.02799 LMwJMS_long 
87 0 AP890518-0246  192 8.01847 LMwJMS_long 
87 0 AP890519-0040  193 8.01388 LMwJMS_long 
87 0 AP890626-0074  194 8.01059 LMwJMS_long 
87 0 AP890426-0087  195 8.00621 LMwJMS_long 
87 0 AP890928-0180  196 8.00129 LMwJMS_long 
87 0 AP890329-0234  197 8.00004 LMwJMS_long 
87 0 AP890509-0059  198 7.99217 LMwJMS_long 
87 0 AP890301-0233  199 7.98712 LMwJMS_long 
87 0 AP890404-0162  200 7.98641 LMwJMS_long 
87 0 AP890329-0011  201 7.97531 LMwJMS_long 
87 0 AP891108-0137  202 7.96382 LMwJMS_long 
87 0 AP891017-0228  203 7.95422 LMwJMS_long 
87 0 AP890322-0249  204 7.95198 LMwJMS_long 
87 0 AP890721-0209  205 7.94930 LMwJMS_long 
87 0 AP891030-0205  206 7.93743 LMwJMS_long 
87 0 AP891016-0202  207 7.92780 LMwJMS_long 
87 0 AP890517-0030  208 7.92610 LMwJMS_long 
87 0 AP891103-0136  209 7.91973 LMwJMS_long 
87 0 AP890913-0225  210 7.91926 LMwJMS_long 
87 0 AP890816-0024  211 7.91699 LMwJMS_long 
87 0 AP890424-0095  212 7.91544 LMwJMS_long 
87 0 AP890322-0179  213 7.91436 LMwJMS_long 
87 0 AP890714-0230  214 7.90494 LMwJMS_long 
87 0 AP890313-0091  215 7.90492 LMwJMS_long 
87 0 AP890417-0021  216 7.90182 LMwJMS_long 
87 0 AP890216-0154  217 7.89507 LMwJMS_long 
87 0 AP890422-0058  218 7.89189 LMwJMS_long 
87 0 AP890518-0100  219 7.88454 LMwJMS_long 
87 0 AP890622-0089  220 7.88314 LMwJMS_long 
87 0 AP890227-0142  221 7.88287 LMwJMS_long 
87 0 AP890316-0157  222 7.88000 LMwJMS_long 
87 0 AP890822-0198  223 7.87896 LMwJMS_long 
87 0 AP891113-0099  224 7.87749 LMwJMS_long 
87 0 AP890426-0039  225 7.87085 LMwJMS_long 
87 0 AP891208-0171  226 7.86365 LMwJMS_long 
87 0 AP891229-0050  227 7.85815 LMwJMS_long 
87 0 AP890915-0088  228 7.85554 LMwJMS_long 
87 0 AP890731-0130  229 7.84539 LMwJMS_long 
87 0 AP890706-0244  230 7.84255 LMwJMS_long 
87 0 AP890227-0151  231 7.83840 LMwJMS_long 
87 0 AP890328-0024  232 7.81855 LMwJMS_long 
87 0 AP890228-0122  233 7.81679 LMwJMS_long 
87 0 AP891019-0003  234 7.81196 LMwJMS_long 
87 0 AP891212-0194  235 7.80639 LMwJMS_long 
87 0 AP890913-0301  236 7.80085 LMwJMS_long 
87 0 AP890608-0277  237 7.79856 LMwJMS_long 
87 0 AP890317-0225  238 7.79364 LMwJMS_long 
87 0 AP890915-0168  239 7.78994 LMwJMS_long 
87 0 AP890426-0241  240 7.78717 LMwJMS_long 
87 0 AP890405-0134  241 7.78582 LMwJMS_long 
87 0 AP890830-0091  242 7.76804 LMwJMS_long 
87 0 AP890714-0174  243 7.76262 LMwJMS_long 
87 0 AP890111-0279  244 7.75674 LMwJMS_long 
87 0 AP890105-0279  245 7.74706 LMwJMS_long 
87 0 AP891129-0245  246 7.74668 LMwJMS_long 
87 0 AP890612-0292  247 7.74576 LMwJMS_long 
87 0 AP890414-0126  248 7.74454 LMwJMS_long 
87 0 AP890221-0089  249 7.73850 LMwJMS_long 
87 0 AP890227-0130  250 7.73672 LMwJMS_long 
87 0 AP890324-0122  251 7.72412 LMwJMS_long 
87 0 AP890622-0243  252 7.71996 LMwJMS_long 
87 0 AP890515-0218  253 7.71175 LMwJMS_long 
87 0 AP891211-0207  254 7.70240 LMwJMS_long 
87 0 AP890420-0024  255 7.69846 LMwJMS_long 
87 0 AP890130-0110  256 7.69279 LMwJMS_long 
87 0 AP890216-0294  257 7.69027 LMwJMS_long 
87 0 AP890223-0113  258 7.68109 LMwJMS_long 
87 0 AP890816-0267  259 7.68103 LMwJMS_long 
87 0 AP891122-0075  260 7.68093 LMwJMS_long 
87 0 AP890908-0242  261 7.67561 LMwJMS_long 
87 0 AP890311-0086  262 7.66399 LMwJMS_long 
87 0 AP890626-0036  263 7.66363 LMwJMS_long 
87 0 AP890130-0076  264 7.66246 LMwJMS_long 
87 0 AP890509-0264  265 7.65019 LMwJMS_long 
87 0 AP890606-0108  266 7.64672 LMwJMS_long 
87 0 AP890728-0038  267 7.64640 LMwJMS_long 
87 0 AP890515-0261  268 7.64618 LMwJMS_long 
87 0 AP890524-0220  269 7.64157 LMwJMS_long 
87 0 AP890524-0225  270 7.64157 LMwJMS_long 
87 0 AP890808-0023  271 7.63851 LMwJMS_long 
87 0 AP890405-0187  272 7.63590 LMwJMS_long 
87 0 AP890320-0277  273 7.63543 LMwJMS_long 
87 0 AP890302-0198  274 7.63366 LMwJMS_long 
87 0 AP891018-0240  275 7.62862 LMwJMS_long 
87 0 AP890413-0227  276 7.62469 LMwJMS_long 
87 0 AP890621-0172  277 7.62178 LMwJMS_long 
87 0 AP890703-0194  278 7.62065 LMwJMS_long 
87 0 AP890104-0130  279 7.61991 LMwJMS_long 
87 0 AP890330-0147  280 7.61855 LMwJMS_long 
87 0 AP890615-0088  281 7.61140 LMwJMS_long 
87 0 AP890818-0207  282 7.61110 LMwJMS_long 
87 0 AP890914-0099  283 7.61072 LMwJMS_long 
87 0 AP891031-0055  284 7.60807 LMwJMS_long 
87 0 AP891104-0006  285 7.60679 LMwJMS_long 
87 0 AP891026-0110  286 7.60230 LMwJMS_long 
87 0 AP890719-0198  287 7.60194 LMwJMS_long 
87 0 AP890210-0090  288 7.59970 LMwJMS_long 
87 0 AP890811-0212  289 7.59740 LMwJMS_long 
87 0 AP890327-0120  290 7.59277 LMwJMS_long 
87 0 AP890125-0007  291 7.59192 LMwJMS_long 
87 0 AP890221-0173  292 7.58625 LMwJMS_long 
87 0 AP890511-0071  293 7.57281 LMwJMS_long 
87 0 AP891012-0227  294 7.57010 LMwJMS_long 
87 0 AP891006-0158  295 7.56309 LMwJMS_long 
87 0 AP890822-0106  296 7.54898 LMwJMS_long 
87 0 AP891005-0246  297 7.53931 LMwJMS_long 
87 0 AP891117-0207  298 7.53235 LMwJMS_long 
87 0 AP890117-0200  299 7.52765 LMwJMS_long 
87 0 AP890315-0178  300 7.52707 LMwJMS_long 
87 0 AP890725-0274  301 7.52567 LMwJMS_long 
87 0 AP891227-0123  302 7.52230 LMwJMS_long 
87 0 AP890404-0084  303 7.52134 LMwJMS_long 
87 0 AP891216-0124  304 7.52019 LMwJMS_long 
87 0 AP891107-0177  305 7.51844 LMwJMS_long 
87 0 AP890527-0069  306 7.51541 LMwJMS_long 
87 0 AP890611-0056  307 7.50522 LMwJMS_long 
87 0 AP890428-0020  308 7.50270 LMwJMS_long 
87 0 AP891222-0015  309 7.49949 LMwJMS_long 
87 0 AP890819-0147  310 7.49720 LMwJMS_long 
87 0 AP891121-0150  311 7.49408 LMwJMS_long 
87 0 AP891016-0119  312 7.49324 LMwJMS_long 
87 0 AP890419-0027  313 7.49229 LMwJMS_long 
87 0 AP891203-0066  314 7.49225 LMwJMS_long 
87 0 AP890112-0053  315 7.48497 LMwJMS_long 
87 0 AP890608-0293  316 7.48038 LMwJMS_long 
87 0 AP890110-0167  317 7.47934 LMwJMS_long 
87 0 AP891026-0032  318 7.46883 LMwJMS_long 
87 0 AP890606-0148  319 7.46856 LMwJMS_long 
87 0 AP891203-0001  320 7.46106 LMwJMS_long 
87 0 AP891003-0141  321 7.44652 LMwJMS_long 
87 0 AP890502-0170  322 7.44538 LMwJMS_long 
87 0 AP890921-0050  323 7.44524 LMwJMS_long 
87 0 AP891209-0008  324 7.44300 LMwJMS_long 
87 0 AP891214-0016  325 7.44299 LMwJMS_long 
87 0 AP890412-0153  326 7.44175 LMwJMS_long 
87 0 AP890119-0080  327 7.44019 LMwJMS_long 
87 0 AP890414-0271  328 7.42512 LMwJMS_long 
87 0 AP890914-0108  329 7.42469 LMwJMS_long 
87 0 AP890105-0172  330 7.42271 LMwJMS_long 
87 0 AP891017-0181  331 7.42170 LMwJMS_long 
87 0 AP891126-0067  332 7.42085 LMwJMS_long 
87 0 AP891011-0181  333 7.41385 LMwJMS_long 
87 0 AP890623-0131  334 7.41297 LMwJMS_long 
87 0 AP890728-0010  335 7.40995 LMwJMS_long 
87 0 AP890625-0051  336 7.40900 LMwJMS_long 
87 0 AP890906-0036  337 7.40336 LMwJMS_long 
87 0 AP890413-0263  338 7.39707 LMwJMS_long 
87 0 AP891228-0008  339 7.39495 LMwJMS_long 
87 0 AP890621-0039  340 7.39452 LMwJMS_long 
87 0 AP890224-0192  341 7.38911 LMwJMS_long 
87 0 AP890721-0219  342 7.38558 LMwJMS_long 
87 0 AP890130-0118  343 7.38360 LMwJMS_long 
87 0 AP890429-0059  344 7.38072 LMwJMS_long 
87 0 AP891002-0165  345 7.37444 LMwJMS_long 
87 0 AP890416-0067  346 7.37173 LMwJMS_long 
87 0 AP890710-0242  347 7.37093 LMwJMS_long 
87 0 AP890621-0091  348 7.36952 LMwJMS_long 
87 0 AP890621-0194  349 7.36952 LMwJMS_long 
87 0 AP890410-0042  350 7.36567 LMwJMS_long 
87 0 AP890302-0026  351 7.36024 LMwJMS_long 
87 0 AP890412-0217  352 7.35820 LMwJMS_long 
87 0 AP890720-0292  353 7.35777 LMwJMS_long 
87 0 AP890421-0169  354 7.35771 LMwJMS_long 
87 0 AP890527-0002  355 7.35340 LMwJMS_long 
87 0 AP890626-0270  356 7.34865 LMwJMS_long 
87 0 AP890921-0195  357 7.34865 LMwJMS_long 
87 0 AP890425-0190  358 7.34614 LMwJMS_long 
87 0 AP890117-0106  359 7.34403 LMwJMS_long 
87 0 AP890110-0029  360 7.34383 LMwJMS_long 
87 0 AP891213-0158  361 7.34069 LMwJMS_long 
87 0 AP890217-0071  362 7.34003 LMwJMS_long 
87 0 AP890515-0122  363 7.33125 LMwJMS_long 
