51 0 AP890908-0222    1 0.95151 VSM_short 
90 0 AP890624-0101  723 0.08844 VSM_short 
90 0 AP890119-0159  724 0.08841 VSM_short 
90 0 AP890218-0020  725 0.08841 VSM_short 
90 0 AP890412-0162  726 0.08841 VSM_short 
90 0 AP890426-0219  727 0.08841 VSM_short 
90 0 AP890507-0060  728 0.08841 VSM_short 
90 0 AP890520-0013  729 0.08841 VSM_short 
90 0 AP890615-0225  730 0.08841 VSM_short 
90 0 AP890624-0091  731 0.08841 VSM_short 
90 0 AP890811-0241  732 0.08841 VSM_short 
90 0 AP890818-0108  733 0.08841 VSM_short 
90 0 AP890818-0197  734 0.08841 VSM_short 
90 0 AP890915-0241  735 0.08841 VSM_short 
90 0 AP891012-0063  736 0.08841 VSM_short 
90 0 AP891013-0145  737 0.08841 VSM_short 
90 0 AP891109-0189  738 0.08841 VSM_short 
90 0 AP891121-0114  739 0.08841 VSM_short 
90 0 AP891127-0215  740 0.08841 VSM_short 
90 0 AP891215-0270  741 0.08841 VSM_short 
90 0 AP890826-0064  742 0.08833 VSM_short 
90 0 AP890124-0039  743 0.08805 VSM_short 
90 0 AP890823-0247  744 0.08752 VSM_short 
90 0 AP890403-0120  745 0.08750 VSM_short 
90 0 AP890116-0148  746 0.08738 VSM_short 
90 0 AP890629-0241  747 0.08728 VSM_short 
90 0 AP890702-0001  748 0.08728 VSM_short 
90 0 AP890829-0133  749 0.08728 VSM_short 
90 0 AP890523-0056  750 0.08726 VSM_short 
90 0 AP890627-0248  751 0.08694 VSM_short 
90 0 AP890830-0082  752 0.08694 VSM_short 
90 0 AP891017-0086  753 0.08689 VSM_short 
90 0 AP891027-0010  754 0.08683 VSM_short 
90 0 AP890202-0042  755 0.08638 VSM_short 
90 0 AP890504-0012  756 0.08638 VSM_short 
90 0 AP890928-0094  757 0.08638 VSM_short 
90 0 AP890304-0074  758 0.08626 VSM_short 
90 0 AP890116-0150  759 0.08618 VSM_short 
90 0 AP890117-0034  760 0.08618 VSM_short 
90 0 AP890623-0220  761 0.08618 VSM_short 
90 0 AP891004-0050  762 0.08618 VSM_short 
90 0 AP890202-0189  763 0.08601 VSM_short 
90 0 AP890424-0030  764 0.08601 VSM_short 
90 0 AP890525-0265  765 0.08601 VSM_short 
90 0 AP890606-0066  766 0.08601 VSM_short 
90 0 AP890626-0170  767 0.08601 VSM_short 
90 0 AP891128-0064  768 0.08601 VSM_short 
90 0 AP891002-0241  769 0.08596 VSM_short 
90 0 AP890418-0271  770 0.08579 VSM_short 
90 0 AP890203-0041  771 0.08567 VSM_short 
90 0 AP890427-0291  772 0.08567 VSM_short 
90 0 AP890203-0162  773 0.08560 VSM_short 
90 0 AP890822-0202  774 0.08559 VSM_short 
90 0 AP890421-0281  775 0.08535 VSM_short 
90 0 AP890105-0264  776 0.08513 VSM_short 
90 0 AP890207-0266  777 0.08513 VSM_short 
90 0 AP890417-0243  778 0.08513 VSM_short 
90 0 AP890501-0066  779 0.08513 VSM_short 
90 0 AP890721-0203  780 0.08513 VSM_short 
90 0 AP890518-0119  781 0.08511 VSM_short 
90 0 AP890119-0045  782 0.08510 VSM_short 
90 0 AP890520-0059  783 0.08510 VSM_short 
90 0 AP890522-0017  784 0.08510 VSM_short 
90 0 AP890308-0025  785 0.08503 VSM_short 
90 0 AP890516-0029  786 0.08503 VSM_short 
90 0 AP891005-0209  787 0.08469 VSM_short 
90 0 AP890417-0198  788 0.08449 VSM_short 
90 0 AP890129-0090  789 0.08427 VSM_short 
90 0 AP890130-0231  790 0.08427 VSM_short 
90 0 AP890910-0026  791 0.08427 VSM_short 
90 0 AP891005-0132  792 0.08427 VSM_short 
90 0 AP890216-0248  793 0.08416 VSM_short 
90 0 AP890412-0110  794 0.08416 VSM_short 
90 0 AP890522-0029  795 0.08416 VSM_short 
90 0 AP890625-0082  796 0.08402 VSM_short 
90 0 AP890314-0257  797 0.08394 VSM_short 
90 0 AP890330-0007  798 0.08394 VSM_short 
90 0 AP890330-0209  799 0.08394 VSM_short 
90 0 AP890420-0247  800 0.08394 VSM_short 
90 0 AP891115-0267  801 0.08367 VSM_short 
90 0 AP890512-0107  802 0.08327 VSM_short 
90 0 AP890509-0275  803 0.08322 VSM_short 
90 0 AP891010-0226  804 0.08322 VSM_short 
90 0 AP890510-0110  805 0.08316 VSM_short 
90 0 AP890420-0133  806 0.08315 VSM_short 
90 0 AP890407-0169  807 0.08306 VSM_short 
90 0 AP890208-0051  808 0.08283 VSM_short 
90 0 AP890429-0066  809 0.08283 VSM_short 
90 0 AP890511-0283  810 0.08283 VSM_short 
90 0 AP890204-0017  811 0.08277 VSM_short 
90 0 AP890109-0079  812 0.08237 VSM_short 
90 0 AP890526-0132  813 0.08237 VSM_short 
90 0 AP890803-0321  814 0.08237 VSM_short 
90 0 AP890911-0241  815 0.08237 VSM_short 
90 0 AP891020-0322  816 0.08237 VSM_short 
90 0 AP891128-0205  817 0.08237 VSM_short 
90 0 AP891128-0207  818 0.08237 VSM_short 
90 0 AP891128-0213  819 0.08237 VSM_short 
90 0 AP890427-0294  820 0.08196 VSM_short 
90 0 AP890605-0050  821 0.08196 VSM_short 
90 0 AP890619-0107  822 0.08196 VSM_short 
90 0 AP890126-0215  823 0.08172 VSM_short 
90 0 AP890119-0156  824 0.08167 VSM_short 
90 0 AP890821-0216  825 0.08167 VSM_short 
90 0 AP890822-0014  826 0.08157 VSM_short 
90 0 AP890803-0064  827 0.08143 VSM_short 
90 0 AP890615-0215  828 0.08139 VSM_short 
90 0 AP891031-0220  829 0.08137 VSM_short 
90 0 AP890413-0230  830 0.08128 VSM_short 
90 0 AP890311-0032  831 0.08126 VSM_short 
90 0 AP890503-0134  832 0.08126 VSM_short 
90 0 AP890527-0006  833 0.08126 VSM_short 
90 0 AP891005-0093  834 0.08126 VSM_short 
90 0 AP890705-0122  835 0.08121 VSM_short 
90 0 AP890501-0176  836 0.08112 VSM_short 
90 0 AP890621-0225  837 0.08100 VSM_short 
90 0 AP890502-0310  838 0.08069 VSM_short 
90 0 AP890526-0248  839 0.08047 VSM_short 
90 0 AP891014-0089  840 0.07994 VSM_short 
90 0 AP890227-0111  841 0.07988 VSM_short 
90 0 AP890407-0186  842 0.07988 VSM_short 
90 0 AP890406-0241  843 0.07985 VSM_short 
90 0 AP890421-0190  844 0.07980 VSM_short 
90 0 AP890404-0008  845 0.07956 VSM_short 
90 0 AP890629-0214  846 0.07944 VSM_short 
90 0 AP890419-0096  847 0.07940 VSM_short 
90 0 AP890215-0232  848 0.07930 VSM_short 
90 0 AP890310-0080  849 0.07905 VSM_short 
90 0 AP890420-0040  850 0.07905 VSM_short 
90 0 AP890424-0209  851 0.07905 VSM_short 
90 0 AP890424-0301  852 0.07905 VSM_short 
90 0 AP890107-0137  853 0.07889 VSM_short 
90 0 AP890621-0024  854 0.07889 VSM_short 
90 0 AP891102-0228  855 0.07886 VSM_short 
90 0 AP891124-0007  856 0.07886 VSM_short 
90 0 AP891009-0193  857 0.07855 VSM_short 
90 0 AP890311-0013  858 0.07851 VSM_short 
90 0 AP891221-0264  859 0.07843 VSM_short 
90 0 AP890524-0304  860 0.07818 VSM_short 
90 0 AP890426-0132  861 0.07785 VSM_short 
90 0 AP890727-0033  862 0.07772 VSM_short 
90 0 AP890817-0205  863 0.07762 VSM_short 
90 0 AP890301-0187  864 0.07760 VSM_short 
90 0 AP890113-0053  865 0.07755 VSM_short 
90 0 AP890105-0254  866 0.07718 VSM_short 
90 0 AP890223-0266  867 0.07714 VSM_short 
90 0 AP890416-0036  868 0.07714 VSM_short 
90 0 AP890420-0033  869 0.07714 VSM_short 
90 0 AP890507-0088  870 0.07714 VSM_short 
90 0 AP890531-0293  871 0.07714 VSM_short 
90 0 AP890611-0068  872 0.07714 VSM_short 
90 0 AP890709-0053  873 0.07714 VSM_short 
90 0 AP890714-0277  874 0.07714 VSM_short 
90 0 AP890719-0288  875 0.07714 VSM_short 
90 0 AP891031-0254  876 0.07714 VSM_short 
90 0 AP890310-0063  877 0.07691 VSM_short 
90 0 AP891212-0209  878 0.07658 VSM_short 
90 0 AP890201-0196  879 0.07657 VSM_short 
90 0 AP890425-0007  880 0.07657 VSM_short 
90 0 AP890205-0004  881 0.07639 VSM_short 
90 0 AP890306-0159  882 0.07638 VSM_short 
90 0 AP890309-0230  883 0.07638 VSM_short 
90 0 AP890310-0066  884 0.07638 VSM_short 
90 0 AP890614-0142  885 0.07638 VSM_short 
90 0 AP891020-0002  886 0.07638 VSM_short 
90 0 AP891118-0008  887 0.07638 VSM_short 
90 0 AP890417-0280  888 0.07626 VSM_short 
90 0 AP890423-0044  889 0.07616 VSM_short 
90 0 AP890313-0205  890 0.07604 VSM_short 
90 0 AP890411-0222  891 0.07587 VSM_short 
90 0 AP890412-0090  892 0.07581 VSM_short 
90 0 AP890622-0034  893 0.07581 VSM_short 
90 0 AP891003-0053  894 0.07581 VSM_short 
90 0 AP891108-0029  895 0.07570 VSM_short 
90 0 AP890214-0019  896 0.07547 VSM_short 
90 0 AP890417-0103  897 0.07547 VSM_short 
90 0 AP890622-0209  898 0.07547 VSM_short 
90 0 AP890814-0022  899 0.07547 VSM_short 
90 0 AP891114-0243  900 0.07547 VSM_short 
90 0 AP891228-0027  901 0.07547 VSM_short 
90 0 AP890119-0100  902 0.07543 VSM_short 
90 0 AP890520-0019  903 0.07539 VSM_short 
90 0 AP890522-0185  904 0.07529 VSM_short 
90 0 AP890130-0271  905 0.07521 VSM_short 
90 0 AP890524-0031  906 0.07500 VSM_short 
90 0 AP890110-0193  907 0.07489 VSM_short 
90 0 AP890510-0154  908 0.07450 VSM_short 
90 0 AP890706-0230  909 0.07447 VSM_short 
90 0 AP890202-0179  910 0.07439 VSM_short 
90 0 AP890414-0110  911 0.07439 VSM_short 
90 0 AP890414-0178  912 0.07439 VSM_short 
90 0 AP890831-0037  913 0.07427 VSM_short 
90 0 AP890404-0260  914 0.07416 VSM_short 
90 0 AP890420-0082  915 0.07398 VSM_short 
90 0 AP890905-0221  916 0.07373 VSM_short 
90 0 AP890120-0270  917 0.07364 VSM_short 
90 0 AP890419-0254  918 0.07364 VSM_short 
90 0 AP890502-0188  919 0.07364 VSM_short 
90 0 AP890603-0137  920 0.07364 VSM_short 
90 0 AP890319-0058  921 0.07355 VSM_short 
90 0 AP890403-0122  922 0.07341 VSM_short 
90 0 AP890513-0012  923 0.07341 VSM_short 
90 0 AP890514-0061  924 0.07339 VSM_short 
90 0 AP890801-0137  925 0.07339 VSM_short 
90 0 AP891010-0200  926 0.07339 VSM_short 
90 0 AP891011-0079  927 0.07339 VSM_short 
90 0 AP891129-0295  928 0.07339 VSM_short 
90 0 AP890602-0184  929 0.07306 VSM_short 
90 0 AP890602-0276  930 0.07306 VSM_short 
90 0 AP890218-0087  931 0.07298 VSM_short 
90 0 AP890908-0047  932 0.07294 VSM_short 
90 0 AP890126-0146  933 0.07288 VSM_short 
90 0 AP890302-0134  934 0.07288 VSM_short 
90 0 AP890307-0066  935 0.07276 VSM_short 
90 0 AP890430-0057  936 0.07276 VSM_short 
90 0 AP890101-0054  937 0.07245 VSM_short 
90 0 AP890108-0053  938 0.07245 VSM_short 
90 0 AP890214-0212  939 0.07245 VSM_short 
90 0 AP890329-0149  940 0.07245 VSM_short 
90 0 AP890411-0060  941 0.07245 VSM_short 
90 0 AP890417-0082  942 0.07245 VSM_short 
90 0 AP890517-0096  943 0.07245 VSM_short 
90 0 AP890726-0312  944 0.07245 VSM_short 
90 0 AP890727-0261  945 0.07236 VSM_short 
90 0 AP890628-0206  946 0.07218 VSM_short 
90 0 AP890226-0073  947 0.07207 VSM_short 
90 0 AP890718-0180  948 0.07207 VSM_short 
90 0 AP890302-0294  949 0.07198 VSM_short 
90 0 AP890608-0188  950 0.07198 VSM_short 
90 0 AP890727-0223  951 0.07198 VSM_short 
90 0 AP890928-0139  952 0.07198 VSM_short 
90 0 AP890120-0123  953 0.07195 VSM_short 
90 0 AP890124-0282  954 0.07195 VSM_short 
90 0 AP890127-0295  955 0.07195 VSM_short 
90 0 AP890724-0266  956 0.07195 VSM_short 
90 0 AP890209-0004  957 0.07180 VSM_short 
90 0 AP890202-0171  958 0.07172 VSM_short 
90 0 AP890215-0235  959 0.07172 VSM_short 
90 0 AP890522-0235  960 0.07172 VSM_short 
90 0 AP890425-0289  961 0.07172 VSM_short 
90 0 AP890728-0295  962 0.07160 VSM_short 
90 0 AP890315-0296  963 0.07146 VSM_short 
90 0 AP890524-0282  964 0.07146 VSM_short 
90 0 AP891030-0139  965 0.07146 VSM_short 
90 0 AP891112-0078  966 0.07146 VSM_short 
90 0 AP890425-0318  967 0.07139 VSM_short 
90 0 AP891230-0034  968 0.07133 VSM_short 
90 0 AP890106-0226  969 0.07125 VSM_short 
90 0 AP890718-0112  970 0.07125 VSM_short 
90 0 AP890718-0144  971 0.07125 VSM_short 
90 0 AP890222-0152  972 0.07119 VSM_short 
90 0 AP890921-0274  973 0.07119 VSM_short 
90 0 AP890315-0292  974 0.07115 VSM_short 
90 0 AP890823-0173  975 0.07111 VSM_short 
90 0 AP890120-0305  976 0.07110 VSM_short 
90 0 AP891030-0178  977 0.07110 VSM_short 
90 0 AP890119-0310  978 0.07106 VSM_short 
90 0 AP890221-0017  979 0.07106 VSM_short 
90 0 AP890417-0171  980 0.07099 VSM_short 
90 0 AP891121-0243  981 0.07073 VSM_short 
90 0 AP891124-0232  982 0.07073 VSM_short 
90 0 AP891227-0164  983 0.07073 VSM_short 
90 0 AP890118-0323  984 0.07044 VSM_short 
90 0 AP890119-0303  985 0.07044 VSM_short 
90 0 AP890503-0266  986 0.07044 VSM_short 
90 0 AP890921-0238  987 0.07044 VSM_short 
90 0 AP891211-0271  988 0.07028 VSM_short 
90 0 AP890725-0201  989 0.07025 VSM_short 
90 0 AP891107-0203  990 0.07003 VSM_short 
90 0 AP890304-0120  991 0.06991 VSM_short 
90 0 AP890802-0142  992 0.06991 VSM_short 
90 0 AP891128-0219  993 0.06991 VSM_short 
90 0 AP890211-0174  994 0.06986 VSM_short 
90 0 AP890418-0114  995 0.06947 VSM_short 
90 0 AP890518-0189  996 0.06944 VSM_short 
90 0 AP890518-0143  997 0.06938 VSM_short 
90 0 AP890823-0067  998 0.06938 VSM_short 
90 0 AP891027-0285  999 0.06938 VSM_short 
90 0 AP890124-0230 1000 0.06930 VSM_short 
91 0 AP890819-0085    1 0.51443 VSM_short 
91 0 AP890820-0018    2 0.46174 VSM_short 
91 0 AP890703-0190    3 0.45664 VSM_short 
91 0 AP890508-0218    4 0.44304 VSM_short 
91 0 AP891116-0218    5 0.43796 VSM_short 
91 0 AP890109-0345    6 0.43051 VSM_short 
91 0 AP890123-0298    7 0.41811 VSM_short 
91 0 AP890329-0139    8 0.38571 VSM_short 
91 0 AP890201-0183    9 0.38485 VSM_short 
91 0 AP890817-0021   10 0.38017 VSM_short 
91 0 AP890420-0292   11 0.37259 VSM_short 
91 0 AP890516-0088   12 0.37132 VSM_short 
91 0 AP890517-0280   13 0.36425 VSM_short 
91 0 AP891130-0202   14 0.34827 VSM_short 
91 0 AP890316-0289   15 0.33521 VSM_short 
91 0 AP890210-0200   16 0.33490 VSM_short 
91 0 AP890501-0104   17 0.33185 VSM_short 
91 0 AP890422-0094   18 0.32751 VSM_short 
91 0 AP890420-0050   19 0.32663 VSM_short 
91 0 AP891019-0167   20 0.32177 VSM_short 
91 0 AP890401-0070   21 0.31922 VSM_short 
91 0 AP890408-0040   22 0.31705 VSM_short 
91 0 AP890630-0289   23 0.31335 VSM_short 
91 0 AP890110-0147   24 0.30236 VSM_short 
91 0 AP890201-0111   25 0.30025 VSM_short 
91 0 AP891102-0264   26 0.29264 VSM_short 
91 0 AP890707-0081   27 0.29016 VSM_short 
91 0 AP890607-0025   28 0.28839 VSM_short 
91 0 AP890119-0080   29 0.28712 VSM_short 
91 0 AP890723-0093   30 0.27759 VSM_short 
91 0 AP890728-0161   31 0.26802 VSM_short 
91 0 AP890426-0025   32 0.26737 VSM_short 
91 0 AP891213-0198   33 0.26467 VSM_short 
91 0 AP890209-0218   34 0.26093 VSM_short 
91 0 AP890227-0325   35 0.25684 VSM_short 
91 0 AP890722-0023   36 0.25517 VSM_short 
91 0 AP891205-0031   37 0.24834 VSM_short 
91 0 AP890620-0157   38 0.24726 VSM_short 
91 0 AP890708-0094   39 0.24546 VSM_short 
91 0 AP890208-0314   40 0.23950 VSM_short 
91 0 AP890617-0134   41 0.23591 VSM_short 
91 0 AP891228-0021   42 0.23581 VSM_short 
91 0 AP890812-0018   43 0.23397 VSM_short 
91 0 AP891222-0288   44 0.23225 VSM_short 
91 0 AP890711-0149   45 0.23192 VSM_short 
91 0 AP890418-0289   46 0.23175 VSM_short 
91 0 AP890819-0005   47 0.23072 VSM_short 
91 0 AP890701-0019   48 0.23053 VSM_short 
91 0 AP891124-0007   49 0.22925 VSM_short 
91 0 AP890415-0089   50 0.22894 VSM_short 
91 0 AP890517-0139   51 0.22893 VSM_short 
91 0 AP890607-0026   52 0.22820 VSM_short 
91 0 AP890408-0125   53 0.22810 VSM_short 
91 0 AP890706-0135   54 0.22769 VSM_short 
91 0 AP890418-0270   55 0.22735 VSM_short 
91 0 AP890202-0096   56 0.22644 VSM_short 
91 0 AP891124-0226   57 0.22638 VSM_short 
91 0 AP890728-0252   58 0.22621 VSM_short 
91 0 AP890629-0125   59 0.22180 VSM_short 
91 0 AP891030-0079   60 0.22104 VSM_short 
91 0 AP890130-0164   61 0.22012 VSM_short 
91 0 AP890410-0232   62 0.21973 VSM_short 
91 0 AP890529-0032   63 0.21954 VSM_short 
91 0 AP891031-0060   64 0.21706 VSM_short 
91 0 AP890109-0172   65 0.21640 VSM_short 
91 0 AP890216-0090   66 0.21394 VSM_short 
91 0 AP891015-0030   67 0.21366 VSM_short 
91 0 AP891030-0182   68 0.21200 VSM_short 
91 0 AP891130-0235   69 0.21072 VSM_short 
91 0 AP890219-0052   70 0.21003 VSM_short 
91 0 AP890219-0092   71 0.21003 VSM_short 
91 0 AP890110-0155   72 0.20950 VSM_short 
91 0 AP891128-0095   73 0.20917 VSM_short 
91 0 AP890627-0134   74 0.20864 VSM_short 
91 0 AP890627-0152   75 0.20864 VSM_short 
91 0 AP890313-0066   76 0.20700 VSM_short 
91 0 AP890111-0114   77 0.20660 VSM_short 
91 0 AP890918-0024   78 0.20408 VSM_short 
91 0 AP890728-0108   79 0.20329 VSM_short 
91 0 AP890620-0245   80 0.20305 VSM_short 
91 0 AP891026-0119   81 0.20303 VSM_short 
91 0 AP890605-0077   82 0.20262 VSM_short 
91 0 AP890517-0016   83 0.20210 VSM_short 
91 0 AP890113-0040   84 0.20188 VSM_short 
91 0 AP890214-0244   85 0.20157 VSM_short 
91 0 AP890710-0003   86 0.20131 VSM_short 
91 0 AP890129-0048   87 0.20122 VSM_short 
91 0 AP890711-0080   88 0.20086 VSM_short 
91 0 AP891204-0136   89 0.19933 VSM_short 
91 0 AP891224-0043   90 0.19930 VSM_short 
91 0 AP890628-0178   91 0.19845 VSM_short 
91 0 AP890512-0160   92 0.19837 VSM_short 
91 0 AP890728-0057   93 0.19820 VSM_short 
91 0 AP890720-0264   94 0.19811 VSM_short 
91 0 AP891215-0216   95 0.19746 VSM_short 
91 0 AP890501-0260   96 0.19692 VSM_short 
91 0 AP890202-0160   97 0.19658 VSM_short 
91 0 AP890711-0117   98 0.19634 VSM_short 
91 0 AP890317-0160   99 0.19624 VSM_short 
91 0 AP890116-0236  100 0.19590 VSM_short 
91 0 AP890104-0144  101 0.19554 VSM_short 
91 0 AP891110-0049  102 0.19516 VSM_short 
91 0 AP890425-0086  103 0.19488 VSM_short 
91 0 AP890112-0075  104 0.19440 VSM_short 
91 0 AP890111-0190  105 0.19393 VSM_short 
91 0 AP890117-0024  106 0.19331 VSM_short 
91 0 AP891124-0180  107 0.19317 VSM_short 
91 0 AP891130-0001  108 0.19317 VSM_short 
91 0 AP890119-0104  109 0.19312 VSM_short 
91 0 AP890704-0027  110 0.19081 VSM_short 
91 0 AP890127-0207  111 0.18940 VSM_short 
91 0 AP890116-0073  112 0.18921 VSM_short 
91 0 AP891023-0238  113 0.18754 VSM_short 
91 0 AP890310-0230  114 0.18510 VSM_short 
91 0 AP890508-0219  115 0.18493 VSM_short 
91 0 AP890314-0145  116 0.18418 VSM_short 
91 0 AP890409-0057  117 0.18366 VSM_short 
91 0 AP890612-0180  118 0.18366 VSM_short 
91 0 AP890913-0265  119 0.18366 VSM_short 
91 0 AP891102-0164  120 0.18327 VSM_short 
91 0 AP890319-0055  121 0.18249 VSM_short 
91 0 AP890505-0075  122 0.18231 VSM_short 
91 0 AP890213-0009  123 0.18213 VSM_short 
91 0 AP890522-0027  124 0.18191 VSM_short 
91 0 AP891005-0234  125 0.18138 VSM_short 
91 0 AP890902-0162  126 0.18134 VSM_short 
91 0 AP891026-0083  127 0.18131 VSM_short 
91 0 AP890722-0068  128 0.18045 VSM_short 
91 0 AP890919-0096  129 0.17989 VSM_short 
91 0 AP890221-0031  130 0.17971 VSM_short 
91 0 AP890414-0149  131 0.17929 VSM_short 
91 0 AP890528-0054  132 0.17859 VSM_short 
91 0 AP890113-0151  133 0.17853 VSM_short 
91 0 AP891107-0314  134 0.17851 VSM_short 
91 0 AP890503-0277  135 0.17838 VSM_short 
91 0 AP890606-0073  136 0.17835 VSM_short 
91 0 AP890823-0025  137 0.17823 VSM_short 
91 0 AP890510-0040  138 0.17823 VSM_short 
91 0 AP890522-0279  139 0.17767 VSM_short 
91 0 AP890925-0190  140 0.17756 VSM_short 
91 0 AP890816-0162  141 0.17751 VSM_short 
91 0 AP890620-0256  142 0.17742 VSM_short 
91 0 AP890501-0027  143 0.17686 VSM_short 
91 0 AP890503-0007  144 0.17681 VSM_short 
91 0 AP890524-0138  145 0.17669 VSM_short 
91 0 AP891120-0067  146 0.17654 VSM_short 
91 0 AP890527-0062  147 0.17649 VSM_short 
91 0 AP891130-0014  148 0.17546 VSM_short 
91 0 AP891021-0086  149 0.17448 VSM_short 
91 0 AP890110-0257  150 0.17427 VSM_short 
91 0 AP891122-0239  151 0.17383 VSM_short 
91 0 AP890926-0251  152 0.17334 VSM_short 
91 0 AP890906-0043  153 0.17304 VSM_short 
91 0 AP891208-0081  154 0.17245 VSM_short 
91 0 AP891109-0150  155 0.17234 VSM_short 
91 0 AP890410-0058  156 0.17199 VSM_short 
91 0 AP890427-0267  157 0.17191 VSM_short 
91 0 AP890105-0282  158 0.17165 VSM_short 
91 0 AP890605-0150  159 0.17115 VSM_short 
91 0 AP890609-0185  160 0.17079 VSM_short 
91 0 AP890504-0034  161 0.17064 VSM_short 
91 0 AP890925-0002  162 0.17060 VSM_short 
91 0 AP891121-0151  163 0.17043 VSM_short 
91 0 AP891004-0222  164 0.17002 VSM_short 
91 0 AP890329-0219  165 0.16979 VSM_short 
91 0 AP890907-0265  166 0.16978 VSM_short 
91 0 AP891108-0296  167 0.16968 VSM_short 
91 0 AP891208-0116  168 0.16835 VSM_short 
91 0 AP890529-0017  169 0.16832 VSM_short 
91 0 AP891006-0144  170 0.16829 VSM_short 
91 0 AP890517-0194  171 0.16799 VSM_short 
91 0 AP890217-0069  172 0.16697 VSM_short 
91 0 AP891107-0184  173 0.16674 VSM_short 
91 0 AP890109-0209  174 0.16649 VSM_short 
91 0 AP890505-0183  175 0.16649 VSM_short 
91 0 AP891025-0289  176 0.16649 VSM_short 
91 0 AP890113-0045  177 0.16646 VSM_short 
91 0 AP891112-0030  178 0.16632 VSM_short 
91 0 AP890724-0101  179 0.16549 VSM_short 
91 0 AP890915-0016  180 0.16549 VSM_short 
91 0 AP891107-0176  181 0.16549 VSM_short 
91 0 AP890429-0067  182 0.16529 VSM_short 
91 0 AP891109-0188  183 0.16480 VSM_short 
91 0 AP890919-0104  184 0.16461 VSM_short 
91 0 AP890503-0081  185 0.16447 VSM_short 
91 0 AP890722-0073  186 0.16440 VSM_short 
91 0 AP890521-0032  187 0.16418 VSM_short 
91 0 AP890809-0144  188 0.16347 VSM_short 
91 0 AP891115-0130  189 0.16303 VSM_short 
91 0 AP890505-0203  190 0.16281 VSM_short 
91 0 AP890308-0028  191 0.16229 VSM_short 
91 0 AP890805-0109  192 0.16219 VSM_short 
91 0 AP891121-0037  193 0.16195 VSM_short 
91 0 AP890228-0197  194 0.16137 VSM_short 
91 0 AP890418-0283  195 0.16126 VSM_short 
91 0 AP890502-0221  196 0.16097 VSM_short 
91 0 AP890414-0150  197 0.16082 VSM_short 
91 0 AP890318-0096  198 0.16075 VSM_short 
91 0 AP891217-0025  199 0.16024 VSM_short 
91 0 AP890912-0097  200 0.16009 VSM_short 
91 0 AP890801-0162  201 0.15877 VSM_short 
91 0 AP890516-0159  202 0.15861 VSM_short 
91 0 AP890802-0036  203 0.15821 VSM_short 
91 0 AP890718-0069  204 0.15789 VSM_short 
91 0 AP890328-0201  205 0.15760 VSM_short 
91 0 AP890404-0238  206 0.15733 VSM_short 
91 0 AP890808-0016  207 0.15679 VSM_short 
91 0 AP890925-0122  208 0.15670 VSM_short 
91 0 AP890705-0113  209 0.15647 VSM_short 
91 0 AP890913-0305  210 0.15646 VSM_short 
91 0 AP890203-0198  211 0.15638 VSM_short 
91 0 AP891211-0307  212 0.15626 VSM_short 
91 0 AP890202-0225  213 0.15621 VSM_short 
91 0 AP890906-0052  214 0.15619 VSM_short 
91 0 AP890524-0045  215 0.15610 VSM_short 
91 0 AP890501-0106  216 0.15588 VSM_short 
91 0 AP890215-0048  217 0.15562 VSM_short 
91 0 AP890520-0118  218 0.15562 VSM_short 
91 0 AP890124-0131  219 0.15526 VSM_short 
91 0 AP890224-0207  220 0.15473 VSM_short 
91 0 AP890617-0021  221 0.15471 VSM_short 
91 0 AP890617-0025  222 0.15471 VSM_short 
91 0 AP891215-0289  223 0.15304 VSM_short 
91 0 AP890405-0249  224 0.15287 VSM_short 
91 0 AP890302-0095  225 0.15266 VSM_short 
91 0 AP890302-0222  226 0.15266 VSM_short 
91 0 AP890828-0233  227 0.15266 VSM_short 
91 0 AP890110-0005  228 0.15264 VSM_short 
91 0 AP891027-0269  229 0.15168 VSM_short 
91 0 AP890831-0001  230 0.15162 VSM_short 
91 0 AP890327-0099  231 0.15068 VSM_short 
91 0 AP890302-0232  232 0.15047 VSM_short 
