51 0 AP890503-0279    1 0.26778 TREC_short 
35493 0 AP890914-0277  443 0.04603 TREC_short 
35494 0 AP890921-0275  444 0.04603 TREC_short 
35495 0 AP890928-0288  445 0.04603 TREC_short 
35496 0 AP890103-0253  446 0.04603 TREC_short 
35497 0 AP890307-0236  447 0.04603 TREC_short 
35498 0 AP890202-0295  448 0.04603 TREC_short 
35499 0 AP891005-0280  449 0.04603 TREC_short 
35500 0 AP890518-0284  450 0.04603 TREC_short 
35501 0 AP890906-0170  451 0.04545 TREC_short 
35502 0 AP891011-0236  452 0.04509 TREC_short 
35503 0 AP890310-0291  453 0.04509 TREC_short 
35504 0 AP891013-0097  454 0.04509 TREC_short 
35505 0 AP891026-0154  455 0.04509 TREC_short 
35506 0 AP890314-0252  456 0.04509 TREC_short 
35507 0 AP890111-0051  457 0.04509 TREC_short 
35508 0 AP890319-0056  458 0.04509 TREC_short 
35509 0 AP891121-0187  459 0.04509 TREC_short 
35510 0 AP890613-0221  460 0.04509 TREC_short 
35511 0 AP891127-0092  461 0.04509 TREC_short 
35512 0 AP891208-0178  462 0.04509 TREC_short 
35513 0 AP890620-0216  463 0.04509 TREC_short 
35514 0 AP891215-0202  464 0.04509 TREC_short 
35515 0 AP890622-0303  465 0.04509 TREC_short 
35516 0 AP891225-0068  466 0.04509 TREC_short 
35517 0 AP890630-0281  467 0.04509 TREC_short 
35518 0 AP890123-0323  468 0.04509 TREC_short 
35519 0 AP890705-0098  469 0.04509 TREC_short 
35520 0 AP890405-0021  470 0.04509 TREC_short 
35521 0 AP890406-0266  471 0.04509 TREC_short 
35522 0 AP890407-0088  472 0.04509 TREC_short 
35523 0 AP890407-0264  473 0.04509 TREC_short 
35524 0 AP890713-0246  474 0.04509 TREC_short 
35525 0 AP890413-0208  475 0.04509 TREC_short 
35526 0 AP890108-0062  476 0.04509 TREC_short 
35527 0 AP890414-0082  477 0.04509 TREC_short 
35528 0 AP890223-0245  478 0.04509 TREC_short 
35529 0 AP890814-0238  479 0.04509 TREC_short 
35530 0 AP890425-0272  480 0.04509 TREC_short 
35531 0 AP890824-0132  481 0.04509 TREC_short 
35532 0 AP890302-0021  482 0.04509 TREC_short 
35533 0 AP890907-0045  483 0.04509 TREC_short 
35534 0 AP890912-0236  484 0.04509 TREC_short 
35535 0 AP890131-0270  485 0.04509 TREC_short 
35536 0 AP890918-0219  486 0.04509 TREC_short 
35537 0 AP890920-0045  487 0.04509 TREC_short 
35538 0 AP890922-0142  488 0.04509 TREC_short 
35539 0 AP891008-0015  489 0.04509 TREC_short 
35540 0 AP891009-0056  490 0.04380 TREC_short 
35541 0 AP890329-0236  491 0.04330 TREC_short 
35542 0 AP891012-0318  492 0.04305 TREC_short 
35543 0 AP890110-0270  493 0.04305 TREC_short 
35544 0 AP890629-0271  494 0.04305 TREC_short 
35545 0 AP890908-0230  495 0.04305 TREC_short 
35546 0 AP890422-0092  496 0.04258 TREC_short 
35547 0 AP890110-0177  497 0.04135 TREC_short 
35548 0 AP890813-0024  498 0.04024 TREC_short 
35549 0 AP891006-0153  499 0.04017 TREC_short 
35550 0 AP890519-0224  500 0.04008 TREC_short 
35551 0 AP891010-0097  501 0.04008 TREC_short 
35552 0 AP890522-0139  502 0.04008 TREC_short 
35553 0 AP890118-0319  503 0.04008 TREC_short 
35554 0 AP890524-0202  504 0.04008 TREC_short 
35555 0 AP891018-0256  505 0.04008 TREC_short 
35556 0 AP890525-0052  506 0.04008 TREC_short 
35557 0 AP890526-0225  507 0.04008 TREC_short 
35558 0 AP890314-0038  508 0.04008 TREC_short 
35559 0 AP890529-0045  509 0.04008 TREC_short 
35560 0 AP890529-0148  510 0.04008 TREC_short 
35561 0 AP890106-0066  511 0.04008 TREC_short 
35562 0 AP890602-0121  512 0.04008 TREC_short 
35563 0 AP891106-0037  513 0.04008 TREC_short 
35564 0 AP890602-0283  514 0.04008 TREC_short 
35565 0 AP891106-0258  515 0.04008 TREC_short 
35566 0 AP890607-0243  516 0.04008 TREC_short 
35567 0 AP891117-0154  517 0.04008 TREC_short 
35568 0 AP891118-0166  518 0.04008 TREC_short 
35569 0 AP891121-0026  519 0.04008 TREC_short 
35570 0 AP891121-0034  520 0.04008 TREC_short 
35571 0 AP891121-0177  521 0.04008 TREC_short 
35572 0 AP891127-0283  522 0.04008 TREC_short 
35573 0 AP890615-0245  523 0.04008 TREC_short 
35574 0 AP890615-0296  524 0.04008 TREC_short 
35575 0 AP890620-0038  525 0.04008 TREC_short 
35576 0 AP891208-0136  526 0.04008 TREC_short 
35577 0 AP891211-0035  527 0.04008 TREC_short 
35578 0 AP891211-0245  528 0.04008 TREC_short 
35579 0 AP891211-0326  529 0.04008 TREC_short 
35580 0 AP891212-0017  530 0.04008 TREC_short 
35581 0 AP891213-0253  531 0.04008 TREC_short 
35582 0 AP891218-0260  532 0.04008 TREC_short 
35583 0 AP891218-0263  533 0.04008 TREC_short 
35584 0 AP891218-0259  534 0.04008 TREC_short 
35585 0 AP890329-0032  535 0.04008 TREC_short 
35586 0 AP891227-0025  536 0.04008 TREC_short 
35587 0 AP890404-0203  537 0.04008 TREC_short 
35588 0 AP890123-0279  538 0.04008 TREC_short 
35589 0 AP890711-0224  539 0.04008 TREC_short 
35590 0 AP890712-0194  540 0.04008 TREC_short 
35591 0 AP890712-0278  541 0.04008 TREC_short 
35592 0 AP890216-0291  542 0.04008 TREC_short 
35593 0 AP890411-0159  543 0.04008 TREC_short 
35594 0 AP890412-0029  544 0.04008 TREC_short 
35595 0 AP890412-0251  545 0.04008 TREC_short 
35596 0 AP890721-0149  546 0.04008 TREC_short 
35597 0 AP890722-0021  547 0.04008 TREC_short 
35598 0 AP890722-0142  548 0.04008 TREC_short 
35599 0 AP890724-0268  549 0.04008 TREC_short 
35600 0 AP890414-0089  550 0.04008 TREC_short 
35601 0 AP890105-0031  551 0.04008 TREC_short 
35602 0 AP890418-0101  552 0.04008 TREC_short 
35603 0 AP890126-0240  553 0.04008 TREC_short 
35604 0 AP890419-0120  554 0.04008 TREC_short 
35605 0 AP890419-0267  555 0.04008 TREC_short 
35606 0 AP890807-0061  556 0.04008 TREC_short 
35607 0 AP890808-0156  557 0.04008 TREC_short 
35608 0 AP890811-0168  558 0.04008 TREC_short 
35609 0 AP890127-0249  559 0.04008 TREC_short 
35610 0 AP890224-0148  560 0.04008 TREC_short 
35611 0 AP890224-0192  561 0.04008 TREC_short 
35612 0 AP890226-0069  562 0.04008 TREC_short 
35613 0 AP890427-0050  563 0.04008 TREC_short 
35614 0 AP890427-0301  564 0.04008 TREC_short 
35615 0 AP890427-0251  565 0.04008 TREC_short 
35616 0 AP890824-0246  566 0.04008 TREC_short 
35617 0 AP890501-0040  567 0.04008 TREC_short 
35618 0 AP890829-0174  568 0.04008 TREC_short 
35619 0 AP890501-0030  569 0.04008 TREC_short 
35620 0 AP890503-0126  570 0.04008 TREC_short 
35621 0 AP890905-0131  571 0.04008 TREC_short 
35622 0 AP890906-0065  572 0.04008 TREC_short 
35623 0 AP890906-0281  573 0.04008 TREC_short 
35624 0 AP890911-0056  574 0.04008 TREC_short 
35625 0 AP890911-0241  575 0.04008 TREC_short 
35626 0 AP890913-0314  576 0.04008 TREC_short 
35627 0 AP890914-0049  577 0.04008 TREC_short 
35628 0 AP890510-0043  578 0.04008 TREC_short 
35629 0 AP890510-0049  579 0.04008 TREC_short 
35630 0 AP890306-0099  580 0.04008 TREC_short 
35631 0 AP890921-0048  581 0.04008 TREC_short 
35632 0 AP890922-0264  582 0.04008 TREC_short 
35633 0 AP890927-0237  583 0.04008 TREC_short 
35634 0 AP890307-0281  584 0.04008 TREC_short 
35635 0 AP890929-0215  585 0.04008 TREC_short 
35636 0 AP890516-0025  586 0.04008 TREC_short 
35637 0 AP890929-0245  587 0.04008 TREC_short 
35638 0 AP891002-0045  588 0.04008 TREC_short 
35639 0 AP891006-0243  589 0.04008 TREC_short 
35640 0 AP891009-0019  590 0.04008 TREC_short 
35641 0 AP890203-0259  591 0.03945 TREC_short 
35642 0 AP890311-0130  592 0.03945 TREC_short 
35643 0 AP890524-0272  593 0.03945 TREC_short 
35644 0 AP890119-0098  594 0.03945 TREC_short 
35645 0 AP890525-0268  595 0.03945 TREC_short 
35646 0 AP891027-0285  596 0.03945 TREC_short 
35647 0 AP890315-0212  597 0.03945 TREC_short 
35648 0 AP890119-0326  598 0.03945 TREC_short 
35649 0 AP890607-0217  599 0.03945 TREC_short 
35650 0 AP891120-0195  600 0.03945 TREC_short 
35651 0 AP891122-0297  601 0.03945 TREC_short 
35652 0 AP891124-0090  602 0.03945 TREC_short 
35653 0 AP890619-0283  603 0.03945 TREC_short 
35654 0 AP890210-0284  604 0.03945 TREC_short 
35655 0 AP890330-0068  605 0.03945 TREC_short 
35656 0 AP890710-0273  606 0.03945 TREC_short 
35657 0 AP890414-0257  607 0.03945 TREC_short 
35658 0 AP890426-0237  608 0.03945 TREC_short 
35659 0 AP890823-0206  609 0.03945 TREC_short 
35660 0 AP890505-0259  610 0.03945 TREC_short 
35661 0 AP890117-0162  611 0.03945 TREC_short 
35662 0 AP890926-0167  612 0.03945 TREC_short 
35663 0 AP890607-0230  613 0.03914 TREC_short 
35664 0 AP891226-0203  614 0.03914 TREC_short 
35665 0 AP890404-0247  615 0.03914 TREC_short 
35666 0 AP890824-0221  616 0.03914 TREC_short 
35667 0 AP890228-0232  617 0.03884 TREC_short 
35668 0 AP890914-0024  618 0.03884 TREC_short 
35669 0 AP891012-0315  619 0.03836 TREC_short 
35670 0 AP890524-0048  620 0.03836 TREC_short 
35671 0 AP890524-0055  621 0.03836 TREC_short 
35672 0 AP891026-0278  622 0.03836 TREC_short 
35673 0 AP890315-0288  623 0.03836 TREC_short 
35674 0 AP891102-0296  624 0.03836 TREC_short 
35675 0 AP891103-0239  625 0.03836 TREC_short 
35676 0 AP890316-0293  626 0.03836 TREC_short 
35677 0 AP890317-0201  627 0.03836 TREC_short 
35678 0 AP891109-0310  628 0.03836 TREC_short 
35679 0 AP890111-0171  629 0.03836 TREC_short 
35680 0 AP890612-0059  630 0.03836 TREC_short 
35681 0 AP891121-0115  631 0.03836 TREC_short 
35682 0 AP890322-0247  632 0.03836 TREC_short 
35683 0 AP890614-0026  633 0.03836 TREC_short 
35684 0 AP891130-0258  634 0.03836 TREC_short 
35685 0 AP890209-0256  635 0.03836 TREC_short 
35686 0 AP890210-0260  636 0.03836 TREC_short 
35687 0 AP890622-0076  637 0.03836 TREC_short 
35688 0 AP890622-0053  638 0.03836 TREC_short 
35689 0 AP891220-0046  639 0.03836 TREC_short 
35690 0 AP891221-0031  640 0.03836 TREC_short 
35691 0 AP891221-0265  641 0.03836 TREC_short 
35692 0 AP891228-0213  642 0.03836 TREC_short 
35693 0 AP890214-0033  643 0.03836 TREC_short 
35694 0 AP890405-0037  644 0.03836 TREC_short 
35695 0 AP890706-0139  645 0.03836 TREC_short 
35696 0 AP890406-0261  646 0.03836 TREC_short 
35697 0 AP890410-0252  647 0.03836 TREC_short 
35698 0 AP890413-0286  648 0.03836 TREC_short 
35699 0 AP890103-0002  649 0.03836 TREC_short 
35700 0 AP890731-0233  650 0.03836 TREC_short 
35701 0 AP890801-0041  651 0.03836 TREC_short 
35702 0 AP890801-0269  652 0.03836 TREC_short 
35703 0 AP890803-0054  653 0.03836 TREC_short 
35704 0 AP890803-0283  654 0.03836 TREC_short 
35705 0 AP890804-0195  655 0.03836 TREC_short 
35706 0 AP890810-0247  656 0.03836 TREC_short 
35707 0 AP890811-0050  657 0.03836 TREC_short 
35708 0 AP890812-0105  658 0.03836 TREC_short 
35709 0 AP890424-0040  659 0.03836 TREC_short 
35710 0 AP890817-0221  660 0.03836 TREC_short 
35711 0 AP890821-0062  661 0.03836 TREC_short 
35712 0 AP890226-0093  662 0.03836 TREC_short 
35713 0 AP890116-0146  663 0.03836 TREC_short 
35714 0 AP890903-0069  664 0.03836 TREC_short 
35715 0 AP890906-0288  665 0.03836 TREC_short 
35716 0 AP890907-0192  666 0.03836 TREC_short 
35717 0 AP890908-0145  667 0.03836 TREC_short 
35718 0 AP890912-0241  668 0.03836 TREC_short 
35719 0 AP890508-0140  669 0.03836 TREC_short 
35720 0 AP890511-0278  670 0.03836 TREC_short 
35721 0 AP890513-0112  671 0.03836 TREC_short 
35722 0 AP890118-0137  672 0.03836 TREC_short 
35723 0 AP891004-0056  673 0.03836 TREC_short 
35724 0 AP890518-0273  674 0.03836 TREC_short 
35725 0 AP890309-0280  675 0.03836 TREC_short 
35726 0 AP890111-0009  676 0.03547 TREC_short 
35727 0 AP890929-0261  677 0.03547 TREC_short 
35728 0 AP890208-0261  678 0.03522 TREC_short 
35729 0 AP890404-0217  679 0.03522 TREC_short 
35730 0 AP890921-0184  680 0.03522 TREC_short 
35731 0 AP890927-0209  681 0.03522 TREC_short 
35732 0 AP890927-0228  682 0.03522 TREC_short 
35733 0 AP891227-0194  683 0.03507 TREC_short 
35734 0 AP890417-0205  684 0.03507 TREC_short 
35735 0 AP890816-0033  685 0.03489 TREC_short 
35736 0 AP890203-0262  686 0.03417 TREC_short 
35737 0 AP891130-0215  687 0.03417 TREC_short 
35738 0 AP891206-0185  688 0.03417 TREC_short 
35739 0 AP890121-0160  689 0.03417 TREC_short 
35740 0 AP890520-0092  690 0.03382 TREC_short 
35741 0 AP890310-0018  691 0.03382 TREC_short 
35742 0 AP891018-0254  692 0.03382 TREC_short 
35743 0 AP891019-0316  693 0.03382 TREC_short 
35744 0 AP890530-0067  694 0.03382 TREC_short 
35745 0 AP891117-0221  695 0.03382 TREC_short 
35746 0 AP890209-0040  696 0.03382 TREC_short 
35747 0 AP890614-0217  697 0.03382 TREC_short 
35748 0 AP890616-0041  698 0.03382 TREC_short 
35749 0 AP891218-0025  699 0.03382 TREC_short 
35750 0 AP890629-0091  700 0.03382 TREC_short 
35751 0 AP891229-0210  701 0.03382 TREC_short 
35752 0 AP890629-0199  702 0.03382 TREC_short 
35753 0 AP890213-0063  703 0.03382 TREC_short 
35754 0 AP890112-0274  704 0.03382 TREC_short 
35755 0 AP890404-0144  705 0.03382 TREC_short 
35756 0 AP890705-0143  706 0.03382 TREC_short 
35757 0 AP890709-0065  707 0.03382 TREC_short 
35758 0 AP890216-0037  708 0.03382 TREC_short 
35759 0 AP890713-0284  709 0.03382 TREC_short 
35760 0 AP890722-0050  710 0.03382 TREC_short 
35761 0 AP890725-0124  711 0.03382 TREC_short 
35762 0 AP890221-0179  712 0.03382 TREC_short 
35763 0 AP890415-0120  713 0.03382 TREC_short 
35764 0 AP890729-0153  714 0.03382 TREC_short 
35765 0 AP890804-0058  715 0.03382 TREC_short 
35766 0 AP890421-0072  716 0.03382 TREC_short 
35767 0 AP890816-0133  717 0.03382 TREC_short 
35768 0 AP890817-0142  718 0.03382 TREC_short 
35769 0 AP890826-0102  719 0.03382 TREC_short 
35770 0 AP890908-0152  720 0.03382 TREC_short 
35771 0 AP890908-0251  721 0.03382 TREC_short 
35772 0 AP890914-0240  722 0.03382 TREC_short 
35773 0 AP890918-0104  723 0.03382 TREC_short 
35774 0 AP890918-0199  724 0.03382 TREC_short 
35775 0 AP890918-0200  725 0.03382 TREC_short 
35776 0 AP890307-0130  726 0.03382 TREC_short 
35777 0 AP890927-0277  727 0.03382 TREC_short 
35778 0 AP891002-0135  728 0.03382 TREC_short 
35779 0 AP890211-0092  729 0.03288 TREC_short 
35780 0 AP890329-0090  730 0.03288 TREC_short 
35781 0 AP891121-0022  731 0.03256 TREC_short 
35782 0 AP890110-0216  732 0.03231 TREC_short 
35783 0 AP890529-0134  733 0.03231 TREC_short 
35784 0 AP890605-0082  734 0.03231 TREC_short 
35785 0 AP890605-0104  735 0.03231 TREC_short 
35786 0 AP891204-0060  736 0.03231 TREC_short 
35787 0 AP890220-0082  737 0.03231 TREC_short 
35788 0 AP890420-0144  738 0.03231 TREC_short 
35789 0 AP890905-0031  739 0.03231 TREC_short 
35790 0 AP890515-0016  740 0.03231 TREC_short 
35791 0 AP890110-0029  741 0.03181 TREC_short 
35792 0 AP890613-0271  742 0.03166 TREC_short 
35793 0 AP891130-0013  743 0.03166 TREC_short 
35794 0 AP890808-0053  744 0.03166 TREC_short 
35795 0 AP890818-0019  745 0.03166 TREC_short 
35796 0 AP890221-0165  746 0.03156 TREC_short 
35797 0 AP891011-0152  747 0.03131 TREC_short 
35798 0 AP891012-0269  748 0.03131 TREC_short 
35799 0 AP890310-0345  749 0.03131 TREC_short 
35800 0 AP891015-0067  750 0.03131 TREC_short 
35801 0 AP890311-0039  751 0.03131 TREC_short 
35802 0 AP890312-0023  752 0.03131 TREC_short 
35803 0 AP890524-0273  753 0.03131 TREC_short 
35804 0 AP890110-0252  754 0.03131 TREC_short 
35805 0 AP891026-0047  755 0.03131 TREC_short 
35806 0 AP891028-0095  756 0.03131 TREC_short 
35807 0 AP890119-0295  757 0.03131 TREC_short 
35808 0 AP890605-0182  758 0.03131 TREC_short 
35809 0 AP890606-0176  759 0.03131 TREC_short 
35810 0 AP891110-0046  760 0.03131 TREC_short 
35811 0 AP891115-0288  761 0.03131 TREC_short 
35812 0 AP891121-0263  762 0.03131 TREC_short 
35813 0 AP890209-0045  763 0.03131 TREC_short 
35814 0 AP890209-0086  764 0.03131 TREC_short 
35815 0 AP891129-0255  765 0.03131 TREC_short 
35816 0 AP891130-0153  766 0.03131 TREC_short 
35817 0 AP891201-0005  767 0.03131 TREC_short 
35818 0 AP890617-0028  768 0.03131 TREC_short 
35819 0 AP890619-0194  769 0.03131 TREC_short 
35820 0 AP890619-0291  770 0.03131 TREC_short 
35821 0 AP890620-0183  771 0.03131 TREC_short 
35822 0 AP891212-0098  772 0.03131 TREC_short 
35823 0 AP890621-0284  773 0.03131 TREC_short 
35824 0 AP891214-0242  774 0.03131 TREC_short 
35825 0 AP890212-0092  775 0.03131 TREC_short 
35826 0 AP891222-0187  776 0.03131 TREC_short 
35827 0 AP891226-0089  777 0.03131 TREC_short 
35828 0 AP890329-0254  778 0.03131 TREC_short 
35829 0 AP891227-0184  779 0.03131 TREC_short 
35830 0 AP890112-0256  780 0.03131 TREC_short 
35831 0 AP890123-0329  781 0.03131 TREC_short 
35832 0 AP890214-0229  782 0.03131 TREC_short 
35833 0 AP890707-0252  783 0.03131 TREC_short 
35834 0 AP890406-0156  784 0.03131 TREC_short 
35835 0 AP890710-0002  785 0.03131 TREC_short 
35836 0 AP890216-0013  786 0.03131 TREC_short 
35837 0 AP890216-0033  787 0.03131 TREC_short 
35838 0 AP890720-0278  788 0.03131 TREC_short 
35839 0 AP890721-0222  789 0.03131 TREC_short 
35840 0 AP890721-0237  790 0.03131 TREC_short 
35841 0 AP890721-0267  791 0.03131 TREC_short 
35842 0 AP890220-0080  792 0.03131 TREC_short 
35843 0 AP890417-0081  793 0.03131 TREC_short 
35844 0 AP890801-0236  794 0.03131 TREC_short 
35845 0 AP890419-0287  795 0.03131 TREC_short 
35846 0 AP890420-0256  796 0.03131 TREC_short 
35847 0 AP890809-0266  797 0.03131 TREC_short 
35848 0 AP890423-0013  798 0.03131 TREC_short 
35849 0 AP890127-0270  799 0.03131 TREC_short 
35850 0 AP890815-0161  800 0.03131 TREC_short 
35851 0 AP890225-0011  801 0.03131 TREC_short 
35852 0 AP890817-0092  802 0.03131 TREC_short 
35853 0 AP890824-0127  803 0.03131 TREC_short 
35854 0 AP890502-0038  804 0.03131 TREC_short 
35855 0 AP890502-0247  805 0.03131 TREC_short 
35856 0 AP890301-0124  806 0.03131 TREC_short 
35857 0 AP890503-0015  807 0.03131 TREC_short 
35858 0 AP890504-0125  808 0.03131 TREC_short 
35859 0 AP890907-0306  809 0.03131 TREC_short 
35860 0 AP890908-0029  810 0.03131 TREC_short 
35861 0 AP890303-0043  811 0.03131 TREC_short 
35862 0 AP890918-0245  812 0.03131 TREC_short 
35863 0 AP890919-0225  813 0.03131 TREC_short 
35864 0 AP890922-0050  814 0.03131 TREC_short 
35865 0 AP890512-0291  815 0.03131 TREC_short 
35866 0 AP890928-0239  816 0.03131 TREC_short 
35867 0 AP890307-0264  817 0.03131 TREC_short 
35868 0 AP890929-0024  818 0.03131 TREC_short 
35869 0 AP890515-0297  819 0.03131 TREC_short 
35870 0 AP890929-0276  820 0.03131 TREC_short 
35871 0 AP890105-0242  821 0.03131 TREC_short 
35872 0 AP890110-0099  822 0.03131 TREC_short 
35873 0 AP890520-0045  823 0.03068 TREC_short 
35874 0 AP891012-0064  824 0.03068 TREC_short 
35875 0 AP890118-0267  825 0.03068 TREC_short 
35876 0 AP890105-0279  826 0.03068 TREC_short 
35877 0 AP890310-0307  827 0.03068 TREC_short 
35878 0 AP891013-0158  828 0.03068 TREC_short 
35879 0 AP890522-0335  829 0.03068 TREC_short 
35880 0 AP891014-0019  830 0.03068 TREC_short 
35881 0 AP890522-0329  831 0.03068 TREC_short 
35882 0 AP890311-0007  832 0.03068 TREC_short 
35883 0 AP890523-0079  833 0.03068 TREC_short 
35884 0 AP890311-0128  834 0.03068 TREC_short 
35885 0 AP891018-0122  835 0.03068 TREC_short 
35886 0 AP891019-0182  836 0.03068 TREC_short 
35887 0 AP890204-0141  837 0.03068 TREC_short 
35888 0 AP890204-0159  838 0.03068 TREC_short 
35889 0 AP890314-0032  839 0.03068 TREC_short 
35890 0 AP890527-0094  840 0.03068 TREC_short 
35891 0 AP891026-0049  841 0.03068 TREC_short 
35892 0 AP890530-0160  842 0.03068 TREC_short 
35893 0 AP891027-0252  843 0.03068 TREC_short 
35894 0 AP891028-0116  844 0.03068 TREC_short 
35895 0 AP890206-0171  845 0.03068 TREC_short 
35896 0 AP890601-0364  846 0.03068 TREC_short 
35897 0 AP891103-0288  847 0.03068 TREC_short 
35898 0 AP890602-0196  848 0.03068 TREC_short 
35899 0 AP891106-0147  849 0.03068 TREC_short 
35900 0 AP891107-0084  850 0.03068 TREC_short 
35901 0 AP891107-0183  851 0.03068 TREC_short 
35902 0 AP890207-0231  852 0.03068 TREC_short 
35903 0 AP890606-0207  853 0.03068 TREC_short 
35904 0 AP890608-0255  854 0.03068 TREC_short 
35905 0 AP891115-0068  855 0.03068 TREC_short 
35906 0 AP891121-0173  856 0.03068 TREC_short 
35907 0 AP890322-0040  857 0.03068 TREC_short 
35908 0 AP890613-0038  858 0.03068 TREC_short 
35909 0 AP890613-0235  859 0.03068 TREC_short 
35910 0 AP891202-0142  860 0.03068 TREC_short 
35911 0 AP891206-0077  861 0.03068 TREC_short 
35912 0 AP891206-0170  862 0.03068 TREC_short 
35913 0 AP890326-0087  863 0.03068 TREC_short 
35914 0 AP890210-0185  864 0.03068 TREC_short 
35915 0 AP890622-0074  865 0.03068 TREC_short 
35916 0 AP891214-0248  866 0.03068 TREC_short 
35917 0 AP890327-0049  867 0.03068 TREC_short 
35918 0 AP890328-0161  868 0.03068 TREC_short 
35919 0 AP891226-0018  869 0.03068 TREC_short 
35920 0 AP890629-0260  870 0.03068 TREC_short 
35921 0 AP890630-0034  871 0.03068 TREC_short 
35922 0 AP890704-0171  872 0.03068 TREC_short 
35923 0 AP890705-0212  873 0.03068 TREC_short 
35924 0 AP890706-0275  874 0.03068 TREC_short 
35925 0 AP890708-0118  875 0.03068 TREC_short 
35926 0 AP890712-0193  876 0.03068 TREC_short 
35927 0 AP890216-0250  877 0.03068 TREC_short 
35928 0 AP890715-0099  878 0.03068 TREC_short 
35929 0 AP890717-0167  879 0.03068 TREC_short 
35930 0 AP890411-0092  880 0.03068 TREC_short 
35931 0 AP890719-0043  881 0.03068 TREC_short 
35932 0 AP890719-0051  882 0.03068 TREC_short 
35933 0 AP890412-0161  883 0.03068 TREC_short 
