51 0 AP890908-0222    1 42.33588 BM25_long 
90 0 AP890613-0106  204 14.86424 BM25_long 
90 0 AP890714-0249  205 14.81487 BM25_long 
90 0 AP890602-0270  206 14.81181 BM25_long 
90 0 AP890508-0293  207 14.80965 BM25_long 
90 0 AP890914-0035  208 14.80741 BM25_long 
90 0 AP890716-0016  209 14.80656 BM25_long 
90 0 AP890113-0162  210 14.79374 BM25_long 
90 0 AP891203-0085  211 14.78639 BM25_long 
90 0 AP891219-0209  212 14.78254 BM25_long 
90 0 AP890727-0290  213 14.75484 BM25_long 
90 0 AP890411-0225  214 14.72365 BM25_long 
90 0 AP890501-0238  215 14.72068 BM25_long 
90 0 AP890508-0258  216 14.72068 BM25_long 
90 0 AP890515-0260  217 14.72068 BM25_long 
90 0 AP890622-0323  218 14.71340 BM25_long 
90 0 AP891027-0270  219 14.70578 BM25_long 
90 0 AP891103-0266  220 14.70317 BM25_long 
90 0 AP891017-0173  221 14.69791 BM25_long 
90 0 AP890608-0222  222 14.69441 BM25_long 
90 0 AP890811-0241  223 14.67733 BM25_long 
90 0 AP890221-0281  224 14.66327 BM25_long 
90 0 AP890614-0084  225 14.63602 BM25_long 
90 0 AP890526-0133  226 14.63548 BM25_long 
90 0 AP891031-0273  227 14.57072 BM25_long 
90 0 AP890721-0204  228 14.55666 BM25_long 
90 0 AP891226-0189  229 14.55596 BM25_long 
90 0 AP890315-0296  230 14.55585 BM25_long 
90 0 AP890329-0099  231 14.55459 BM25_long 
90 0 AP890202-0265  232 14.54471 BM25_long 
90 0 AP891103-0211  233 14.53999 BM25_long 
90 0 AP890210-0253  234 14.53670 BM25_long 
90 0 AP890425-0137  235 14.50759 BM25_long 
90 0 AP890515-0280  236 14.47247 BM25_long 
90 0 AP890707-0239  237 14.46935 BM25_long 
90 0 AP890707-0236  238 14.46918 BM25_long 
90 0 AP890516-0171  239 14.46642 BM25_long 
90 0 AP890112-0040  240 14.45914 BM25_long 
90 0 AP890614-0078  241 14.42505 BM25_long 
90 0 AP891129-0262  242 14.41695 BM25_long 
90 0 AP890315-0295  243 14.41289 BM25_long 
90 0 AP890128-0100  244 14.40429 BM25_long 
90 0 AP890912-0235  245 14.38866 BM25_long 
90 0 AP890511-0038  246 14.38733 BM25_long 
90 0 AP891101-0232  247 14.36172 BM25_long 
90 0 AP890726-0311  248 14.35323 BM25_long 
90 0 AP891215-0271  249 14.34263 BM25_long 
90 0 AP890830-0283  250 14.34092 BM25_long 
90 0 AP891219-0092  251 14.29729 BM25_long 
90 0 AP890426-0276  252 14.29396 BM25_long 
90 0 AP890107-0084  253 14.29115 BM25_long 
90 0 AP890316-0256  254 14.28819 BM25_long 
90 0 AP890429-0011  255 14.27440 BM25_long 
90 0 AP890502-0162  256 14.27103 BM25_long 
90 0 AP891208-0233  257 14.26381 BM25_long 
90 0 AP890609-0247  258 14.23980 BM25_long 
90 0 AP890307-0266  259 14.22976 BM25_long 
90 0 AP891127-0003  260 14.22099 BM25_long 
90 0 AP890720-0012  261 14.20912 BM25_long 
90 0 AP890724-0140  262 14.19395 BM25_long 
90 0 AP890310-0275  263 14.18713 BM25_long 
90 0 AP890401-0038  264 14.18129 BM25_long 
90 0 AP890419-0118  265 14.17630 BM25_long 
90 0 AP890113-0124  266 14.17416 BM25_long 
90 0 AP891026-0268  267 14.11121 BM25_long 
90 0 AP890122-0094  268 14.08792 BM25_long 
90 0 AP890116-0214  269 14.08204 BM25_long 
90 0 AP890713-0288  270 14.08134 BM25_long 
90 0 AP890202-0285  271 14.07854 BM25_long 
90 0 AP890220-0171  272 14.06681 BM25_long 
90 0 AP891207-0210  273 14.06289 BM25_long 
90 0 AP890227-0322  274 14.05517 BM25_long 
90 0 AP891101-0028  275 14.03610 BM25_long 
90 0 AP890125-0285  276 14.03258 BM25_long 
90 0 AP890504-0012  277 14.02166 BM25_long 
90 0 AP890404-0068  278 14.01522 BM25_long 
90 0 AP891025-0277  279 14.01153 BM25_long 
90 0 AP890214-0213  280 13.99212 BM25_long 
90 0 AP890714-0278  281 13.98875 BM25_long 
90 0 AP890425-0269  282 13.98421 BM25_long 
90 0 AP891101-0226  283 13.98000 BM25_long 
90 0 AP890407-0306  284 13.97970 BM25_long 
90 0 AP890608-0208  285 13.97820 BM25_long 
90 0 AP890217-0173  286 13.96707 BM25_long 
90 0 AP890426-0279  287 13.96243 BM25_long 
90 0 AP890112-0062  288 13.96221 BM25_long 
90 0 AP890316-0083  289 13.95727 BM25_long 
90 0 AP890907-0233  290 13.95434 BM25_long 
90 0 AP890614-0235  291 13.93654 BM25_long 
90 0 AP890201-0299  292 13.92450 BM25_long 
90 0 AP890614-0130  293 13.92228 BM25_long 
90 0 AP890727-0153  294 13.91754 BM25_long 
90 0 AP890203-0097  295 13.91321 BM25_long 
90 0 AP890811-0220  296 13.90872 BM25_long 
90 0 AP890915-0284  297 13.89232 BM25_long 
90 0 AP891209-0059  298 13.89232 BM25_long 
90 0 AP890602-0117  299 13.88433 BM25_long 
90 0 AP890627-0023  300 13.88065 BM25_long 
90 0 AP891013-0141  301 13.87556 BM25_long 
90 0 AP891013-0151  302 13.87556 BM25_long 
90 0 AP891026-0187  303 13.84642 BM25_long 
90 0 AP890507-0034  304 13.84610 BM25_long 
90 0 AP890619-0299  305 13.84326 BM25_long 
90 0 AP890617-0081  306 13.83220 BM25_long 
90 0 AP890516-0251  307 13.80728 BM25_long 
90 0 AP890209-0264  308 13.79861 BM25_long 
90 0 AP890310-0135  309 13.78785 BM25_long 
90 0 AP890202-0171  310 13.78012 BM25_long 
90 0 AP890901-0119  311 13.77584 BM25_long 
90 0 AP891031-0042  312 13.76199 BM25_long 
90 0 AP890301-0310  313 13.76161 BM25_long 
90 0 AP890728-0229  314 13.75097 BM25_long 
90 0 AP890421-0074  315 13.74822 BM25_long 
90 0 AP891109-0298  316 13.73567 BM25_long 
90 0 AP891013-0145  317 13.72584 BM25_long 
90 0 AP890609-0079  318 13.72395 BM25_long 
90 0 AP890803-0307  319 13.72037 BM25_long 
90 0 AP890308-0168  320 13.71186 BM25_long 
90 0 AP890209-0265  321 13.68959 BM25_long 
90 0 AP891228-0186  322 13.68929 BM25_long 
90 0 AP890919-0217  323 13.68801 BM25_long 
90 0 AP890125-0188  324 13.68682 BM25_long 
90 0 AP890210-0057  325 13.64418 BM25_long 
90 0 AP890505-0180  326 13.64182 BM25_long 
90 0 AP890317-0197  327 13.63976 BM25_long 
90 0 AP890123-0259  328 13.63756 BM25_long 
90 0 AP890210-0075  329 13.62611 BM25_long 
90 0 AP890205-0051  330 13.61659 BM25_long 
90 0 AP891008-0072  331 13.59899 BM25_long 
90 0 AP890318-0002  332 13.59845 BM25_long 
90 0 AP890327-0169  333 13.59165 BM25_long 
90 0 AP890614-0226  334 13.58134 BM25_long 
90 0 AP890620-0068  335 13.55884 BM25_long 
90 0 AP890119-0313  336 13.54968 BM25_long 
90 0 AP890417-0264  337 13.52253 BM25_long 
90 0 AP890327-0212  338 13.51436 BM25_long 
90 0 AP890703-0279  339 13.51436 BM25_long 
90 0 AP890918-0231  340 13.51436 BM25_long 
90 0 AP890925-0261  341 13.51436 BM25_long 
90 0 AP891120-0200  342 13.51436 BM25_long 
90 0 AP891127-0245  343 13.51436 BM25_long 
90 0 AP891204-0249  344 13.51436 BM25_long 
90 0 AP891218-0264  345 13.51436 BM25_long 
90 0 AP890630-0192  346 13.49319 BM25_long 
90 0 AP890110-0301  347 13.44139 BM25_long 
90 0 AP890615-0231  348 13.44058 BM25_long 
90 0 AP890103-0237  349 13.43508 BM25_long 
90 0 AP890414-0196  350 13.41915 BM25_long 
90 0 AP890718-0112  351 13.41851 BM25_long 
90 0 AP891103-0191  352 13.40558 BM25_long 
90 0 AP890912-0274  353 13.40313 BM25_long 
90 0 AP890316-0013  354 13.40195 BM25_long 
90 0 AP890912-0169  355 13.39918 BM25_long 
90 0 AP890505-0076  356 13.39397 BM25_long 
90 0 AP890201-0184  357 13.39061 BM25_long 
90 0 AP890508-0245  358 13.38404 BM25_long 
90 0 AP890821-0029  359 13.37938 BM25_long 
90 0 AP890508-0286  360 13.37629 BM25_long 
90 0 AP890511-0242  361 13.37609 BM25_long 
90 0 AP890821-0081  362 13.36984 BM25_long 
90 0 AP890409-0043  363 13.33212 BM25_long 
90 0 AP890324-0240  364 13.31355 BM25_long 
90 0 AP890417-0198  365 13.30369 BM25_long 
90 0 AP890414-0282  366 13.30233 BM25_long 
90 0 AP890426-0251  367 13.28338 BM25_long 
90 0 AP890316-0290  368 13.27836 BM25_long 
90 0 AP890719-0290  369 13.27490 BM25_long 
90 0 AP891003-0210  370 13.26774 BM25_long 
90 0 AP890408-0035  371 13.25949 BM25_long 
90 0 AP890426-0261  372 13.24947 BM25_long 
90 0 AP890426-0265  373 13.24947 BM25_long 
90 0 AP890126-0175  374 13.23916 BM25_long 
90 0 AP890901-0218  375 13.22186 BM25_long 
90 0 AP890417-0184  376 13.21432 BM25_long 
90 0 AP891211-0287  377 13.20325 BM25_long 
90 0 AP890615-0292  378 13.17872 BM25_long 
90 0 AP890323-0014  379 13.16643 BM25_long 
90 0 AP891214-0162  380 13.15756 BM25_long 
90 0 AP890913-0278  381 13.15516 BM25_long 
90 0 AP891002-0151  382 13.15021 BM25_long 
90 0 AP890407-0110  383 13.13943 BM25_long 
90 0 AP890426-0255  384 13.13875 BM25_long 
90 0 AP890606-0197  385 13.13203 BM25_long 
90 0 AP890727-0234  386 13.12306 BM25_long 
90 0 AP890412-0116  387 13.12083 BM25_long 
90 0 AP890717-0226  388 13.11850 BM25_long 
90 0 AP890620-0139  389 13.10857 BM25_long 
90 0 AP891005-0093  390 13.09858 BM25_long 
90 0 AP890225-0158  391 13.09607 BM25_long 
90 0 AP891218-0012  392 13.09478 BM25_long 
90 0 AP890719-0156  393 13.07672 BM25_long 
90 0 AP890719-0255  394 13.07672 BM25_long 
90 0 AP890414-0269  395 13.07150 BM25_long 
90 0 AP891215-0032  396 13.07150 BM25_long 
90 0 AP891207-0041  397 13.06776 BM25_long 
90 0 AP891130-0225  398 13.06317 BM25_long 
90 0 AP891026-0282  399 13.06134 BM25_long 
90 0 AP890508-0130  400 13.05110 BM25_long 
90 0 AP890818-0197  401 13.04950 BM25_long 
90 0 AP890127-0022  402 13.04840 BM25_long 
90 0 AP891019-0281  403 13.03657 BM25_long 
90 0 AP890811-0019  404 13.03058 BM25_long 
90 0 AP890613-0196  405 13.01916 BM25_long 
90 0 AP891108-0029  406 13.01605 BM25_long 
90 0 AP890321-0003  407 13.01198 BM25_long 
90 0 AP890608-0044  408 13.00916 BM25_long 
90 0 AP891204-0154  409 13.00167 BM25_long 
90 0 AP890819-0157  410 12.99916 BM25_long 
90 0 AP890521-0014  411 12.99890 BM25_long 
90 0 AP890914-0002  412 12.99159 BM25_long 
90 0 AP891215-0295  413 12.98443 BM25_long 
90 0 AP890417-0188  414 12.96401 BM25_long 
90 0 AP891206-0182  415 12.95708 BM25_long 
90 0 AP890302-0260  416 12.95682 BM25_long 
90 0 AP891012-0310  417 12.95608 BM25_long 
90 0 AP890310-0331  418 12.94731 BM25_long 
90 0 AP890417-0277  419 12.94230 BM25_long 
90 0 AP890524-0031  420 12.93471 BM25_long 
90 0 AP890817-0220  421 12.93312 BM25_long 
90 0 AP890215-0235  422 12.92402 BM25_long 
90 0 AP890613-0123  423 12.91368 BM25_long 
90 0 AP890509-0275  424 12.91251 BM25_long 
90 0 AP890802-0296  425 12.91138 BM25_long 
90 0 AP890718-0144  426 12.91030 BM25_long 
90 0 AP891019-0302  427 12.90623 BM25_long 
90 0 AP890518-0166  428 12.89994 BM25_long 
90 0 AP890727-0044  429 12.87874 BM25_long 
90 0 AP891004-0157  430 12.87239 BM25_long 
90 0 AP890907-0239  431 12.86612 BM25_long 
90 0 AP891017-0171  432 12.86286 BM25_long 
90 0 AP890117-0245  433 12.85524 BM25_long 
90 0 AP890709-0053  434 12.84455 BM25_long 
90 0 AP890313-0194  435 12.82695 BM25_long 
90 0 AP890413-0303  436 12.82669 BM25_long 
90 0 AP890126-0234  437 12.80747 BM25_long 
90 0 AP890425-0130  438 12.79736 BM25_long 
90 0 AP890614-0132  439 12.77654 BM25_long 
90 0 AP890112-0028  440 12.75220 BM25_long 
90 0 AP890106-0049  441 12.73241 BM25_long 
90 0 AP890809-0290  442 12.72139 BM25_long 
90 0 AP890911-0257  443 12.72103 BM25_long 
90 0 AP891003-0208  444 12.71982 BM25_long 
90 0 AP890502-0205  445 12.71282 BM25_long 
90 0 AP890119-0286  446 12.71107 BM25_long 
90 0 AP890317-0250  447 12.70871 BM25_long 
90 0 AP890821-0189  448 12.69688 BM25_long 
90 0 AP890622-0241  449 12.69062 BM25_long 
90 0 AP891101-0193  450 12.67915 BM25_long 
90 0 AP890118-0272  451 12.67446 BM25_long 
90 0 AP891019-0272  452 12.66066 BM25_long 
90 0 AP890113-0019  453 12.65497 BM25_long 
90 0 AP890323-0285  454 12.65325 BM25_long 
90 0 AP890428-0216  455 12.64478 BM25_long 
90 0 AP890316-0279  456 12.62510 BM25_long 
90 0 AP890512-0275  457 12.62510 BM25_long 
90 0 AP890711-0243  458 12.61354 BM25_long 
90 0 AP891206-0007  459 12.59445 BM25_long 
90 0 AP890503-0101  460 12.57666 BM25_long 
90 0 AP890609-0261  461 12.57146 BM25_long 
90 0 AP891019-0133  462 12.56838 BM25_long 
90 0 AP890503-0074  463 12.56570 BM25_long 
90 0 AP891108-0074  464 12.56320 BM25_long 
90 0 AP890126-0088  465 12.55252 BM25_long 
90 0 AP891012-0264  466 12.54596 BM25_long 
90 0 AP890702-0019  467 12.54586 BM25_long 
90 0 AP890621-0213  468 12.53899 BM25_long 
90 0 AP890131-0262  469 12.51149 BM25_long 
90 0 AP890817-0205  470 12.50918 BM25_long 
90 0 AP891129-0259  471 12.50720 BM25_long 
90 0 AP890422-0011  472 12.50593 BM25_long 
90 0 AP890302-0293  473 12.50502 BM25_long 
90 0 AP890502-0274  474 12.50502 BM25_long 
90 0 AP890522-0185  475 12.49070 BM25_long 
90 0 AP891130-0208  476 12.48358 BM25_long 
90 0 AP890609-0007  477 12.48316 BM25_long 
90 0 AP891012-0307  478 12.48159 BM25_long 
90 0 AP890727-0297  479 12.47904 BM25_long 
90 0 AP891013-0157  480 12.47509 BM25_long 
90 0 AP890412-0264  481 12.47504 BM25_long 
90 0 AP891105-0024  482 12.47100 BM25_long 
90 0 AP891105-0034  483 12.47100 BM25_long 
90 0 AP890126-0215  484 12.46804 BM25_long 
90 0 AP890420-0238  485 12.45088 BM25_long 
90 0 AP890407-0097  486 12.44607 BM25_long 
90 0 AP890503-0270  487 12.43042 BM25_long 
90 0 AP891115-0294  488 12.42980 BM25_long 
90 0 AP891128-0217  489 12.42326 BM25_long 
90 0 AP891215-0250  490 12.42032 BM25_long 
90 0 AP890118-0092  491 12.41892 BM25_long 
90 0 AP890425-0303  492 12.41892 BM25_long 
90 0 AP890427-0291  493 12.41588 BM25_long 
90 0 AP890424-0292  494 12.41536 BM25_long 
90 0 AP890522-0323  495 12.40916 BM25_long 
90 0 AP890304-0141  496 12.40829 BM25_long 
90 0 AP890426-0299  497 12.40158 BM25_long 
90 0 AP891019-0236  498 12.40059 BM25_long 
90 0 AP890110-0030  499 12.40030 BM25_long 
90 0 AP890115-0035  500 12.39298 BM25_long 
90 0 AP890110-0250  501 12.38882 BM25_long 
90 0 AP890210-0130  502 12.38499 BM25_long 
90 0 AP890323-0198  503 12.37989 BM25_long 
90 0 AP890906-0023  504 12.37282 BM25_long 
90 0 AP891021-0052  505 12.37175 BM25_long 
90 0 AP890519-0176  506 12.36536 BM25_long 
90 0 AP890131-0291  507 12.35252 BM25_long 
90 0 AP890101-0043  508 12.34474 BM25_long 
90 0 AP890411-0222  509 12.34407 BM25_long 
90 0 AP890131-0275  510 12.33884 BM25_long 
90 0 AP890302-0294  511 12.33176 BM25_long 
90 0 AP890213-0232  512 12.31868 BM25_long 
90 0 AP890221-0270  513 12.31868 BM25_long 
90 0 AP890227-0300  514 12.31868 BM25_long 
90 0 AP890306-0256  515 12.31868 BM25_long 
90 0 AP890320-0307  516 12.31868 BM25_long 
90 0 AP890403-0133  517 12.31868 BM25_long 
90 0 AP890410-0220  518 12.31868 BM25_long 
90 0 AP890530-0254  519 12.31868 BM25_long 
90 0 AP890724-0232  520 12.31868 BM25_long 
90 0 AP890814-0219  521 12.31868 BM25_long 
90 0 AP890821-0220  522 12.31868 BM25_long 
90 0 AP890828-0238  523 12.31868 BM25_long 
90 0 AP890905-0212  524 12.31868 BM25_long 
90 0 AP890911-0253  525 12.31868 BM25_long 
90 0 AP890907-0228  526 12.30703 BM25_long 
90 0 AP890211-0101  527 12.29930 BM25_long 
90 0 AP890523-0140  528 12.29229 BM25_long 
90 0 AP890621-0085  529 12.28613 BM25_long 
90 0 AP890622-0291  530 12.28594 BM25_long 
90 0 AP891222-0185  531 12.28572 BM25_long 
90 0 AP890407-0167  532 12.28048 BM25_long 
90 0 AP890509-0261  533 12.27576 BM25_long 
90 0 AP891212-0209  534 12.27485 BM25_long 
90 0 AP890124-0153  535 12.27157 BM25_long 
90 0 AP890104-0051  536 12.27102 BM25_long 
90 0 AP890323-0142  537 12.26649 BM25_long 
90 0 AP891107-0204  538 12.26549 BM25_long 
90 0 AP890505-0075  539 12.26316 BM25_long 
90 0 AP890505-0203  540 12.26316 BM25_long 
90 0 AP890707-0226  541 12.26026 BM25_long 
90 0 AP891117-0276  542 12.25163 BM25_long 
90 0 AP890828-0231  543 12.24652 BM25_long 
90 0 AP890408-0005  544 12.24491 BM25_long 
90 0 AP890317-0173  545 12.23756 BM25_long 
90 0 AP890908-0249  546 12.23478 BM25_long 
90 0 AP891129-0020  547 12.23200 BM25_long 
90 0 AP890907-0037  548 12.21877 BM25_long 
90 0 AP890629-0195  549 12.21663 BM25_long 
90 0 AP890208-0186  550 12.21548 BM25_long 
90 0 AP891107-0259  551 12.20901 BM25_long 
90 0 AP890731-0238  552 12.20247 BM25_long 
90 0 AP890701-0162  553 12.19035 BM25_long 
90 0 AP891218-0127  554 12.18292 BM25_long 
90 0 AP890126-0136  555 12.17428 BM25_long 
90 0 AP890316-0147  556 12.17423 BM25_long 
90 0 AP890415-0119  557 12.17377 BM25_long 
90 0 AP890406-0234  558 12.17277 BM25_long 
90 0 AP890727-0033  559 12.17126 BM25_long 
90 0 AP890516-0080  560 12.16885 BM25_long 
90 0 AP890417-0151  561 12.16598 BM25_long 
90 0 AP890330-0111  562 12.16533 BM25_long 
90 0 AP890217-0170  563 12.15751 BM25_long 
90 0 AP890217-0190  564 12.15751 BM25_long 
90 0 AP890505-0263  565 12.15751 BM25_long 
90 0 AP890505-0269  566 12.15751 BM25_long 
90 0 AP890505-0271  567 12.15751 BM25_long 
90 0 AP890505-0276  568 12.15751 BM25_long 
90 0 AP890505-0280  569 12.15751 BM25_long 
90 0 AP891120-0228  570 12.15283 BM25_long 
90 0 AP890324-0085  571 12.15068 BM25_long 
90 0 AP890510-0024  572 12.14146 BM25_long 
90 0 AP890608-0124  573 12.12472 BM25_long 
90 0 AP890921-0021  574 12.11826 BM25_long 
90 0 AP890625-0002  575 12.11805 BM25_long 
90 0 AP890626-0052  576 12.11805 BM25_long 
90 0 AP890925-0282  577 12.08869 BM25_long 
90 0 AP890406-0222  578 12.08438 BM25_long 
90 0 AP890213-0049  579 12.08137 BM25_long 
90 0 AP890712-0271  580 12.08137 BM25_long 
90 0 AP890131-0051  581 12.07503 BM25_long 
90 0 AP890306-0266  582 12.07308 BM25_long 
90 0 AP890107-0081  583 12.06625 BM25_long 
90 0 AP890426-0281  584 12.06582 BM25_long 
90 0 AP890710-0125  585 12.06400 BM25_long 
90 0 AP890710-0145  586 12.06400 BM25_long 
90 0 AP890603-0137  587 12.05480 BM25_long 
90 0 AP891002-0110  588 12.05279 BM25_long 
90 0 AP890210-0150  589 12.04622 BM25_long 
90 0 AP890718-0081  590 12.03354 BM25_long 
90 0 AP891024-0198  591 12.03313 BM25_long 
90 0 AP891112-0056  592 12.02873 BM25_long 
90 0 AP890222-0277  593 12.02271 BM25_long 
90 0 AP890225-0004  594 12.02097 BM25_long 
90 0 AP890510-0037  595 12.02000 BM25_long 
90 0 AP890123-0131  596 12.01646 BM25_long 
90 0 AP890421-0232  597 12.00783 BM25_long 
90 0 AP891102-0302  598 12.00208 BM25_long 
90 0 AP890409-0059  599 11.99831 BM25_long 
90 0 AP890307-0099  600 11.98796 BM25_long 
90 0 AP891016-0232  601 11.96960 BM25_long 
90 0 AP891009-0193  602 11.96480 BM25_long 
90 0 AP890707-0231  603 11.96429 BM25_long 
90 0 AP890707-0233  604 11.96429 BM25_long 
90 0 AP890707-0234  605 11.96429 BM25_long 
90 0 AP890906-0247  606 11.96355 BM25_long 
90 0 AP891005-0174  607 11.95512 BM25_long 
90 0 AP891215-0180  608 11.95107 BM25_long 
90 0 AP890130-0016  609 11.93598 BM25_long 
90 0 AP890407-0182  610 11.93501 BM25_long 
90 0 AP890715-0106  611 11.93431 BM25_long 
90 0 AP890222-0037  612 11.93422 BM25_long 
90 0 AP890302-0217  613 11.93051 BM25_long 
90 0 AP890725-0302  614 11.92302 BM25_long 
90 0 AP890513-0012  615 11.90839 BM25_long 
90 0 AP891025-0269  616 11.90493 BM25_long 
90 0 AP890311-0118  617 11.89794 BM25_long 
90 0 AP890314-0307  618 11.89697 BM25_long 
90 0 AP890426-0155  619 11.88768 BM25_long 
90 0 AP890513-0112  620 11.88209 BM25_long 
90 0 AP890427-0151  621 11.87479 BM25_long 
90 0 AP890209-0266  622 11.87468 BM25_long 
90 0 AP890417-0163  623 11.87194 BM25_long 
90 0 AP890719-0092  624 11.86933 BM25_long 
90 0 AP890811-0070  625 11.86829 BM25_long 
90 0 AP890602-0069  626 11.86512 BM25_long 
90 0 AP891004-0050  627 11.85903 BM25_long 
90 0 AP890418-0135  628 11.85419 BM25_long 
90 0 AP891020-0324  629 11.85221 BM25_long 
90 0 AP891023-0236  630 11.85221 BM25_long 
90 0 AP890131-0161  631 11.85031 BM25_long 
90 0 AP890126-0082  632 11.85002 BM25_long 
90 0 AP890425-0297  633 11.84795 BM25_long 
90 0 AP890404-0090  634 11.84571 BM25_long 
90 0 AP891019-0328  635 11.83014 BM25_long 
90 0 AP890113-0257  636 11.82920 BM25_long 
90 0 AP891004-0237  637 11.82290 BM25_long 
90 0 AP891222-0050  638 11.81757 BM25_long 
90 0 AP890113-0006  639 11.81467 BM25_long 
90 0 AP891207-0251  640 11.80971 BM25_long 
90 0 AP890905-0226  641 11.80869 BM25_long 
90 0 AP890617-0061  642 11.79819 BM25_long 
90 0 AP890203-0239  643 11.79037 BM25_long 
90 0 AP891031-0220  644 11.77991 BM25_long 
90 0 AP890309-0230  645 11.77687 BM25_long 
90 0 AP890426-0249  646 11.76379 BM25_long 
90 0 AP890901-0219  647 11.76379 BM25_long 
90 0 AP890421-0083  648 11.76286 BM25_long 
90 0 AP891215-0270  649 11.75678 BM25_long 
90 0 AP891022-0035  650 11.75630 BM25_long 
90 0 AP890113-0083  651 11.73888 BM25_long 
90 0 AP890406-0194  652 11.73726 BM25_long 
90 0 AP890126-0189  653 11.73039 BM25_long 
90 0 AP891214-0098  654 11.71308 BM25_long 
90 0 AP890713-0247  655 11.71284 BM25_long 
90 0 AP890125-0312  656 11.70378 BM25_long 
90 0 AP890513-0038  657 11.70106 BM25_long 
90 0 AP891024-0016  658 11.68684 BM25_long 
90 0 AP890713-0256  659 11.68628 BM25_long 
90 0 AP890713-0262  660 11.68628 BM25_long 
90 0 AP890713-0272  661 11.68628 BM25_long 
90 0 AP890713-0280  662 11.68628 BM25_long 
90 0 AP890523-0023  663 11.68627 BM25_long 
90 0 AP890601-0183  664 11.67305 BM25_long 
90 0 AP890208-0128  665 11.66683 BM25_long 
90 0 AP890406-0219  666 11.64450 BM25_long 
90 0 AP890804-0188  667 11.64435 BM25_long 
90 0 AP890210-0090  668 11.63959 BM25_long 
90 0 AP891103-0300  669 11.63927 BM25_long 
90 0 AP891106-0246  670 11.63927 BM25_long 
90 0 AP890414-0303  671 11.63700 BM25_long 
90 0 AP891109-0026  672 11.63501 BM25_long 
90 0 AP890304-0053  673 11.63398 BM25_long 
90 0 AP890403-0155  674 11.63398 BM25_long 
90 0 AP891110-0112  675 11.63048 BM25_long 
90 0 AP890602-0141  676 11.62861 BM25_long 
90 0 AP890319-0023  677 11.62747 BM25_long 
90 0 AP890911-0266  678 11.62500 BM25_long 
90 0 AP890428-0167  679 11.61611 BM25_long 
90 0 AP891031-0226  680 11.61428 BM25_long 
90 0 AP891010-0212  681 11.60776 BM25_long 
90 0 AP890308-0025  682 11.60443 BM25_long 
90 0 AP891215-0237  683 11.60130 BM25_long 
90 0 AP890503-0100  684 11.59536 BM25_long 
90 0 AP890302-0200  685 11.58849 BM25_long 
90 0 AP890320-0301  686 11.57989 BM25_long 
90 0 AP890414-0256  687 11.57889 BM25_long 
90 0 AP890414-0259  688 11.57889 BM25_long 
90 0 AP890414-0268  689 11.57889 BM25_long 
90 0 AP890414-0276  690 11.57889 BM25_long 
90 0 AP890515-0259  691 11.57889 BM25_long 
90 0 AP890515-0262  692 11.57889 BM25_long 
90 0 AP890515-0267  693 11.57889 BM25_long 
90 0 AP890515-0270  694 11.57889 BM25_long 
90 0 AP890515-0274  695 11.57889 BM25_long 
90 0 AP890411-0235  696 11.56485 BM25_long 
90 0 AP891214-0225  697 11.56164 BM25_long 
