51 0 AP890518-0275    1 20.99845 LMwDS_long 
89 0 AP891026-0231  971 3.58027 LMwDS_long 
89 0 AP890413-0044  972 3.57977 LMwDS_long 
89 0 AP890424-0273  973 3.57977 LMwDS_long 
89 0 AP890117-0153  974 3.57814 LMwDS_long 
89 0 AP890127-0265  975 3.57709 LMwDS_long 
89 0 AP891117-0238  976 3.57496 LMwDS_long 
89 0 AP890109-0214  977 3.57446 LMwDS_long 
89 0 AP890831-0177  978 3.57396 LMwDS_long 
89 0 AP890125-0279  979 3.57108 LMwDS_long 
89 0 AP890410-0258  980 3.57067 LMwDS_long 
89 0 AP891207-0218  981 3.56997 LMwDS_long 
89 0 AP890109-0299  982 3.56889 LMwDS_long 
89 0 AP890104-0136  983 3.56841 LMwDS_long 
89 0 AP890309-0193  984 3.56673 LMwDS_long 
89 0 AP890914-0002  985 3.56634 LMwDS_long 
89 0 AP890728-0210  986 3.56500 LMwDS_long 
89 0 AP890911-0128  987 3.55872 LMwDS_long 
89 0 AP890424-0157  988 3.55796 LMwDS_long 
89 0 AP890309-0274  989 3.55755 LMwDS_long 
89 0 AP890902-0160  990 3.55628 LMwDS_long 
89 0 AP890316-0215  991 3.55600 LMwDS_long 
89 0 AP890427-0291  992 3.55600 LMwDS_long 
89 0 AP891219-0065  993 3.55567 LMwDS_long 
89 0 AP890909-0043  994 3.55558 LMwDS_long 
89 0 AP890815-0047  995 3.55441 LMwDS_long 
89 0 AP891027-0154  996 3.55411 LMwDS_long 
89 0 AP891108-0218  997 3.55301 LMwDS_long 
89 0 AP891220-0163  998 3.55092 LMwDS_long 
89 0 AP890703-0227  999 3.54986 LMwDS_long 
89 0 AP890921-0171 1000 3.54765 LMwDS_long 
90 0 AP890713-0230    1 14.45764 LMwDS_long 
90 0 AP890424-0018    2 11.10555 LMwDS_long 
90 0 AP890110-0262    3 10.66038 LMwDS_long 
90 0 AP891020-0308    4 10.56990 LMwDS_long 
90 0 AP890920-0274    5 10.47872 LMwDS_long 
90 0 AP891207-0178    6 10.37387 LMwDS_long 
90 0 AP891212-0199    7 10.37387 LMwDS_long 
90 0 AP890608-0188    8 10.29807 LMwDS_long 
90 0 AP890113-0145    9 10.26273 LMwDS_long 
90 0 AP890509-0013   10 9.93476 LMwDS_long 
90 0 AP890210-0281   11 9.91244 LMwDS_long 
90 0 AP891111-0073   12 9.89817 LMwDS_long 
90 0 AP890926-0284   13 9.82865 LMwDS_long 
90 0 AP890411-0212   14 9.70563 LMwDS_long 
90 0 AP890921-0039   15 9.69983 LMwDS_long 
90 0 AP890125-0320   16 9.59959 LMwDS_long 
90 0 AP890714-0280   17 9.53990 LMwDS_long 
90 0 AP891109-0203   18 9.40634 LMwDS_long 
90 0 AP890802-0206   19 9.35946 LMwDS_long 
90 0 AP890721-0141   20 9.30648 LMwDS_long 
90 0 AP891002-0327   21 9.27488 LMwDS_long 
90 0 AP891002-0312   22 9.24909 LMwDS_long 
90 0 AP890503-0207   23 9.20006 LMwDS_long 
90 0 AP891003-0227   24 9.16130 LMwDS_long 
90 0 AP890613-0237   25 9.12418 LMwDS_long 
90 0 AP890727-0063   26 8.98319 LMwDS_long 
90 0 AP890206-0065   27 8.92468 LMwDS_long 
90 0 AP890210-0255   28 8.90459 LMwDS_long 
90 0 AP890915-0281   29 8.78109 LMwDS_long 
90 0 AP890618-0085   30 8.76896 LMwDS_long 
90 0 AP890123-0317   31 8.72691 LMwDS_long 
90 0 AP890525-0218   32 8.67403 LMwDS_long 
90 0 AP890602-0184   33 8.64680 LMwDS_long 
90 0 AP890602-0276   34 8.64680 LMwDS_long 
90 0 AP890819-0026   35 8.62846 LMwDS_long 
90 0 AP890726-0001   36 8.62077 LMwDS_long 
90 0 AP890414-0290   37 8.52151 LMwDS_long 
90 0 AP890209-0265   38 8.49851 LMwDS_long 
90 0 AP891003-0263   39 8.45765 LMwDS_long 
90 0 AP890512-0288   40 8.40822 LMwDS_long 
90 0 AP890609-0097   41 8.33710 LMwDS_long 
90 0 AP890317-0236   42 8.26937 LMwDS_long 
90 0 AP890811-0210   43 8.26298 LMwDS_long 
90 0 AP891011-0198   44 8.14382 LMwDS_long 
90 0 AP890329-0099   45 8.11148 LMwDS_long 
90 0 AP890614-0014   46 8.10811 LMwDS_long 
90 0 AP890411-0103   47 8.10392 LMwDS_long 
90 0 AP890710-0023   48 8.09066 LMwDS_long 
90 0 AP891013-0173   49 8.03751 LMwDS_long 
90 0 AP890202-0042   50 8.03036 LMwDS_long 
90 0 AP891003-0268   51 7.96855 LMwDS_long 
90 0 AP890414-0255   52 7.94900 LMwDS_long 
90 0 AP891222-0109   53 7.93722 LMwDS_long 
90 0 AP890609-0277   54 7.91224 LMwDS_long 
90 0 AP890714-0142   55 7.88582 LMwDS_long 
90 0 AP891017-0207   56 7.87980 LMwDS_long 
90 0 AP890619-0299   57 7.84468 LMwDS_long 
90 0 AP890123-0232   58 7.81074 LMwDS_long 
90 0 AP890116-0226   59 7.80332 LMwDS_long 
90 0 AP890406-0153   60 7.79122 LMwDS_long 
90 0 AP890901-0119   61 7.74212 LMwDS_long 
90 0 AP890716-0016   62 7.70633 LMwDS_long 
90 0 AP890206-0239   63 7.70484 LMwDS_long 
90 0 AP890315-0292   64 7.66361 LMwDS_long 
90 0 AP890915-0241   65 7.65390 LMwDS_long 
90 0 AP890517-0178   66 7.65125 LMwDS_long 
90 0 AP890131-0293   67 7.63641 LMwDS_long 
90 0 AP890713-0235   68 7.62296 LMwDS_long 
90 0 AP890323-0014   69 7.62007 LMwDS_long 
90 0 AP890111-0031   70 7.61167 LMwDS_long 
90 0 AP890316-0013   71 7.59824 LMwDS_long 
90 0 AP890609-0007   72 7.56904 LMwDS_long 
90 0 AP890523-0056   73 7.55381 LMwDS_long 
90 0 AP891008-0072   74 7.54157 LMwDS_long 
90 0 AP890106-0249   75 7.52473 LMwDS_long 
90 0 AP891024-0241   76 7.51947 LMwDS_long 
90 0 AP890905-0201   77 7.46452 LMwDS_long 
90 0 AP891026-0111   78 7.46289 LMwDS_long 
90 0 AP891213-0039   79 7.45862 LMwDS_long 
90 0 AP891211-0275   80 7.42795 LMwDS_long 
90 0 AP890606-0184   81 7.42124 LMwDS_long 
90 0 AP890510-0173   82 7.41091 LMwDS_long 
90 0 AP890315-0295   83 7.35684 LMwDS_long 
90 0 AP890426-0108   84 7.34100 LMwDS_long 
90 0 AP890504-0012   85 7.33717 LMwDS_long 
90 0 AP890327-0238   86 7.32381 LMwDS_long 
90 0 AP890601-0081   87 7.31439 LMwDS_long 
90 0 AP890204-0093   88 7.30028 LMwDS_long 
90 0 AP890911-0257   89 7.29286 LMwDS_long 
90 0 AP890317-0264   90 7.26264 LMwDS_long 
90 0 AP890714-0247   91 7.26264 LMwDS_long 
90 0 AP890306-0272   92 7.25387 LMwDS_long 
90 0 AP890215-0242   93 7.24143 LMwDS_long 
90 0 AP890103-0236   94 7.23813 LMwDS_long 
90 0 AP890725-0306   95 7.23563 LMwDS_long 
90 0 AP890103-0131   96 7.23442 LMwDS_long 
90 0 AP890622-0291   97 7.23330 LMwDS_long 
90 0 AP891019-0137   98 7.22318 LMwDS_long 
90 0 AP891003-0210   99 7.19917 LMwDS_long 
90 0 AP890222-0268  100 7.18853 LMwDS_long 
90 0 AP891214-0239  101 7.17050 LMwDS_long 
90 0 AP890615-0231  102 7.15027 LMwDS_long 
90 0 AP890623-0220  103 7.12374 LMwDS_long 
90 0 AP891101-0269  104 7.09422 LMwDS_long 
90 0 AP891102-0185  105 7.08656 LMwDS_long 
90 0 AP891106-0069  106 7.08512 LMwDS_long 
90 0 AP890607-0123  107 7.07544 LMwDS_long 
90 0 AP891213-0178  108 7.05538 LMwDS_long 
90 0 AP890330-0214  109 7.04423 LMwDS_long 
90 0 AP891206-0007  110 7.04416 LMwDS_long 
90 0 AP890816-0264  111 7.04055 LMwDS_long 
90 0 AP890502-0153  112 7.03456 LMwDS_long 
90 0 AP890913-0042  113 7.02597 LMwDS_long 
90 0 AP890412-0116  114 6.99476 LMwDS_long 
90 0 AP890123-0122  115 6.99454 LMwDS_long 
90 0 AP890925-0100  116 6.99105 LMwDS_long 
90 0 AP890526-0133  117 6.98706 LMwDS_long 
90 0 AP890315-0283  118 6.94976 LMwDS_long 
90 0 AP890315-0285  119 6.94976 LMwDS_long 
90 0 AP890125-0006  120 6.94901 LMwDS_long 
90 0 AP890709-0075  121 6.92374 LMwDS_long 
90 0 AP890116-0205  122 6.91517 LMwDS_long 
90 0 AP890130-0121  123 6.90694 LMwDS_long 
90 0 AP891031-0226  124 6.89387 LMwDS_long 
90 0 AP890728-0229  125 6.89325 LMwDS_long 
90 0 AP891111-0132  126 6.89001 LMwDS_long 
90 0 AP890302-0294  127 6.88189 LMwDS_long 
90 0 AP891103-0270  128 6.87011 LMwDS_long 
90 0 AP890211-0009  129 6.83270 LMwDS_long 
90 0 AP890221-0281  130 6.81079 LMwDS_long 
90 0 AP890206-0260  131 6.80133 LMwDS_long 
90 0 AP890313-0194  132 6.79588 LMwDS_long 
90 0 AP890509-0069  133 6.78650 LMwDS_long 
90 0 AP890818-0108  134 6.78524 LMwDS_long 
90 0 AP890426-0255  135 6.78236 LMwDS_long 
90 0 AP890726-0277  136 6.77806 LMwDS_long 
90 0 AP890512-0261  137 6.77242 LMwDS_long 
90 0 AP890620-0144  138 6.74635 LMwDS_long 
90 0 AP890505-0075  139 6.73946 LMwDS_long 
90 0 AP890505-0203  140 6.73946 LMwDS_long 
90 0 AP890919-0217  141 6.73879 LMwDS_long 
90 0 AP891208-0233  142 6.73461 LMwDS_long 
90 0 AP890308-0288  143 6.72931 LMwDS_long 
90 0 AP890523-0023  144 6.72722 LMwDS_long 
90 0 AP890912-0006  145 6.72550 LMwDS_long 
90 0 AP890620-0068  146 6.71860 LMwDS_long 
90 0 AP890318-0165  147 6.69990 LMwDS_long 
90 0 AP890619-0297  148 6.69569 LMwDS_long 
90 0 AP891109-0189  149 6.69432 LMwDS_long 
90 0 AP890301-0302  150 6.69129 LMwDS_long 
90 0 AP890714-0249  151 6.69037 LMwDS_long 
90 0 AP890602-0242  152 6.68523 LMwDS_long 
90 0 AP891022-0035  153 6.68313 LMwDS_long 
90 0 AP890413-0014  154 6.68112 LMwDS_long 
90 0 AP890707-0224  155 6.67563 LMwDS_long 
90 0 AP891101-0101  156 6.65588 LMwDS_long 
90 0 AP890110-0030  157 6.63399 LMwDS_long 
90 0 AP891031-0042  158 6.61731 LMwDS_long 
90 0 AP890209-0264  159 6.61099 LMwDS_long 
90 0 AP890505-0076  160 6.60743 LMwDS_long 
90 0 AP890914-0002  161 6.59806 LMwDS_long 
90 0 AP890609-0231  162 6.59384 LMwDS_long 
90 0 AP890511-0267  163 6.55735 LMwDS_long 
90 0 AP890824-0124  164 6.54803 LMwDS_long 
90 0 AP890830-0199  165 6.54697 LMwDS_long 
90 0 AP890213-0236  166 6.54109 LMwDS_long 
90 0 AP891017-0111  167 6.53508 LMwDS_long 
90 0 AP890811-0135  168 6.52348 LMwDS_long 
90 0 AP890727-0044  169 6.52287 LMwDS_long 
90 0 AP891207-0206  170 6.52145 LMwDS_long 
90 0 AP891103-0046  171 6.51944 LMwDS_long 
90 0 AP890705-0086  172 6.51332 LMwDS_long 
90 0 AP890819-0157  173 6.51315 LMwDS_long 
90 0 AP890920-0112  174 6.51037 LMwDS_long 
90 0 AP890125-0188  175 6.49584 LMwDS_long 
90 0 AP891214-0227  176 6.46690 LMwDS_long 
90 0 AP890717-0198  177 6.46300 LMwDS_long 
90 0 AP891019-0133  178 6.45687 LMwDS_long 
90 0 AP890721-0140  179 6.45588 LMwDS_long 
90 0 AP890220-0171  180 6.45395 LMwDS_long 
90 0 AP890523-0140  181 6.44797 LMwDS_long 
90 0 AP890714-0278  182 6.44644 LMwDS_long 
90 0 AP890811-0241  183 6.44325 LMwDS_long 
90 0 AP890822-0156  184 6.43521 LMwDS_long 
90 0 AP890411-0238  185 6.43450 LMwDS_long 
90 0 AP891031-0273  186 6.42915 LMwDS_long 
90 0 AP890516-0171  187 6.41810 LMwDS_long 
90 0 AP890113-0124  188 6.41715 LMwDS_long 
90 0 AP890614-0084  189 6.41568 LMwDS_long 
90 0 AP890313-0156  190 6.41546 LMwDS_long 
90 0 AP890503-0101  191 6.41535 LMwDS_long 
90 0 AP890728-0208  192 6.40567 LMwDS_long 
90 0 AP890309-0230  193 6.39033 LMwDS_long 
90 0 AP890823-0014  194 6.37058 LMwDS_long 
90 0 AP890602-0263  195 6.36805 LMwDS_long 
90 0 AP891013-0145  196 6.36119 LMwDS_long 
90 0 AP891219-0209  197 6.35828 LMwDS_long 
90 0 AP890130-0016  198 6.35452 LMwDS_long 
90 0 AP890919-0221  199 6.35212 LMwDS_long 
90 0 AP891228-0186  200 6.34159 LMwDS_long 
90 0 AP890215-0256  201 6.33484 LMwDS_long 
90 0 AP890210-0253  202 6.32850 LMwDS_long 
90 0 AP890325-0010  203 6.32585 LMwDS_long 
90 0 AP891214-0047  204 6.31123 LMwDS_long 
90 0 AP890316-0010  205 6.29640 LMwDS_long 
90 0 AP890515-0124  206 6.29278 LMwDS_long 
90 0 AP890608-0208  207 6.26345 LMwDS_long 
90 0 AP891104-0058  208 6.26063 LMwDS_long 
90 0 AP890408-0138  209 6.25796 LMwDS_long 
90 0 AP890425-0137  210 6.25631 LMwDS_long 
90 0 AP890214-0201  211 6.25198 LMwDS_long 
90 0 AP890221-0104  212 6.24229 LMwDS_long 
90 0 AP891218-0012  213 6.24224 LMwDS_long 
90 0 AP890421-0074  214 6.23674 LMwDS_long 
90 0 AP890208-0128  215 6.23342 LMwDS_long 
90 0 AP890308-0168  216 6.21300 LMwDS_long 
90 0 AP890603-0045  217 6.21245 LMwDS_long 
90 0 AP890130-0212  218 6.18108 LMwDS_long 
90 0 AP890116-0214  219 6.17798 LMwDS_long 
90 0 AP891215-0222  220 6.17248 LMwDS_long 
90 0 AP890112-0275  221 6.14976 LMwDS_long 
90 0 AP890901-0201  222 6.14539 LMwDS_long 
90 0 AP890825-0024  223 6.13765 LMwDS_long 
90 0 AP890530-0007  224 6.13722 LMwDS_long 
90 0 AP890901-0246  225 6.12740 LMwDS_long 
90 0 AP890904-0162  226 6.12740 LMwDS_long 
90 0 AP891211-0304  227 6.12499 LMwDS_long 
90 0 AP890327-0169  228 6.11843 LMwDS_long 
90 0 AP890726-0311  229 6.11712 LMwDS_long 
90 0 AP891026-0282  230 6.11316 LMwDS_long 
90 0 AP890717-0203  231 6.11008 LMwDS_long 
90 0 AP891204-0154  232 6.10595 LMwDS_long 
90 0 AP891005-0132  233 6.10504 LMwDS_long 
90 0 AP890729-0080  234 6.10199 LMwDS_long 
90 0 AP890227-0010  235 6.09881 LMwDS_long 
90 0 AP890429-0011  236 6.09191 LMwDS_long 
90 0 AP890601-0183  237 6.08745 LMwDS_long 
90 0 AP890608-0222  238 6.07150 LMwDS_long 
90 0 AP891101-0226  239 6.05865 LMwDS_long 
90 0 AP890405-0262  240 6.05329 LMwDS_long 
90 0 AP891206-0214  241 6.05329 LMwDS_long 
90 0 AP890512-0194  242 6.05027 LMwDS_long 
90 0 AP891103-0004  243 6.04745 LMwDS_long 
90 0 AP890613-0147  244 6.04664 LMwDS_long 
90 0 AP890427-0234  245 6.04413 LMwDS_long 
90 0 AP890609-0079  246 6.04290 LMwDS_long 
90 0 AP890511-0242  247 6.04084 LMwDS_long 
90 0 AP890914-0035  248 6.03572 LMwDS_long 
90 0 AP890407-0306  249 6.03044 LMwDS_long 
90 0 AP890112-0062  250 6.02929 LMwDS_long 
90 0 AP890627-0023  251 6.02807 LMwDS_long 
90 0 AP890117-0218  252 6.02660 LMwDS_long 
90 0 AP890602-0117  253 6.02647 LMwDS_long 
90 0 AP890310-0135  254 6.02570 LMwDS_long 
90 0 AP891223-0091  255 6.00290 LMwDS_long 
90 0 AP890505-0148  256 5.99524 LMwDS_long 
90 0 AP890308-0187  257 5.99464 LMwDS_long 
90 0 AP890507-0047  258 5.99367 LMwDS_long 
90 0 AP890504-0216  259 5.99250 LMwDS_long 
90 0 AP890727-0153  260 5.98527 LMwDS_long 
90 0 AP890507-0034  261 5.98354 LMwDS_long 
90 0 AP891026-0268  262 5.98321 LMwDS_long 
90 0 AP890511-0038  263 5.98150 LMwDS_long 
90 0 AP890724-0264  264 5.98134 LMwDS_long 
90 0 AP890210-0130  265 5.97298 LMwDS_long 
90 0 AP890828-0118  266 5.97186 LMwDS_long 
90 0 AP890323-0285  267 5.96601 LMwDS_long 
90 0 AP890907-0228  268 5.96114 LMwDS_long 
90 0 AP890201-0281  269 5.96002 LMwDS_long 
90 0 AP890407-0097  270 5.95539 LMwDS_long 
90 0 AP890727-0261  271 5.95295 LMwDS_long 
90 0 AP890306-0266  272 5.95046 LMwDS_long 
90 0 AP890103-0237  273 5.94958 LMwDS_long 
90 0 AP890928-0094  274 5.94011 LMwDS_long 
90 0 AP891215-0295  275 5.94006 LMwDS_long 
90 0 AP890303-0157  276 5.93944 LMwDS_long 
90 0 AP891016-0232  277 5.93328 LMwDS_long 
90 0 AP890602-0270  278 5.92998 LMwDS_long 
90 0 AP891112-0056  279 5.92075 LMwDS_long 
90 0 AP891103-0191  280 5.91881 LMwDS_long 
90 0 AP890721-0204  281 5.91695 LMwDS_long 
90 0 AP890817-0220  282 5.91408 LMwDS_long 
90 0 AP891025-0021  283 5.91281 LMwDS_long 
90 0 AP890301-0310  284 5.91113 LMwDS_long 
90 0 AP891114-0243  285 5.90828 LMwDS_long 
90 0 AP890125-0286  286 5.90408 LMwDS_long 
90 0 AP890516-0080  287 5.87725 LMwDS_long 
90 0 AP890403-0095  288 5.87270 LMwDS_long 
90 0 AP890324-0240  289 5.87091 LMwDS_long 
90 0 AP890210-0150  290 5.86199 LMwDS_long 
90 0 AP890912-0274  291 5.85374 LMwDS_long 
90 0 AP890608-0124  292 5.84568 LMwDS_long 
90 0 AP890715-0106  293 5.84111 LMwDS_long 
90 0 AP890420-0238  294 5.84060 LMwDS_long 
90 0 AP890831-0218  295 5.83771 LMwDS_long 
90 0 AP890513-0004  296 5.83340 LMwDS_long 
90 0 AP890425-0269  297 5.82474 LMwDS_long 
90 0 AP890123-0296  298 5.82470 LMwDS_long 
90 0 AP891214-0098  299 5.82177 LMwDS_long 
90 0 AP890221-0138  300 5.82055 LMwDS_long 
90 0 AP891215-0271  301 5.81927 LMwDS_long 
90 0 AP890227-0322  302 5.81541 LMwDS_long 
90 0 AP890110-0022  303 5.81407 LMwDS_long 
90 0 AP890402-0001  304 5.81066 LMwDS_long 
90 0 AP890225-0158  305 5.80991 LMwDS_long 
90 0 AP891030-0294  306 5.80822 LMwDS_long 
90 0 AP890128-0113  307 5.80312 LMwDS_long 
90 0 AP891025-0277  308 5.79483 LMwDS_long 
90 0 AP890317-0250  309 5.79180 LMwDS_long 
90 0 AP890404-0068  310 5.78814 LMwDS_long 
90 0 AP890421-0198  311 5.78347 LMwDS_long 
90 0 AP890213-0102  312 5.78103 LMwDS_long 
90 0 AP890311-0118  313 5.77983 LMwDS_long 
90 0 AP890313-0180  314 5.77901 LMwDS_long 
90 0 AP890113-0162  315 5.76467 LMwDS_long 
90 0 AP890927-0286  316 5.76453 LMwDS_long 
90 0 AP890906-0023  317 5.76050 LMwDS_long 
90 0 AP890525-0219  318 5.76031 LMwDS_long 
90 0 AP890407-0110  319 5.76003 LMwDS_long 
90 0 AP890126-0281  320 5.73468 LMwDS_long 
90 0 AP890406-0194  321 5.73134 LMwDS_long 
90 0 AP890407-0182  322 5.72568 LMwDS_long 
90 0 AP890907-0233  323 5.72528 LMwDS_long 
90 0 AP890420-0149  324 5.71287 LMwDS_long 
90 0 AP890508-0155  325 5.70811 LMwDS_long 
90 0 AP890201-0299  326 5.70706 LMwDS_long 
90 0 AP890928-0139  327 5.70489 LMwDS_long 
90 0 AP890817-0121  328 5.70201 LMwDS_long 
90 0 AP891219-0092  329 5.69159 LMwDS_long 
90 0 AP890125-0285  330 5.68517 LMwDS_long 
90 0 AP890727-0234  331 5.68427 LMwDS_long 
90 0 AP890503-0270  332 5.68174 LMwDS_long 
90 0 AP890213-0185  333 5.67378 LMwDS_long 
90 0 AP891113-0269  334 5.67378 LMwDS_long 
90 0 AP890715-0047  335 5.65752 LMwDS_long 
90 0 AP890406-0222  336 5.65418 LMwDS_long 
90 0 AP890112-0028  337 5.65202 LMwDS_long 
90 0 AP891003-0237  338 5.64752 LMwDS_long 
90 0 AP891012-0310  339 5.64432 LMwDS_long 
90 0 AP891118-0008  340 5.64321 LMwDS_long 
90 0 AP890724-0116  341 5.64302 LMwDS_long 
90 0 AP890724-0253  342 5.64302 LMwDS_long 
90 0 AP890304-0141  343 5.63727 LMwDS_long 
90 0 AP890420-0204  344 5.62964 LMwDS_long 
90 0 AP890210-0090  345 5.62960 LMwDS_long 
90 0 AP890410-0244  346 5.62606 LMwDS_long 
90 0 AP890617-0081  347 5.61317 LMwDS_long 
90 0 AP891226-0209  348 5.60550 LMwDS_long 
90 0 AP890513-0038  349 5.60515 LMwDS_long 
90 0 AP890818-0197  350 5.59407 LMwDS_long 
90 0 AP891019-0236  351 5.58319 LMwDS_long 
90 0 AP890421-0034  352 5.57987 LMwDS_long 
90 0 AP890109-0320  353 5.57965 LMwDS_long 
90 0 AP890206-0243  354 5.57965 LMwDS_long 
90 0 AP890626-0272  355 5.57965 LMwDS_long 
90 0 AP890527-0067  356 5.57758 LMwDS_long 
90 0 AP890619-0218  357 5.57681 LMwDS_long 
90 0 AP890119-0313  358 5.57570 LMwDS_long 
90 0 AP891006-0186  359 5.57558 LMwDS_long 
90 0 AP890311-0171  360 5.56546 LMwDS_long 
90 0 AP890116-0015  361 5.55777 LMwDS_long 
90 0 AP890401-0038  362 5.55355 LMwDS_long 
90 0 AP890413-0278  363 5.55066 LMwDS_long 
90 0 AP890716-0049  364 5.54512 LMwDS_long 
90 0 AP890111-0181  365 5.54494 LMwDS_long 
90 0 AP890513-0074  366 5.54475 LMwDS_long 
90 0 AP890126-0088  367 5.53691 LMwDS_long 
90 0 AP890621-0213  368 5.53475 LMwDS_long 
90 0 AP890421-0169  369 5.53439 LMwDS_long 
90 0 AP890731-0053  370 5.53197 LMwDS_long 
90 0 AP890106-0049  371 5.52884 LMwDS_long 
90 0 AP890821-0189  372 5.52773 LMwDS_long 
90 0 AP891002-0151  373 5.52668 LMwDS_long 
90 0 AP890912-0235  374 5.51902 LMwDS_long 
90 0 AP890316-0290  375 5.51808 LMwDS_long 
90 0 AP890731-0095  376 5.51544 LMwDS_long 
90 0 AP890415-0119  377 5.51197 LMwDS_long 
90 0 AP890924-0088  378 5.51057 LMwDS_long 
90 0 AP890324-0085  379 5.50436 LMwDS_long 
90 0 AP890210-0057  380 5.49659 LMwDS_long 
90 0 AP890907-0239  381 5.49488 LMwDS_long 
90 0 AP890417-0264  382 5.49023 LMwDS_long 
90 0 AP890518-0119  383 5.49006 LMwDS_long 
90 0 AP890422-0011  384 5.48282 LMwDS_long 
90 0 AP890315-0296  385 5.47929 LMwDS_long 
90 0 AP891003-0245  386 5.47678 LMwDS_long 
90 0 AP891003-0249  387 5.47678 LMwDS_long 
90 0 AP890319-0023  388 5.47632 LMwDS_long 
90 0 AP890113-0019  389 5.47183 LMwDS_long 
90 0 AP890131-0051  390 5.47094 LMwDS_long 
90 0 AP891110-0267  391 5.46989 LMwDS_long 
90 0 AP890521-0014  392 5.46510 LMwDS_long 
90 0 AP891009-0196  393 5.46346 LMwDS_long 
90 0 AP890306-0159  394 5.46274 LMwDS_long 
90 0 AP890106-0245  395 5.46183 LMwDS_long 
90 0 AP890707-0072  396 5.45684 LMwDS_long 
90 0 AP891030-0270  397 5.45265 LMwDS_long 
90 0 AP890306-0048  398 5.45074 LMwDS_long 
90 0 AP890414-0303  399 5.44336 LMwDS_long 
90 0 AP890417-0198  400 5.44081 LMwDS_long 
90 0 AP890606-0018  401 5.43923 LMwDS_long 
90 0 AP890310-0275  402 5.43857 LMwDS_long 
90 0 AP891102-0151  403 5.43595 LMwDS_long 
90 0 AP890413-0230  404 5.43453 LMwDS_long 
90 0 AP890921-0238  405 5.43414 LMwDS_long 
90 0 AP891215-0270  406 5.42723 LMwDS_long 
90 0 AP890508-0214  407 5.42677 LMwDS_long 
90 0 AP890302-0168  408 5.42670 LMwDS_long 
90 0 AP890307-0099  409 5.41209 LMwDS_long 
90 0 AP891012-0265  410 5.40931 LMwDS_long 
90 0 AP890510-0129  411 5.40855 LMwDS_long 
90 0 AP890809-0069  412 5.40855 LMwDS_long 
90 0 AP890706-0179  413 5.40812 LMwDS_long 
90 0 AP890225-0004  414 5.40664 LMwDS_long 
90 0 AP891019-0302  415 5.40285 LMwDS_long 
90 0 AP890509-0275  416 5.40121 LMwDS_long 
90 0 AP891024-0016  417 5.40069 LMwDS_long 
90 0 AP890713-0296  418 5.39161 LMwDS_long 
90 0 AP890425-0156  419 5.38274 LMwDS_long 
90 0 AP890417-0151  420 5.38120 LMwDS_long 
90 0 AP890113-0083  421 5.38091 LMwDS_long 
90 0 AP890310-0066  422 5.37914 LMwDS_long 
90 0 AP891211-0287  423 5.37512 LMwDS_long 
90 0 AP890614-0226  424 5.37101 LMwDS_long 
90 0 AP890227-0215  425 5.37008 LMwDS_long 
90 0 AP891003-0208  426 5.36850 LMwDS_long 
90 0 AP890126-0288  427 5.36614 LMwDS_long 
90 0 AP890217-0194  428 5.36614 LMwDS_long 
90 0 AP890308-0294  429 5.36614 LMwDS_long 
90 0 AP890406-0249  430 5.36614 LMwDS_long 
90 0 AP890420-0270  431 5.36614 LMwDS_long 
90 0 AP890426-0288  432 5.36614 LMwDS_long 
90 0 AP890928-0272  433 5.36614 LMwDS_long 
90 0 AP890826-0091  434 5.36525 LMwDS_long 
90 0 AP890510-0024  435 5.35987 LMwDS_long 
90 0 AP890821-0029  436 5.35796 LMwDS_long 
90 0 AP890613-0196  437 5.35628 LMwDS_long 
90 0 AP890223-0244  438 5.35433 LMwDS_long 
90 0 AP890302-0260  439 5.35104 LMwDS_long 
90 0 AP890302-0247  440 5.34649 LMwDS_long 
90 0 AP890203-0217  441 5.34465 LMwDS_long 
90 0 AP890505-0180  442 5.33417 LMwDS_long 
90 0 AP890407-0012  443 5.33174 LMwDS_long 
90 0 AP890627-0140  444 5.33095 LMwDS_long 
90 0 AP890730-0036  445 5.32958 LMwDS_long 
90 0 AP890711-0249  446 5.32729 LMwDS_long 
90 0 AP890712-0245  447 5.32729 LMwDS_long 
90 0 AP890714-0285  448 5.32729 LMwDS_long 
90 0 AP890715-0017  449 5.32430 LMwDS_long 
90 0 AP890906-0029  450 5.32088 LMwDS_long 
90 0 AP890417-0277  451 5.31852 LMwDS_long 
90 0 AP890727-0033  452 5.31290 LMwDS_long 
90 0 AP890821-0081  453 5.31272 LMwDS_long 
90 0 AP890814-0193  454 5.29489 LMwDS_long 
90 0 AP890831-0037  455 5.29442 LMwDS_long 
90 0 AP891107-0259  456 5.29408 LMwDS_long 
90 0 AP890920-0101  457 5.29148 LMwDS_long 
90 0 AP890615-0292  458 5.28724 LMwDS_long 
90 0 AP890628-0169  459 5.28102 LMwDS_long 
90 0 AP890720-0012  460 5.27652 LMwDS_long 
90 0 AP890126-0082  461 5.27629 LMwDS_long 
90 0 AP890203-0239  462 5.27579 LMwDS_long 
90 0 AP891122-0241  463 5.27141 LMwDS_long 
90 0 AP890417-0204  464 5.27105 LMwDS_long 
90 0 AP890406-0234  465 5.25779 LMwDS_long 
90 0 AP890614-0130  466 5.25730 LMwDS_long 
90 0 AP891221-0118  467 5.25611 LMwDS_long 
90 0 AP890414-0269  468 5.25357 LMwDS_long 
