51 0 AP890908-0222    1 8.04724 LMwDS_short 
95 0 AP890929-0232  946 2.43582 LMwDS_short 
95 0 AP891019-0286  947 2.43582 LMwDS_short 
95 0 AP891030-0143  948 2.43582 LMwDS_short 
95 0 AP890323-0262  949 2.43497 LMwDS_short 
95 0 AP890830-0020  950 2.43497 LMwDS_short 
95 0 AP890125-0271  951 2.38792 LMwDS_short 
95 0 AP890209-0130  952 2.38792 LMwDS_short 
95 0 AP890322-0291  953 2.38792 LMwDS_short 
95 0 AP890329-0002  954 2.38792 LMwDS_short 
95 0 AP890503-0008  955 2.38792 LMwDS_short 
95 0 AP890512-0179  956 2.38792 LMwDS_short 
95 0 AP890525-0201  957 2.38792 LMwDS_short 
95 0 AP890619-0025  958 2.38792 LMwDS_short 
95 0 AP890622-0184  959 2.38792 LMwDS_short 
95 0 AP890707-0061  960 2.38792 LMwDS_short 
95 0 AP890708-0070  961 2.38792 LMwDS_short 
95 0 AP890809-0242  962 2.38792 LMwDS_short 
95 0 AP890831-0261  963 2.38792 LMwDS_short 
95 0 AP890921-0231  964 2.38792 LMwDS_short 
95 0 AP890927-0266  965 2.38792 LMwDS_short 
95 0 AP890930-0069  966 2.38792 LMwDS_short 
95 0 AP891113-0250  967 2.38792 LMwDS_short 
95 0 AP891123-0159  968 2.38792 LMwDS_short 
95 0 AP891221-0222  969 2.38792 LMwDS_short 
95 0 AP891229-0228  970 2.38792 LMwDS_short 
95 0 AP890216-0066  971 2.38446 LMwDS_short 
95 0 AP890615-0219  972 2.38446 LMwDS_short 
95 0 AP890811-0045  973 2.38446 LMwDS_short 
95 0 AP890825-0201  974 2.38446 LMwDS_short 
95 0 AP890222-0115  975 2.35742 LMwDS_short 
95 0 AP890315-0230  976 2.35742 LMwDS_short 
95 0 AP890426-0274  977 2.35742 LMwDS_short 
95 0 AP890517-0081  978 2.35742 LMwDS_short 
95 0 AP890615-0088  979 2.35742 LMwDS_short 
95 0 AP890619-0125  980 2.35742 LMwDS_short 
95 0 AP890621-0034  981 2.35742 LMwDS_short 
95 0 AP890623-0025  982 2.35742 LMwDS_short 
95 0 AP890627-0014  983 2.35742 LMwDS_short 
95 0 AP890628-0043  984 2.35742 LMwDS_short 
95 0 AP890731-0061  985 2.35742 LMwDS_short 
95 0 AP890814-0189  986 2.35742 LMwDS_short 
95 0 AP891012-0216  987 2.35742 LMwDS_short 
95 0 AP891107-0299  988 2.35742 LMwDS_short 
95 0 AP891112-0042  989 2.35742 LMwDS_short 
95 0 AP891125-0057  990 2.35742 LMwDS_short 
95 0 AP891225-0056  991 2.35742 LMwDS_short 
95 0 AP890921-0006  992 2.33571 LMwDS_short 
95 0 AP890214-0240  993 2.33300 LMwDS_short 
95 0 AP890124-0011  994 2.32133 LMwDS_short 
95 0 AP890211-0010  995 2.30960 LMwDS_short 
95 0 AP891023-0075  996 2.30960 LMwDS_short 
95 0 AP891026-0281  997 2.30960 LMwDS_short 
95 0 AP890113-0226  998 2.30952 LMwDS_short 
95 0 AP890118-0295  999 2.30952 LMwDS_short 
95 0 AP890118-0312 1000 2.30952 LMwDS_short 
96 0 AP890120-0023    1 8.26965 LMwDS_short 
96 0 AP890919-0224    2 7.95741 LMwDS_short 
96 0 AP890119-0173    3 7.32486 LMwDS_short 
96 0 AP890615-0171    4 6.82832 LMwDS_short 
96 0 AP890717-0100    5 6.77446 LMwDS_short 
96 0 AP890921-0016    6 6.77446 LMwDS_short 
96 0 AP890620-0257    7 6.68854 LMwDS_short 
96 0 AP891127-0234    8 6.65902 LMwDS_short 
96 0 AP891128-0041    9 6.63376 LMwDS_short 
96 0 AP890102-0141   10 6.59765 LMwDS_short 
96 0 AP890607-0207   11 6.59765 LMwDS_short 
96 0 AP891103-0231   12 6.59517 LMwDS_short 
96 0 AP890605-0117   13 6.56680 LMwDS_short 
96 0 AP890605-0120   14 6.48395 LMwDS_short 
96 0 AP890613-0004   15 6.48395 LMwDS_short 
96 0 AP890309-0132   16 6.45245 LMwDS_short 
96 0 AP890424-0115   17 6.44400 LMwDS_short 
96 0 AP891214-0077   18 6.33530 LMwDS_short 
96 0 AP890210-0072   19 6.27123 LMwDS_short 
96 0 AP891109-0041   20 6.22170 LMwDS_short 
96 0 AP891024-0240   21 6.09820 LMwDS_short 
96 0 AP890215-0166   22 6.09760 LMwDS_short 
96 0 AP890310-0065   23 6.09760 LMwDS_short 
96 0 AP890728-0016   24 6.08470 LMwDS_short 
96 0 AP891222-0005   25 6.08470 LMwDS_short 
96 0 AP890223-0007   26 6.07361 LMwDS_short 
96 0 AP890522-0328   27 6.03273 LMwDS_short 
96 0 AP890710-0232   28 6.03273 LMwDS_short 
96 0 AP890123-0255   29 6.01355 LMwDS_short 
96 0 AP890605-0119   30 6.01355 LMwDS_short 
96 0 AP890612-0004   31 6.01355 LMwDS_short 
96 0 AP891204-0203   32 6.01355 LMwDS_short 
96 0 AP890206-0268   33 5.99734 LMwDS_short 
96 0 AP890717-0012   34 5.99674 LMwDS_short 
96 0 AP890421-0027   35 5.97275 LMwDS_short 
96 0 AP890510-0127   36 5.92788 LMwDS_short 
96 0 AP890228-0209   37 5.90213 LMwDS_short 
96 0 AP890127-0100   38 5.84610 LMwDS_short 
96 0 AP891103-0230   39 5.79311 LMwDS_short 
96 0 AP890106-0222   40 5.74469 LMwDS_short 
96 0 AP890203-0012   41 5.72621 LMwDS_short 
96 0 AP890607-0258   42 5.67640 LMwDS_short 
96 0 AP890629-0293   43 5.67640 LMwDS_short 
96 0 AP890213-0219   44 5.64615 LMwDS_short 
96 0 AP890627-0022   45 5.59353 LMwDS_short 
96 0 AP890601-0107   46 5.57992 LMwDS_short 
96 0 AP890109-0348   47 5.57553 LMwDS_short 
96 0 AP890625-0075   48 5.57553 LMwDS_short 
96 0 AP890726-0290   49 5.57553 LMwDS_short 
96 0 AP890123-0257   50 5.56940 LMwDS_short 
96 0 AP890329-0167   51 5.56744 LMwDS_short 
96 0 AP890915-0024   52 5.56744 LMwDS_short 
96 0 AP890303-0181   53 5.48715 LMwDS_short 
96 0 AP890505-0261   54 5.48715 LMwDS_short 
96 0 AP890601-0361   55 5.48715 LMwDS_short 
96 0 AP890720-0287   56 5.48715 LMwDS_short 
96 0 AP890804-0163   57 5.48715 LMwDS_short 
96 0 AP890919-0239   58 5.48715 LMwDS_short 
96 0 AP890127-0146   59 5.43671 LMwDS_short 
96 0 AP890216-0065   60 5.43671 LMwDS_short 
96 0 AP890417-0113   61 5.42775 LMwDS_short 
96 0 AP891029-0044   62 5.42775 LMwDS_short 
96 0 AP890803-0284   63 5.41885 LMwDS_short 
96 0 AP890823-0216   64 5.41885 LMwDS_short 
96 0 AP890906-0297   65 5.41885 LMwDS_short 
96 0 AP890509-0164   66 5.39828 LMwDS_short 
96 0 AP890528-0024   67 5.39828 LMwDS_short 
96 0 AP890914-0042   68 5.39828 LMwDS_short 
96 0 AP890105-0287   69 5.31799 LMwDS_short 
96 0 AP890601-0368   70 5.31799 LMwDS_short 
96 0 AP890819-0085   71 5.31799 LMwDS_short 
96 0 AP891122-0234   72 5.30939 LMwDS_short 
96 0 AP890515-0169   73 5.24644 LMwDS_short 
96 0 AP890221-0306   74 5.22277 LMwDS_short 
96 0 AP890803-0280   75 5.22277 LMwDS_short 
96 0 AP890210-0112   76 5.15968 LMwDS_short 
96 0 AP890312-0053   77 5.15968 LMwDS_short 
96 0 AP890422-0012   78 5.15968 LMwDS_short 
96 0 AP890307-0206   79 5.14661 LMwDS_short 
96 0 AP890314-0239   80 5.13936 LMwDS_short 
96 0 AP890504-0281   81 5.13936 LMwDS_short 
96 0 AP890726-0263   82 5.13936 LMwDS_short 
96 0 AP890801-0271   83 5.13936 LMwDS_short 
96 0 AP890421-0179   84 5.11760 LMwDS_short 
96 0 AP890103-0197   85 5.11632 LMwDS_short 
96 0 AP891213-0116   86 5.11292 LMwDS_short 
96 0 AP890519-0028   87 5.07627 LMwDS_short 
96 0 AP890619-0121   88 5.07627 LMwDS_short 
96 0 AP890731-0104   89 5.07627 LMwDS_short 
96 0 AP890519-0041   90 5.00797 LMwDS_short 
96 0 AP890612-0099   91 5.00797 LMwDS_short 
96 0 AP891012-0024   92 5.00797 LMwDS_short 
96 0 AP891114-0154   93 5.00797 LMwDS_short 
96 0 AP891114-0166   94 5.00797 LMwDS_short 
96 0 AP891222-0081   95 5.00797 LMwDS_short 
96 0 AP890623-0267   96 4.97020 LMwDS_short 
96 0 AP890728-0253   97 4.97020 LMwDS_short 
96 0 AP890804-0185   98 4.97020 LMwDS_short 
96 0 AP891126-0021   99 4.92236 LMwDS_short 
96 0 AP890217-0116  100 4.90711 LMwDS_short 
96 0 AP890808-0048  101 4.90711 LMwDS_short 
96 0 AP890927-0030  102 4.90711 LMwDS_short 
96 0 AP891102-0036  103 4.90711 LMwDS_short 
96 0 AP891214-0197  104 4.90711 LMwDS_short 
96 0 AP891129-0117  105 4.85329 LMwDS_short 
96 0 AP890116-0132  106 4.81338 LMwDS_short 
96 0 AP890508-0220  107 4.81338 LMwDS_short 
96 0 AP890727-0266  108 4.81338 LMwDS_short 
96 0 AP890422-0028  109 4.79280 LMwDS_short 
96 0 AP891124-0106  110 4.79280 LMwDS_short 
96 0 AP890522-0285  111 4.77624 LMwDS_short 
96 0 AP891109-0306  112 4.76062 LMwDS_short 
96 0 AP890114-0117  113 4.75029 LMwDS_short 
96 0 AP890217-0094  114 4.75029 LMwDS_short 
96 0 AP890607-0092  115 4.75029 LMwDS_short 
96 0 AP890626-0240  116 4.75029 LMwDS_short 
96 0 AP890821-0206  117 4.75029 LMwDS_short 
96 0 AP890927-0217  118 4.75029 LMwDS_short 
96 0 AP890219-0037  119 4.71439 LMwDS_short 
96 0 AP890430-0028  120 4.71439 LMwDS_short 
96 0 AP890724-0269  121 4.68503 LMwDS_short 
96 0 AP890510-0100  122 4.68413 LMwDS_short 
96 0 AP890720-0151  123 4.68413 LMwDS_short 
96 0 AP890120-0233  124 4.58439 LMwDS_short 
96 0 AP890216-0219  125 4.58439 LMwDS_short 
96 0 AP890914-0149  126 4.53332 LMwDS_short 
96 0 AP890412-0034  127 4.52731 LMwDS_short 
96 0 AP890221-0253  128 4.49029 LMwDS_short 
96 0 AP890424-0016  129 4.49029 LMwDS_short 
96 0 AP890605-0145  130 4.49029 LMwDS_short 
96 0 AP890107-0130  131 4.47240 LMwDS_short 
96 0 AP890125-0119  132 4.43246 LMwDS_short 
96 0 AP890213-0236  133 4.43246 LMwDS_short 
96 0 AP890322-0202  134 4.43246 LMwDS_short 
96 0 AP890423-0047  135 4.43246 LMwDS_short 
96 0 AP890720-0280  136 4.43246 LMwDS_short 
96 0 AP890915-0029  137 4.43246 LMwDS_short 
96 0 AP890103-0060  138 4.36211 LMwDS_short 
96 0 AP890103-0114  139 4.36211 LMwDS_short 
96 0 AP890220-0017  140 4.36211 LMwDS_short 
96 0 AP890506-0112  141 4.36211 LMwDS_short 
96 0 AP891025-0037  142 4.36211 LMwDS_short 
96 0 AP891215-0047  143 4.36211 LMwDS_short 
96 0 AP890123-0235  144 4.31015 LMwDS_short 
96 0 AP890126-0204  145 4.29382 LMwDS_short 
96 0 AP890424-0145  146 4.23267 LMwDS_short 
96 0 AP890509-0112  147 4.23267 LMwDS_short 
96 0 AP890717-0036  148 4.23267 LMwDS_short 
96 0 AP891003-0034  149 4.23267 LMwDS_short 
96 0 AP890113-0097  150 4.19296 LMwDS_short 
96 0 AP890115-0084  151 4.19296 LMwDS_short 
96 0 AP890623-0138  152 4.19296 LMwDS_short 
96 0 AP890501-0220  153 4.19096 LMwDS_short 
96 0 AP890510-0045  154 4.19096 LMwDS_short 
96 0 AP890614-0182  155 4.19096 LMwDS_short 
96 0 AP890728-0020  156 4.19096 LMwDS_short 
96 0 AP890728-0192  157 4.19096 LMwDS_short 
96 0 AP890901-0095  158 4.19096 LMwDS_short 
96 0 AP891106-0180  159 4.19096 LMwDS_short 
96 0 AP891209-0109  160 4.19096 LMwDS_short 
96 0 AP890202-0163  161 4.15681 LMwDS_short 
96 0 AP890308-0171  162 4.15681 LMwDS_short 
96 0 AP890407-0221  163 4.15681 LMwDS_short 
96 0 AP890602-0076  164 4.15681 LMwDS_short 
96 0 AP890726-0134  165 4.15681 LMwDS_short 
96 0 AP890919-0053  166 4.15681 LMwDS_short 
96 0 AP890929-0068  167 4.15681 LMwDS_short 
96 0 AP891128-0103  168 4.15681 LMwDS_short 
96 0 AP890407-0067  169 4.12201 LMwDS_short 
96 0 AP890116-0098  170 4.10638 LMwDS_short 
96 0 AP890126-0035  171 4.10638 LMwDS_short 
96 0 AP890207-0113  172 4.10638 LMwDS_short 
96 0 AP890215-0187  173 4.10638 LMwDS_short 
96 0 AP890216-0195  174 4.10638 LMwDS_short 
96 0 AP890411-0119  175 4.10638 LMwDS_short 
96 0 AP890525-0096  176 4.10638 LMwDS_short 
96 0 AP890711-0018  177 4.10638 LMwDS_short 
96 0 AP890922-0260  178 4.10638 LMwDS_short 
96 0 AP890928-0233  179 4.10638 LMwDS_short 
96 0 AP891012-0124  180 4.10638 LMwDS_short 
96 0 AP891026-0130  181 4.10638 LMwDS_short 
96 0 AP891104-0032  182 4.10638 LMwDS_short 
96 0 AP891201-0077  183 4.10638 LMwDS_short 
96 0 AP891222-0016  184 4.07158 LMwDS_short 
96 0 AP891023-0051  185 4.04470 LMwDS_short 
96 0 AP890109-0287  186 4.03614 LMwDS_short 
96 0 AP890112-0023  187 4.03614 LMwDS_short 
96 0 AP890413-0163  188 4.03614 LMwDS_short 
96 0 AP890816-0009  189 4.03614 LMwDS_short 
96 0 AP891220-0138  190 4.03614 LMwDS_short 
96 0 AP890110-0229  191 4.02797 LMwDS_short 
96 0 AP890205-0014  192 4.02797 LMwDS_short 
96 0 AP890215-0190  193 4.02797 LMwDS_short 
96 0 AP890217-0127  194 4.02797 LMwDS_short 
96 0 AP890601-0277  195 4.02797 LMwDS_short 
96 0 AP890606-0035  196 4.02797 LMwDS_short 
96 0 AP890608-0145  197 4.02797 LMwDS_short 
96 0 AP890626-0095  198 4.02797 LMwDS_short 
96 0 AP890707-0192  199 4.02797 LMwDS_short 
96 0 AP890724-0211  200 4.02797 LMwDS_short 
96 0 AP890728-0202  201 4.02797 LMwDS_short 
96 0 AP890831-0181  202 4.02797 LMwDS_short 
96 0 AP890913-0021  203 4.02797 LMwDS_short 
96 0 AP890921-0208  204 4.02797 LMwDS_short 
96 0 AP891107-0006  205 4.02797 LMwDS_short 
96 0 AP891109-0152  206 4.02797 LMwDS_short 
96 0 AP891121-0210  207 4.02797 LMwDS_short 
96 0 AP890604-0027  208 4.01564 LMwDS_short 
96 0 AP890608-0215  209 4.01564 LMwDS_short 
96 0 AP890613-0003  210 4.01564 LMwDS_short 
96 0 AP890512-0293  211 3.99317 LMwDS_short 
96 0 AP890531-0236  212 3.97458 LMwDS_short 
96 0 AP890312-0019  213 3.96456 LMwDS_short 
96 0 AP890410-0166  214 3.89797 LMwDS_short 
96 0 AP890906-0187  215 3.89797 LMwDS_short 
96 0 AP891006-0224  216 3.89797 LMwDS_short 
96 0 AP891102-0237  217 3.89797 LMwDS_short 
96 0 AP890720-0116  218 3.84368 LMwDS_short 
96 0 AP890213-0203  219 3.79162 LMwDS_short 
96 0 AP890911-0182  220 3.77614 LMwDS_short 
96 0 AP891218-0089  221 3.77614 LMwDS_short 
96 0 AP891023-0157  222 3.73107 LMwDS_short 
96 0 AP891113-0008  223 3.68592 LMwDS_short 
96 0 AP891023-0030  224 3.63808 LMwDS_short 
96 0 AP890410-0058  225 3.61332 LMwDS_short 
96 0 AP890323-0019  226 3.60438 LMwDS_short 
96 0 AP891022-0098  227 3.58782 LMwDS_short 
96 0 AP890601-0188  228 3.56861 LMwDS_short 
96 0 AP890213-0058  229 3.55631 LMwDS_short 
96 0 AP890308-0098  230 3.54192 LMwDS_short 
96 0 AP890526-0245  231 3.54192 LMwDS_short 
96 0 AP890809-0083  232 3.54192 LMwDS_short 
96 0 AP890813-0049  233 3.54192 LMwDS_short 
96 0 AP891206-0076  234 3.54192 LMwDS_short 
96 0 AP891208-0267  235 3.54192 LMwDS_short 
96 0 AP891222-0268  236 3.54192 LMwDS_short 
96 0 AP890210-0151  237 3.51851 LMwDS_short 
96 0 AP890316-0011  238 3.51851 LMwDS_short 
96 0 AP890412-0135  239 3.51851 LMwDS_short 
96 0 AP890719-0303  240 3.51851 LMwDS_short 
96 0 AP890808-0015  241 3.51851 LMwDS_short 
96 0 AP890808-0154  242 3.51851 LMwDS_short 
96 0 AP891024-0043  243 3.51851 LMwDS_short 
96 0 AP891027-0191  244 3.51851 LMwDS_short 
96 0 AP891231-0048  245 3.51851 LMwDS_short 
96 0 AP890309-0223  246 3.50352 LMwDS_short 
96 0 AP890622-0215  247 3.50352 LMwDS_short 
96 0 AP890405-0245  248 3.49828 LMwDS_short 
96 0 AP890620-0228  249 3.49828 LMwDS_short 
96 0 AP890716-0026  250 3.49828 LMwDS_short 
96 0 AP890123-0236  251 3.47905 LMwDS_short 
96 0 AP890103-0176  252 3.47681 LMwDS_short 
96 0 AP890110-0080  253 3.47681 LMwDS_short 
96 0 AP890124-0044  254 3.47681 LMwDS_short 
96 0 AP890216-0271  255 3.47681 LMwDS_short 
96 0 AP890222-0199  256 3.47681 LMwDS_short 
96 0 AP890223-0056  257 3.47681 LMwDS_short 
96 0 AP890223-0276  258 3.47681 LMwDS_short 
96 0 AP890301-0142  259 3.47681 LMwDS_short 
96 0 AP890302-0277  260 3.47681 LMwDS_short 
96 0 AP890306-0289  261 3.47681 LMwDS_short 
96 0 AP890322-0250  262 3.47681 LMwDS_short 
96 0 AP890323-0251  263 3.47681 LMwDS_short 
96 0 AP890327-0112  264 3.47681 LMwDS_short 
96 0 AP890410-0218  265 3.47681 LMwDS_short 
96 0 AP890410-0221  266 3.47681 LMwDS_short 
96 0 AP890410-0225  267 3.47681 LMwDS_short 
96 0 AP890421-0278  268 3.47681 LMwDS_short 
96 0 AP890503-0294  269 3.47681 LMwDS_short 
96 0 AP890514-0034  270 3.47681 LMwDS_short 
96 0 AP890526-0072  271 3.47681 LMwDS_short 
96 0 AP890531-0061  272 3.47681 LMwDS_short 
96 0 AP890602-0190  273 3.47681 LMwDS_short 
96 0 AP890605-0058  274 3.47681 LMwDS_short 
96 0 AP890606-0086  275 3.47681 LMwDS_short 
96 0 AP890630-0187  276 3.47681 LMwDS_short 
96 0 AP890704-0098  277 3.47681 LMwDS_short 
96 0 AP890718-0012  278 3.47681 LMwDS_short 
96 0 AP890719-0098  279 3.47681 LMwDS_short 
96 0 AP890720-0262  280 3.47681 LMwDS_short 
96 0 AP890801-0201  281 3.47681 LMwDS_short 
96 0 AP890803-0044  282 3.47681 LMwDS_short 
96 0 AP890809-0193  283 3.47681 LMwDS_short 
96 0 AP890822-0193  284 3.47681 LMwDS_short 
96 0 AP890901-0209  285 3.47681 LMwDS_short 
96 0 AP890901-0214  286 3.47681 LMwDS_short 
96 0 AP890901-0219  287 3.47681 LMwDS_short 
96 0 AP890913-0239  288 3.47681 LMwDS_short 
96 0 AP891019-0332  289 3.47681 LMwDS_short 
96 0 AP891027-0245  290 3.47681 LMwDS_short 
96 0 AP891105-0045  291 3.47681 LMwDS_short 
96 0 AP891114-0139  292 3.47681 LMwDS_short 
96 0 AP891119-0057  293 3.47681 LMwDS_short 
96 0 AP891130-0066  294 3.47681 LMwDS_short 
96 0 AP891208-0264  295 3.47681 LMwDS_short 
96 0 AP891216-0027  296 3.47681 LMwDS_short 
96 0 AP891218-0259  297 3.47681 LMwDS_short 
96 0 AP891218-0260  298 3.47681 LMwDS_short 
96 0 AP891218-0263  299 3.47681 LMwDS_short 
96 0 AP891218-0266  300 3.47681 LMwDS_short 
96 0 AP891222-0250  301 3.47681 LMwDS_short 
96 0 AP891222-0252  302 3.47681 LMwDS_short 
96 0 AP891222-0255  303 3.47681 LMwDS_short 
96 0 AP891222-0261  304 3.47681 LMwDS_short 
96 0 AP891222-0265  305 3.47681 LMwDS_short 
96 0 AP891227-0003  306 3.47681 LMwDS_short 
96 0 AP890106-0086  307 3.44266 LMwDS_short 
96 0 AP890106-0214  308 3.44266 LMwDS_short 
96 0 AP890110-0051  309 3.44266 LMwDS_short 
96 0 AP890115-0036  310 3.44266 LMwDS_short 
96 0 AP890118-0288  311 3.44266 LMwDS_short 
96 0 AP890217-0029  312 3.44266 LMwDS_short 
96 0 AP890219-0019  313 3.44266 LMwDS_short 
96 0 AP890308-0145  314 3.44266 LMwDS_short 
96 0 AP890409-0059  315 3.44266 LMwDS_short 
96 0 AP890421-0089  316 3.44266 LMwDS_short 
96 0 AP890422-0073  317 3.44266 LMwDS_short 
96 0 AP890426-0066  318 3.44266 LMwDS_short 
96 0 AP890426-0143  319 3.44266 LMwDS_short 
96 0 AP890502-0225  320 3.44266 LMwDS_short 
96 0 AP890507-0066  321 3.44266 LMwDS_short 
96 0 AP890509-0148  322 3.44266 LMwDS_short 
96 0 AP890510-0011  323 3.44266 LMwDS_short 
96 0 AP890513-0047  324 3.44266 LMwDS_short 
96 0 AP890524-0157  325 3.44266 LMwDS_short 
96 0 AP890531-0167  326 3.44266 LMwDS_short 
96 0 AP890603-0022  327 3.44266 LMwDS_short 
96 0 AP890626-0123  328 3.44266 LMwDS_short 
96 0 AP890629-0246  329 3.44266 LMwDS_short 
96 0 AP890714-0139  330 3.44266 LMwDS_short 
96 0 AP890717-0142  331 3.44266 LMwDS_short 
96 0 AP890727-0188  332 3.44266 LMwDS_short 
96 0 AP890802-0187  333 3.44266 LMwDS_short 
96 0 AP890812-0119  334 3.44266 LMwDS_short 
96 0 AP890816-0254  335 3.44266 LMwDS_short 
96 0 AP890825-0247  336 3.44266 LMwDS_short 
96 0 AP890909-0132  337 3.44266 LMwDS_short 
96 0 AP890910-0048  338 3.44266 LMwDS_short 
96 0 AP890911-0113  339 3.44266 LMwDS_short 
96 0 AP890912-0146  340 3.44266 LMwDS_short 
96 0 AP891005-0200  341 3.44266 LMwDS_short 
96 0 AP891010-0141  342 3.44266 LMwDS_short 
96 0 AP891018-0141  343 3.44266 LMwDS_short 
96 0 AP891107-0005  344 3.44266 LMwDS_short 
96 0 AP891109-0265  345 3.44266 LMwDS_short 
96 0 AP891115-0130  346 3.44266 LMwDS_short 
96 0 AP891117-0275  347 3.44266 LMwDS_short 
96 0 AP891122-0156  348 3.44266 LMwDS_short 
96 0 AP890303-0073  349 3.41987 LMwDS_short 
96 0 AP890601-0356  350 3.41987 LMwDS_short 
96 0 AP890112-0192  351 3.39223 LMwDS_short 
96 0 AP890121-0104  352 3.39223 LMwDS_short 
96 0 AP890121-0156  353 3.39223 LMwDS_short 
96 0 AP890126-0139  354 3.39223 LMwDS_short 
96 0 AP890127-0045  355 3.39223 LMwDS_short 
96 0 AP890128-0155  356 3.39223 LMwDS_short 
96 0 AP890208-0010  357 3.39223 LMwDS_short 
96 0 AP890209-0213  358 3.39223 LMwDS_short 
96 0 AP890209-0231  359 3.39223 LMwDS_short 
96 0 AP890213-0155  360 3.39223 LMwDS_short 
96 0 AP890214-0090  361 3.39223 LMwDS_short 
96 0 AP890301-0101  362 3.39223 LMwDS_short 
96 0 AP890301-0235  363 3.39223 LMwDS_short 
96 0 AP890302-0110  364 3.39223 LMwDS_short 
96 0 AP890303-0076  365 3.39223 LMwDS_short 
96 0 AP890308-0040  366 3.39223 LMwDS_short 
96 0 AP890314-0127  367 3.39223 LMwDS_short 
96 0 AP890327-0033  368 3.39223 LMwDS_short 
96 0 AP890329-0115  369 3.39223 LMwDS_short 
96 0 AP890403-0033  370 3.39223 LMwDS_short 
96 0 AP890403-0052  371 3.39223 LMwDS_short 
96 0 AP890404-0037  372 3.39223 LMwDS_short 
96 0 AP890404-0048  373 3.39223 LMwDS_short 
96 0 AP890411-0053  374 3.39223 LMwDS_short 
96 0 AP890418-0033  375 3.39223 LMwDS_short 
96 0 AP890419-0281  376 3.39223 LMwDS_short 
96 0 AP890420-0172  377 3.39223 LMwDS_short 
96 0 AP890426-0226  378 3.39223 LMwDS_short 
96 0 AP890428-0025  379 3.39223 LMwDS_short 
96 0 AP890611-0025  380 3.39223 LMwDS_short 
96 0 AP890622-0093  381 3.39223 LMwDS_short 
96 0 AP890623-0049  382 3.39223 LMwDS_short 
96 0 AP890623-0178  383 3.39223 LMwDS_short 
96 0 AP890628-0194  384 3.39223 LMwDS_short 
96 0 AP890629-0130  385 3.39223 LMwDS_short 
96 0 AP890702-0038  386 3.39223 LMwDS_short 
96 0 AP890705-0043  387 3.39223 LMwDS_short 
96 0 AP890707-0025  388 3.39223 LMwDS_short 
96 0 AP890708-0039  389 3.39223 LMwDS_short 
96 0 AP890714-0035  390 3.39223 LMwDS_short 
96 0 AP890725-0154  391 3.39223 LMwDS_short 
96 0 AP890805-0011  392 3.39223 LMwDS_short 
96 0 AP890808-0143  393 3.39223 LMwDS_short 
96 0 AP890809-0249  394 3.39223 LMwDS_short 
96 0 AP890812-0107  395 3.39223 LMwDS_short 
96 0 AP890813-0077  396 3.39223 LMwDS_short 
96 0 AP890820-0033  397 3.39223 LMwDS_short 
96 0 AP890821-0102  398 3.39223 LMwDS_short 
96 0 AP890831-0238  399 3.39223 LMwDS_short 
96 0 AP890905-0170  400 3.39223 LMwDS_short 
96 0 AP890911-0005  401 3.39223 LMwDS_short 
96 0 AP890911-0144  402 3.39223 LMwDS_short 
96 0 AP890920-0194  403 3.39223 LMwDS_short 
96 0 AP890926-0277  404 3.39223 LMwDS_short 
96 0 AP890930-0058  405 3.39223 LMwDS_short 
96 0 AP891001-0079  406 3.39223 LMwDS_short 
96 0 AP891005-0034  407 3.39223 LMwDS_short 
96 0 AP891008-0008  408 3.39223 LMwDS_short 
96 0 AP891017-0223  409 3.39223 LMwDS_short 
96 0 AP891022-0056  410 3.39223 LMwDS_short 
96 0 AP891115-0103  411 3.39223 LMwDS_short 
96 0 AP891116-0124  412 3.39223 LMwDS_short 
96 0 AP891208-0274  413 3.39223 LMwDS_short 
96 0 AP891222-0207  414 3.39223 LMwDS_short 
96 0 AP891222-0274  415 3.39223 LMwDS_short 
96 0 AP891225-0061  416 3.39223 LMwDS_short 
96 0 AP891227-0138  417 3.39223 LMwDS_short 
96 0 AP890523-0180  418 3.38878 LMwDS_short 
96 0 AP890522-0284  419 3.37866 LMwDS_short 
96 0 AP890911-0239  420 3.37785 LMwDS_short 
96 0 AP890126-0292  421 3.36826 LMwDS_short 
96 0 AP890724-0228  422 3.35843 LMwDS_short 
96 0 AP891012-0327  423 3.35698 LMwDS_short 
96 0 AP890814-0170  424 3.32746 LMwDS_short 
96 0 AP890108-0003  425 3.31382 LMwDS_short 
96 0 AP890110-0104  426 3.31382 LMwDS_short 
96 0 AP890110-0135  427 3.31382 LMwDS_short 
96 0 AP890113-0045  428 3.31382 LMwDS_short 
96 0 AP890117-0070  429 3.31382 LMwDS_short 
96 0 AP890121-0098  430 3.31382 LMwDS_short 
96 0 AP890129-0009  431 3.31382 LMwDS_short 
96 0 AP890130-0145  432 3.31382 LMwDS_short 
96 0 AP890206-0026  433 3.31382 LMwDS_short 
96 0 AP890210-0239  434 3.31382 LMwDS_short 
96 0 AP890310-0031  435 3.31382 LMwDS_short 
96 0 AP890311-0125  436 3.31382 LMwDS_short 
96 0 AP890311-0156  437 3.31382 LMwDS_short 
96 0 AP890314-0219  438 3.31382 LMwDS_short 
96 0 AP890318-0092  439 3.31382 LMwDS_short 
96 0 AP890323-0249  440 3.31382 LMwDS_short 
96 0 AP890329-0033  441 3.31382 LMwDS_short 
96 0 AP890405-0230  442 3.31382 LMwDS_short 
96 0 AP890413-0095  443 3.31382 LMwDS_short 
