51 0 AP890908-0222    1 10.20738 LMwJMS_short 
94 0 AP891213-0116  223 4.52176 LMwJMS_short 
94 0 AP891029-0038  224 4.45641 LMwJMS_short 
94 0 AP890410-0058  225 4.44105 LMwJMS_short 
94 0 AP890127-0254  226 4.42878 LMwJMS_short 
94 0 AP890215-0076  227 4.42878 LMwJMS_short 
94 0 AP890930-0020  228 4.40573 LMwJMS_short 
94 0 AP890630-0070  229 4.34794 LMwJMS_short 
94 0 AP890222-0065  230 4.34509 LMwJMS_short 
94 0 AP890602-0204  231 4.34509 LMwJMS_short 
94 0 AP890119-0168  232 4.32474 LMwJMS_short 
94 0 AP890214-0240  233 4.32474 LMwJMS_short 
94 0 AP890405-0245  234 4.32474 LMwJMS_short 
94 0 AP890620-0228  235 4.32474 LMwJMS_short 
94 0 AP890716-0026  236 4.32474 LMwJMS_short 
94 0 AP890113-0026  237 4.31844 LMwJMS_short 
94 0 AP890803-0026  238 4.31844 LMwJMS_short 
94 0 AP891205-0032  239 4.31844 LMwJMS_short 
94 0 AP890124-0011  240 4.31205 LMwJMS_short 
94 0 AP890124-0257  241 4.29264 LMwJMS_short 
94 0 AP891016-0219  242 4.26419 LMwJMS_short 
94 0 AP890221-0063  243 4.25926 LMwJMS_short 
94 0 AP890316-0242  244 4.25926 LMwJMS_short 
94 0 AP890917-0084  245 4.25926 LMwJMS_short 
94 0 AP890105-0009  246 4.23616 LMwJMS_short 
94 0 AP890524-0215  247 4.23616 LMwJMS_short 
94 0 AP890614-0028  248 4.23616 LMwJMS_short 
94 0 AP890831-0103  249 4.23616 LMwJMS_short 
94 0 AP890216-0066  250 4.22865 LMwJMS_short 
94 0 AP890615-0219  251 4.22865 LMwJMS_short 
94 0 AP890811-0045  252 4.22865 LMwJMS_short 
94 0 AP890825-0201  253 4.22865 LMwJMS_short 
94 0 AP890711-0034  254 4.22626 LMwJMS_short 
94 0 AP890112-0192  255 4.21738 LMwJMS_short 
94 0 AP890113-0097  256 4.21738 LMwJMS_short 
94 0 AP890115-0084  257 4.21738 LMwJMS_short 
94 0 AP890121-0104  258 4.21738 LMwJMS_short 
94 0 AP890121-0156  259 4.21738 LMwJMS_short 
94 0 AP890126-0139  260 4.21738 LMwJMS_short 
94 0 AP890127-0045  261 4.21738 LMwJMS_short 
94 0 AP890128-0155  262 4.21738 LMwJMS_short 
94 0 AP890208-0010  263 4.21738 LMwJMS_short 
94 0 AP890209-0213  264 4.21738 LMwJMS_short 
94 0 AP890209-0231  265 4.21738 LMwJMS_short 
94 0 AP890213-0155  266 4.21738 LMwJMS_short 
94 0 AP890214-0090  267 4.21738 LMwJMS_short 
94 0 AP890301-0101  268 4.21738 LMwJMS_short 
94 0 AP890301-0235  269 4.21738 LMwJMS_short 
94 0 AP890302-0110  270 4.21738 LMwJMS_short 
94 0 AP890303-0076  271 4.21738 LMwJMS_short 
94 0 AP890308-0040  272 4.21738 LMwJMS_short 
94 0 AP890314-0127  273 4.21738 LMwJMS_short 
94 0 AP890327-0033  274 4.21738 LMwJMS_short 
94 0 AP890329-0115  275 4.21738 LMwJMS_short 
94 0 AP890403-0033  276 4.21738 LMwJMS_short 
94 0 AP890403-0052  277 4.21738 LMwJMS_short 
94 0 AP890404-0037  278 4.21738 LMwJMS_short 
94 0 AP890404-0048  279 4.21738 LMwJMS_short 
94 0 AP890411-0053  280 4.21738 LMwJMS_short 
94 0 AP890418-0033  281 4.21738 LMwJMS_short 
94 0 AP890419-0281  282 4.21738 LMwJMS_short 
94 0 AP890420-0172  283 4.21738 LMwJMS_short 
94 0 AP890426-0226  284 4.21738 LMwJMS_short 
94 0 AP890428-0025  285 4.21738 LMwJMS_short 
94 0 AP890510-0100  286 4.21738 LMwJMS_short 
94 0 AP890611-0025  287 4.21738 LMwJMS_short 
94 0 AP890622-0093  288 4.21738 LMwJMS_short 
94 0 AP890623-0049  289 4.21738 LMwJMS_short 
94 0 AP890623-0138  290 4.21738 LMwJMS_short 
94 0 AP890623-0178  291 4.21738 LMwJMS_short 
94 0 AP890628-0194  292 4.21738 LMwJMS_short 
94 0 AP890629-0130  293 4.21738 LMwJMS_short 
94 0 AP890702-0038  294 4.21738 LMwJMS_short 
94 0 AP890705-0043  295 4.21738 LMwJMS_short 
94 0 AP890707-0025  296 4.21738 LMwJMS_short 
94 0 AP890708-0039  297 4.21738 LMwJMS_short 
94 0 AP890714-0035  298 4.21738 LMwJMS_short 
94 0 AP890720-0151  299 4.21738 LMwJMS_short 
94 0 AP890725-0154  300 4.21738 LMwJMS_short 
94 0 AP890805-0011  301 4.21738 LMwJMS_short 
94 0 AP890808-0143  302 4.21738 LMwJMS_short 
94 0 AP890809-0249  303 4.21738 LMwJMS_short 
94 0 AP890812-0107  304 4.21738 LMwJMS_short 
94 0 AP890813-0077  305 4.21738 LMwJMS_short 
94 0 AP890820-0033  306 4.21738 LMwJMS_short 
94 0 AP890821-0102  307 4.21738 LMwJMS_short 
94 0 AP890831-0238  308 4.21738 LMwJMS_short 
94 0 AP890905-0170  309 4.21738 LMwJMS_short 
94 0 AP890911-0005  310 4.21738 LMwJMS_short 
94 0 AP890911-0144  311 4.21738 LMwJMS_short 
94 0 AP890920-0194  312 4.21738 LMwJMS_short 
94 0 AP890926-0277  313 4.21738 LMwJMS_short 
94 0 AP890930-0058  314 4.21738 LMwJMS_short 
94 0 AP891001-0079  315 4.21738 LMwJMS_short 
94 0 AP891005-0034  316 4.21738 LMwJMS_short 
94 0 AP891008-0008  317 4.21738 LMwJMS_short 
94 0 AP891017-0223  318 4.21738 LMwJMS_short 
94 0 AP891022-0056  319 4.21738 LMwJMS_short 
94 0 AP891115-0103  320 4.21738 LMwJMS_short 
94 0 AP891208-0274  321 4.21738 LMwJMS_short 
94 0 AP891222-0207  322 4.21738 LMwJMS_short 
94 0 AP891222-0274  323 4.21738 LMwJMS_short 
94 0 AP891225-0061  324 4.21738 LMwJMS_short 
94 0 AP891227-0138  325 4.21738 LMwJMS_short 
94 0 AP890608-0089  326 4.21625 LMwJMS_short 
94 0 AP890208-0295  327 4.20861 LMwJMS_short 
94 0 AP890222-0257  328 4.20861 LMwJMS_short 
94 0 AP890701-0006  329 4.20861 LMwJMS_short 
94 0 AP890410-0040  330 4.19594 LMwJMS_short 
94 0 AP890126-0292  331 4.19310 LMwJMS_short 
94 0 AP890410-0107  332 4.18525 LMwJMS_short 
94 0 AP890805-0109  333 4.18525 LMwJMS_short 
94 0 AP891023-0030  334 4.18525 LMwJMS_short 
94 0 AP891022-0098  335 4.13476 LMwJMS_short 
94 0 AP890621-0143  336 4.13241 LMwJMS_short 
94 0 AP891016-0232  337 4.12015 LMwJMS_short 
94 0 AP890614-0060  338 4.09247 LMwJMS_short 
94 0 AP890119-0253  339 4.08483 LMwJMS_short 
94 0 AP890406-0191  340 4.08483 LMwJMS_short 
94 0 AP890424-0141  341 4.08483 LMwJMS_short 
94 0 AP890216-0260  342 4.07720 LMwJMS_short 
94 0 AP890630-0239  343 4.07720 LMwJMS_short 
94 0 AP890803-0265  344 4.07720 LMwJMS_short 
94 0 AP890824-0104  345 4.07720 LMwJMS_short 
94 0 AP891006-0069  346 4.07720 LMwJMS_short 
94 0 AP890216-0016  347 4.06173 LMwJMS_short 
94 0 AP891103-0005  348 4.06173 LMwJMS_short 
94 0 AP890421-0275  349 4.04146 LMwJMS_short 
94 0 AP890523-0141  350 4.04146 LMwJMS_short 
94 0 AP890614-0270  351 4.04146 LMwJMS_short 
94 0 AP890705-0185  352 4.04146 LMwJMS_short 
94 0 AP891014-0055  353 4.04146 LMwJMS_short 
94 0 AP890727-0234  354 4.03077 LMwJMS_short 
94 0 AP890824-0091  355 4.02883 LMwJMS_short 
94 0 AP890227-0083  356 4.01663 LMwJMS_short 
94 0 AP890211-0010  357 3.96591 LMwJMS_short 
94 0 AP890303-0073  358 3.96591 LMwJMS_short 
94 0 AP890601-0356  359 3.96591 LMwJMS_short 
94 0 AP891011-0211  360 3.96591 LMwJMS_short 
94 0 AP891023-0075  361 3.96591 LMwJMS_short 
94 0 AP891026-0281  362 3.96591 LMwJMS_short 
94 0 AP891115-0208  363 3.96591 LMwJMS_short 
94 0 AP891214-0253  364 3.96591 LMwJMS_short 
94 0 AP890208-0065  365 3.95605 LMwJMS_short 
94 0 AP890111-0049  366 3.95329 LMwJMS_short 
94 0 AP890127-0072  367 3.95329 LMwJMS_short 
94 0 AP890207-0118  368 3.95329 LMwJMS_short 
94 0 AP890208-0196  369 3.95329 LMwJMS_short 
94 0 AP890225-0125  370 3.95329 LMwJMS_short 
94 0 AP890312-0081  371 3.95329 LMwJMS_short 
94 0 AP890320-0091  372 3.95329 LMwJMS_short 
94 0 AP890322-0133  373 3.95329 LMwJMS_short 
94 0 AP890406-0143  374 3.95329 LMwJMS_short 
94 0 AP890518-0014  375 3.95329 LMwJMS_short 
94 0 AP890612-0246  376 3.95329 LMwJMS_short 
94 0 AP891231-0015  377 3.95329 LMwJMS_short 
94 0 AP890316-0129  378 3.94609 LMwJMS_short 
94 0 AP890410-0254  379 3.94609 LMwJMS_short 
94 0 AP890802-0259  380 3.94609 LMwJMS_short 
94 0 AP891019-0300  381 3.94609 LMwJMS_short 
94 0 AP891023-0157  382 3.94609 LMwJMS_short 
94 0 AP890320-0038  383 3.93348 LMwJMS_short 
94 0 AP890721-0044  384 3.93348 LMwJMS_short 
94 0 AP891112-0031  385 3.93348 LMwJMS_short 
94 0 AP891112-0032  386 3.93348 LMwJMS_short 
94 0 AP890601-0182  387 3.92588 LMwJMS_short 
94 0 AP890623-0037  388 3.92588 LMwJMS_short 
94 0 AP890718-0121  389 3.92588 LMwJMS_short 
94 0 AP890808-0193  390 3.92588 LMwJMS_short 
94 0 AP890928-0310  391 3.92588 LMwJMS_short 
94 0 AP891102-0282  392 3.92588 LMwJMS_short 
94 0 AP891222-0235  393 3.92588 LMwJMS_short 
94 0 AP891224-0010  394 3.92588 LMwJMS_short 
94 0 AP890528-0030  395 3.91327 LMwJMS_short 
94 0 AP890616-0090  396 3.91327 LMwJMS_short 
94 0 AP890620-0024  397 3.91327 LMwJMS_short 
94 0 AP890626-0099  398 3.91327 LMwJMS_short 
94 0 AP890809-0051  399 3.91327 LMwJMS_short 
94 0 AP890817-0064  400 3.91327 LMwJMS_short 
94 0 AP891012-0327  401 3.90263 LMwJMS_short 
94 0 AP890710-0099  402 3.86802 LMwJMS_short 
94 0 AP890202-0029  403 3.86265 LMwJMS_short 
94 0 AP890525-0235  404 3.86265 LMwJMS_short 
94 0 AP890720-0116  405 3.86265 LMwJMS_short 
94 0 AP891107-0273  406 3.86265 LMwJMS_short 
94 0 AP891113-0220  407 3.86265 LMwJMS_short 
94 0 AP890108-0003  408 3.85920 LMwJMS_short 
94 0 AP890109-0287  409 3.85920 LMwJMS_short 
94 0 AP890110-0104  410 3.85920 LMwJMS_short 
94 0 AP890110-0135  411 3.85920 LMwJMS_short 
94 0 AP890112-0023  412 3.85920 LMwJMS_short 
94 0 AP890113-0045  413 3.85920 LMwJMS_short 
94 0 AP890117-0070  414 3.85920 LMwJMS_short 
94 0 AP890121-0098  415 3.85920 LMwJMS_short 
94 0 AP890130-0145  416 3.85920 LMwJMS_short 
94 0 AP890206-0026  417 3.85920 LMwJMS_short 
94 0 AP890210-0239  418 3.85920 LMwJMS_short 
94 0 AP890310-0031  419 3.85920 LMwJMS_short 
94 0 AP890311-0125  420 3.85920 LMwJMS_short 
94 0 AP890311-0156  421 3.85920 LMwJMS_short 
94 0 AP890314-0219  422 3.85920 LMwJMS_short 
94 0 AP890318-0092  423 3.85920 LMwJMS_short 
94 0 AP890323-0249  424 3.85920 LMwJMS_short 
94 0 AP890329-0033  425 3.85920 LMwJMS_short 
94 0 AP890405-0230  426 3.85920 LMwJMS_short 
94 0 AP890412-0034  427 3.85920 LMwJMS_short 
94 0 AP890413-0095  428 3.85920 LMwJMS_short 
94 0 AP890413-0137  429 3.85920 LMwJMS_short 
94 0 AP890413-0163  430 3.85920 LMwJMS_short 
94 0 AP890419-0105  431 3.85920 LMwJMS_short 
94 0 AP890419-0205  432 3.85920 LMwJMS_short 
94 0 AP890424-0010  433 3.85920 LMwJMS_short 
94 0 AP890425-0011  434 3.85920 LMwJMS_short 
94 0 AP890425-0204  435 3.85920 LMwJMS_short 
94 0 AP890501-0208  436 3.85920 LMwJMS_short 
94 0 AP890502-0243  437 3.85920 LMwJMS_short 
94 0 AP890504-0204  438 3.85920 LMwJMS_short 
94 0 AP890505-0242  439 3.85920 LMwJMS_short 
94 0 AP890506-0075  440 3.85920 LMwJMS_short 
94 0 AP890507-0060  441 3.85920 LMwJMS_short 
94 0 AP890513-0090  442 3.85920 LMwJMS_short 
94 0 AP890516-0014  443 3.85920 LMwJMS_short 
94 0 AP890523-0016  444 3.85920 LMwJMS_short 
94 0 AP890601-0136  445 3.85920 LMwJMS_short 
94 0 AP890607-0208  446 3.85920 LMwJMS_short 
94 0 AP890609-0033  447 3.85920 LMwJMS_short 
94 0 AP890614-0102  448 3.85920 LMwJMS_short 
94 0 AP890614-0282  449 3.85920 LMwJMS_short 
94 0 AP890620-0074  450 3.85920 LMwJMS_short 
94 0 AP890621-0149  451 3.85920 LMwJMS_short 
94 0 AP890626-0097  452 3.85920 LMwJMS_short 
94 0 AP890626-0117  453 3.85920 LMwJMS_short 
94 0 AP890629-0190  454 3.85920 LMwJMS_short 
94 0 AP890629-0214  455 3.85920 LMwJMS_short 
94 0 AP890706-0012  456 3.85920 LMwJMS_short 
94 0 AP890714-0056  457 3.85920 LMwJMS_short 
94 0 AP890714-0129  458 3.85920 LMwJMS_short 
94 0 AP890721-0072  459 3.85920 LMwJMS_short 
94 0 AP890723-0071  460 3.85920 LMwJMS_short 
94 0 AP890725-0288  461 3.85920 LMwJMS_short 
94 0 AP890726-0117  462 3.85920 LMwJMS_short 
94 0 AP890802-0089  463 3.85920 LMwJMS_short 
94 0 AP890806-0045  464 3.85920 LMwJMS_short 
94 0 AP890808-0162  465 3.85920 LMwJMS_short 
94 0 AP890813-0014  466 3.85920 LMwJMS_short 
94 0 AP890814-0222  467 3.85920 LMwJMS_short 
94 0 AP890816-0009  468 3.85920 LMwJMS_short 
94 0 AP890817-0167  469 3.85920 LMwJMS_short 
94 0 AP890821-0010  470 3.85920 LMwJMS_short 
94 0 AP890824-0034  471 3.85920 LMwJMS_short 
94 0 AP890825-0075  472 3.85920 LMwJMS_short 
94 0 AP890903-0022  473 3.85920 LMwJMS_short 
94 0 AP890913-0031  474 3.85920 LMwJMS_short 
94 0 AP890914-0023  475 3.85920 LMwJMS_short 
94 0 AP890925-0180  476 3.85920 LMwJMS_short 
94 0 AP890925-0258  477 3.85920 LMwJMS_short 
94 0 AP891003-0148  478 3.85920 LMwJMS_short 
94 0 AP891008-0063  479 3.85920 LMwJMS_short 
94 0 AP891020-0035  480 3.85920 LMwJMS_short 
94 0 AP891026-0248  481 3.85920 LMwJMS_short 
94 0 AP891030-0115  482 3.85920 LMwJMS_short 
94 0 AP891101-0061  483 3.85920 LMwJMS_short 
94 0 AP891102-0023  484 3.85920 LMwJMS_short 
94 0 AP891114-0145  485 3.85920 LMwJMS_short 
94 0 AP891115-0227  486 3.85920 LMwJMS_short 
94 0 AP891116-0120  487 3.85920 LMwJMS_short 
94 0 AP891117-0090  488 3.85920 LMwJMS_short 
94 0 AP891117-0196  489 3.85920 LMwJMS_short 
94 0 AP891130-0153  490 3.85920 LMwJMS_short 
94 0 AP891208-0288  491 3.85920 LMwJMS_short 
94 0 AP891211-0242  492 3.85920 LMwJMS_short 
94 0 AP891215-0071  493 3.85920 LMwJMS_short 
94 0 AP891219-0184  494 3.85920 LMwJMS_short 
94 0 AP891219-0241  495 3.85920 LMwJMS_short 
94 0 AP891220-0138  496 3.85920 LMwJMS_short 
94 0 AP891220-0163  497 3.85920 LMwJMS_short 
94 0 AP890207-0182  498 3.81532 LMwJMS_short 
94 0 AP890323-0019  499 3.81532 LMwJMS_short 
94 0 AP890401-0113  500 3.81532 LMwJMS_short 
94 0 AP890425-0055  501 3.81532 LMwJMS_short 
94 0 AP890530-0281  502 3.81532 LMwJMS_short 
94 0 AP890531-0263  503 3.81532 LMwJMS_short 
94 0 AP890722-0023  504 3.81532 LMwJMS_short 
94 0 AP890908-0242  505 3.81532 LMwJMS_short 
94 0 AP891021-0022  506 3.81532 LMwJMS_short 
94 0 AP890116-0067  507 3.79798 LMwJMS_short 
94 0 AP890131-0104  508 3.79798 LMwJMS_short 
94 0 AP890207-0082  509 3.79798 LMwJMS_short 
94 0 AP890215-0101  510 3.79798 LMwJMS_short 
94 0 AP890219-0035  511 3.79798 LMwJMS_short 
94 0 AP890227-0196  512 3.79798 LMwJMS_short 
94 0 AP890614-0100  513 3.79798 LMwJMS_short 
94 0 AP890626-0116  514 3.79798 LMwJMS_short 
94 0 AP890710-0116  515 3.79798 LMwJMS_short 
94 0 AP890808-0117  516 3.79798 LMwJMS_short 
94 0 AP891117-0062  517 3.79798 LMwJMS_short 
94 0 AP890124-0111  518 3.78259 LMwJMS_short 
94 0 AP890807-0086  519 3.78259 LMwJMS_short 
94 0 AP891206-0063  520 3.76263 LMwJMS_short 
94 0 AP890130-0090  521 3.75962 LMwJMS_short 
94 0 AP890405-0047  522 3.75962 LMwJMS_short 
94 0 AP890430-0044  523 3.75506 LMwJMS_short 
94 0 AP890809-0074  524 3.75506 LMwJMS_short 
94 0 AP891228-0021  525 3.75506 LMwJMS_short 
94 0 AP890113-0121  526 3.74749 LMwJMS_short 
94 0 AP890119-0318  527 3.74749 LMwJMS_short 
94 0 AP890419-0070  528 3.74749 LMwJMS_short 
94 0 AP890605-0034  529 3.74749 LMwJMS_short 
94 0 AP890613-0220  530 3.74749 LMwJMS_short 
94 0 AP890816-0142  531 3.74749 LMwJMS_short 
94 0 AP890829-0244  532 3.74749 LMwJMS_short 
94 0 AP890916-0017  533 3.74749 LMwJMS_short 
94 0 AP890925-0299  534 3.74749 LMwJMS_short 
94 0 AP891003-0212  535 3.74749 LMwJMS_short 
94 0 AP891006-0260  536 3.74749 LMwJMS_short 
94 0 AP891010-0274  537 3.74749 LMwJMS_short 
94 0 AP891017-0243  538 3.74749 LMwJMS_short 
94 0 AP891103-0201  539 3.74749 LMwJMS_short 
94 0 AP890121-0127  540 3.69797 LMwJMS_short 
94 0 AP890516-0129  541 3.69797 LMwJMS_short 
94 0 AP890728-0033  542 3.69797 LMwJMS_short 
94 0 AP890804-0079  543 3.69797 LMwJMS_short 
94 0 AP891003-0026  544 3.69797 LMwJMS_short 
94 0 AP890306-0078  545 3.69666 LMwJMS_short 
94 0 AP890309-0279  546 3.69666 LMwJMS_short 
94 0 AP890310-0279  547 3.69666 LMwJMS_short 
94 0 AP890619-0252  548 3.69666 LMwJMS_short 
94 0 AP890117-0238  549 3.68452 LMwJMS_short 
94 0 AP890209-0242  550 3.68452 LMwJMS_short 
94 0 AP890311-0036  551 3.68452 LMwJMS_short 
94 0 AP890315-0134  552 3.68452 LMwJMS_short 
94 0 AP890327-0018  553 3.68452 LMwJMS_short 
94 0 AP890612-0150  554 3.68452 LMwJMS_short 
94 0 AP890614-0280  555 3.68452 LMwJMS_short 
94 0 AP890706-0263  556 3.68452 LMwJMS_short 
94 0 AP890720-0231  557 3.68452 LMwJMS_short 
94 0 AP890809-0238  558 3.68452 LMwJMS_short 
94 0 AP890816-0263  559 3.68452 LMwJMS_short 
94 0 AP890818-0193  560 3.68452 LMwJMS_short 
94 0 AP890912-0252  561 3.68452 LMwJMS_short 
94 0 AP890912-0276  562 3.68452 LMwJMS_short 
94 0 AP890914-0284  563 3.68452 LMwJMS_short 
94 0 AP890919-0211  564 3.68452 LMwJMS_short 
94 0 AP891017-0222  565 3.68452 LMwJMS_short 
94 0 AP891023-0051  566 3.68452 LMwJMS_short 
94 0 AP891026-0239  567 3.68452 LMwJMS_short 
94 0 AP891029-0067  568 3.68452 LMwJMS_short 
94 0 AP891107-0156  569 3.68452 LMwJMS_short 
94 0 AP891220-0101  570 3.68452 LMwJMS_short 
94 0 AP890807-0008  571 3.67198 LMwJMS_short 
94 0 AP890908-0123  572 3.67198 LMwJMS_short 
94 0 AP890201-0249  573 3.67095 LMwJMS_short 
94 0 AP890505-0027  574 3.66483 LMwJMS_short 
94 0 AP890509-0267  575 3.66483 LMwJMS_short 
94 0 AP890701-0129  576 3.66483 LMwJMS_short 
94 0 AP890727-0243  577 3.66483 LMwJMS_short 
94 0 AP890830-0086  578 3.66483 LMwJMS_short 
94 0 AP891218-0178  579 3.66483 LMwJMS_short 
94 0 AP890106-0110  580 3.64475 LMwJMS_short 
94 0 AP890110-0266  581 3.64475 LMwJMS_short 
94 0 AP890128-0076  582 3.64475 LMwJMS_short 
94 0 AP890204-0012  583 3.64475 LMwJMS_short 
94 0 AP890302-0204  584 3.64475 LMwJMS_short 
94 0 AP890320-0147  585 3.64475 LMwJMS_short 
94 0 AP890330-0232  586 3.64475 LMwJMS_short 
94 0 AP890330-0246  587 3.64475 LMwJMS_short 
94 0 AP890417-0111  588 3.64475 LMwJMS_short 
94 0 AP890428-0207  589 3.64475 LMwJMS_short 
94 0 AP890503-0282  590 3.64475 LMwJMS_short 
94 0 AP890615-0269  591 3.64475 LMwJMS_short 
94 0 AP890716-0107  592 3.64475 LMwJMS_short 
94 0 AP890828-0040  593 3.64475 LMwJMS_short 
94 0 AP890906-0133  594 3.64475 LMwJMS_short 
94 0 AP891004-0258  595 3.64475 LMwJMS_short 
94 0 AP891005-0010  596 3.64475 LMwJMS_short 
94 0 AP891010-0279  597 3.64475 LMwJMS_short 
94 0 AP891017-0013  598 3.64475 LMwJMS_short 
94 0 AP891019-0319  599 3.64475 LMwJMS_short 
94 0 AP891102-0264  600 3.64475 LMwJMS_short 
94 0 AP891106-0243  601 3.64475 LMwJMS_short 
94 0 AP891107-0318  602 3.64475 LMwJMS_short 
94 0 AP891115-0252  603 3.64475 LMwJMS_short 
94 0 AP891214-0060  604 3.64475 LMwJMS_short 
94 0 AP891214-0226  605 3.64475 LMwJMS_short 
94 0 AP890124-0107  606 3.63222 LMwJMS_short 
94 0 AP890507-0063  607 3.63222 LMwJMS_short 
94 0 AP890626-0074  608 3.63222 LMwJMS_short 
94 0 AP890303-0046  609 3.59979 LMwJMS_short 
94 0 AP890129-0072  610 3.55737 LMwJMS_short 
94 0 AP890206-0059  611 3.55737 LMwJMS_short 
94 0 AP890209-0110  612 3.55737 LMwJMS_short 
94 0 AP890312-0002  613 3.55737 LMwJMS_short 
94 0 AP890312-0053  614 3.55737 LMwJMS_short 
94 0 AP890324-0117  615 3.55737 LMwJMS_short 
94 0 AP890401-0017  616 3.55737 LMwJMS_short 
94 0 AP890408-0002  617 3.55737 LMwJMS_short 
94 0 AP890424-0002  618 3.55737 LMwJMS_short 
94 0 AP890504-0231  619 3.55737 LMwJMS_short 
94 0 AP890510-0150  620 3.55737 LMwJMS_short 
94 0 AP890519-0110  621 3.55737 LMwJMS_short 
94 0 AP890602-0180  622 3.55737 LMwJMS_short 
94 0 AP890623-0057  623 3.55737 LMwJMS_short 
94 0 AP890702-0035  624 3.55737 LMwJMS_short 
94 0 AP890827-0028  625 3.55737 LMwJMS_short 
94 0 AP890921-0089  626 3.55737 LMwJMS_short 
94 0 AP891021-0167  627 3.55737 LMwJMS_short 
94 0 AP891114-0089  628 3.55737 LMwJMS_short 
94 0 AP891213-0008  629 3.55737 LMwJMS_short 
94 0 AP890615-0215  630 3.54342 LMwJMS_short 
94 0 AP890126-0005  631 3.53775 LMwJMS_short 
94 0 AP890127-0111  632 3.53775 LMwJMS_short 
94 0 AP890206-0094  633 3.53775 LMwJMS_short 
94 0 AP890208-0177  634 3.53775 LMwJMS_short 
94 0 AP890219-0059  635 3.53775 LMwJMS_short 
94 0 AP890311-0005  636 3.53775 LMwJMS_short 
94 0 AP890403-0046  637 3.53775 LMwJMS_short 
94 0 AP890415-0004  638 3.53775 LMwJMS_short 
94 0 AP890510-0008  639 3.53775 LMwJMS_short 
94 0 AP890520-0069  640 3.53775 LMwJMS_short 
94 0 AP890526-0189  641 3.53775 LMwJMS_short 
94 0 AP890601-0043  642 3.53775 LMwJMS_short 
94 0 AP890609-0133  643 3.53775 LMwJMS_short 
94 0 AP890626-0093  644 3.53775 LMwJMS_short 
94 0 AP890628-0192  645 3.53775 LMwJMS_short 
94 0 AP890713-0058  646 3.53775 LMwJMS_short 
94 0 AP890926-0045  647 3.53775 LMwJMS_short 
94 0 AP890926-0244  648 3.53775 LMwJMS_short 
94 0 AP891007-0026  649 3.53775 LMwJMS_short 
94 0 AP891215-0104  650 3.53775 LMwJMS_short 
94 0 AP890110-0290  651 3.53022 LMwJMS_short 
94 0 AP890113-0084  652 3.53022 LMwJMS_short 
94 0 AP890208-0130  653 3.53022 LMwJMS_short 
94 0 AP890208-0311  654 3.53022 LMwJMS_short 
94 0 AP890213-0051  655 3.53022 LMwJMS_short 
94 0 AP890217-0100  656 3.53022 LMwJMS_short 
94 0 AP890407-0303  657 3.53022 LMwJMS_short 
94 0 AP890526-0260  658 3.53022 LMwJMS_short 
94 0 AP890530-0252  659 3.53022 LMwJMS_short 
94 0 AP890726-0272  660 3.53022 LMwJMS_short 
94 0 AP890815-0251  661 3.53022 LMwJMS_short 
94 0 AP890817-0193  662 3.53022 LMwJMS_short 
94 0 AP890822-0063  663 3.53022 LMwJMS_short 
94 0 AP890830-0263  664 3.53022 LMwJMS_short 
94 0 AP890912-0269  665 3.53022 LMwJMS_short 
94 0 AP890913-0257  666 3.53022 LMwJMS_short 
94 0 AP890921-0247  667 3.53022 LMwJMS_short 
94 0 AP890927-0008  668 3.53022 LMwJMS_short 
94 0 AP891019-0098  669 3.53022 LMwJMS_short 
94 0 AP891020-0140  670 3.53022 LMwJMS_short 
94 0 AP891025-0288  671 3.53022 LMwJMS_short 
94 0 AP891109-0299  672 3.53022 LMwJMS_short 
94 0 AP891113-0237  673 3.53022 LMwJMS_short 
94 0 AP891225-0072  674 3.53022 LMwJMS_short 
94 0 AP890103-0162  675 3.51774 LMwJMS_short 
94 0 AP890105-0008  676 3.51774 LMwJMS_short 
94 0 AP890219-0017  677 3.51774 LMwJMS_short 
94 0 AP890226-0072  678 3.51774 LMwJMS_short 
94 0 AP890315-0177  679 3.51774 LMwJMS_short 
94 0 AP890316-0073  680 3.51774 LMwJMS_short 
94 0 AP890323-0168  681 3.51774 LMwJMS_short 
94 0 AP890411-0040  682 3.51774 LMwJMS_short 
94 0 AP890509-0188  683 3.51774 LMwJMS_short 
94 0 AP890523-0059  684 3.51774 LMwJMS_short 
94 0 AP890527-0037  685 3.51774 LMwJMS_short 
94 0 AP890718-0047  686 3.51774 LMwJMS_short 
94 0 AP890725-0059  687 3.51774 LMwJMS_short 
94 0 AP890805-0135  688 3.51774 LMwJMS_short 
94 0 AP891002-0210  689 3.51774 LMwJMS_short 
94 0 AP891010-0167  690 3.51774 LMwJMS_short 
94 0 AP891028-0100  691 3.51774 LMwJMS_short 
94 0 AP891213-0118  692 3.51774 LMwJMS_short 
94 0 AP890309-0223  693 3.51494 LMwJMS_short 
94 0 AP890324-0213  694 3.51494 LMwJMS_short 
94 0 AP890517-0285  695 3.51494 LMwJMS_short 
94 0 AP890622-0215  696 3.51494 LMwJMS_short 
94 0 AP890718-0235  697 3.51494 LMwJMS_short 
94 0 AP890920-0281  698 3.51494 LMwJMS_short 
94 0 AP891003-0251  699 3.51494 LMwJMS_short 
94 0 AP891006-0209  700 3.51494 LMwJMS_short 
94 0 AP891115-0281  701 3.51494 LMwJMS_short 
94 0 AP891127-0026  702 3.51494 LMwJMS_short 
94 0 AP890524-0315  703 3.50721 LMwJMS_short 
